,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Argentina,54580469.052043095,3164.0,17.2504643021628,baseline,baseline
1,Australia,84776743.39186352,12000.0,7.064728615988627,baseline,baseline
2,Belgium,83563585.12817408,9000.0,9.284842792019342,baseline,baseline
3,Brazil,205829254.01616406,316683.0,0.6499535940235632,baseline,baseline
4,Canada,161900121.8477997,103455.83196352275,1.5649202058022564,baseline,baseline
5,China,111345122.82594916,2124815.372628912,0.05240225774919364,baseline,baseline
6,Czechia,39097167.9041627,1000.0000000000001,39.097167904162696,baseline,baseline
7,Finland,77144189.3114685,6999.999999999998,11.020598473066931,baseline,baseline
8,France,197641003.0746917,94000.0,2.1025638624967207,baseline,baseline
9,Germany,254881491.8616671,188999.99999999997,1.3485793220194027,baseline,baseline
10,Hungary,198196691.33381012,114428.03218952617,1.7320641414643803,baseline,baseline
11,India,92409762.19725591,340517.3774377313,0.2713804590315054,baseline,baseline
12,Italy,193915597.1934505,96999.99999999999,1.999129867973717,baseline,baseline
13,Japan,133324814.89105606,261164.80917079689,0.5105006884900183,baseline,baseline
14,Korea,182438172.5716786,1092797.3355421126,0.16694602616428877,baseline,baseline
15,Netherlands,130709527.16805688,30000.000000000004,4.356984238935229,baseline,baseline
16,Norway,235972840.5355302,162635.992190224,1.4509263131590773,baseline,baseline
17,Paraguay,30892836.335783277,439.00000000000006,70.37092559403935,baseline,baseline
18,Poland,170834848.43694398,74000.0,2.3085790329316755,baseline,baseline
19,Romania,39454768.8355973,1000.0000000000001,39.45476883559729,baseline,baseline
20,Russian Federation,81219546.8478924,47422.718384664644,1.7126716817262175,baseline,baseline
21,Serbia,36129848.39504386,852.6826530996245,42.37197539284591,baseline,baseline
22,Slovakia,39237969.4547425,1000.0,39.2379694547425,baseline,baseline
23,Spain,196631876.74317628,104000.0,1.8906911225305412,baseline,baseline
24,Sweden,240339408.9344207,160595.41052539885,1.496552162656043,baseline,baseline
25,Switzerland,180559012.4834626,68235.10535007296,2.6461307791220334,baseline,baseline
26,Thailand,71029869.55820984,46935.60597471178,1.5133472357101276,baseline,baseline
27,Turkey,79796631.79561841,10000.0,7.979663179561841,baseline,baseline
28,USA,271124783.72961205,606000.0,0.4474006332171816,baseline,baseline
29,United Kingdom,206541888.8100102,143000.0,1.444348872797274,baseline,baseline
30,Uruguay,25674206.707454365,231.0,111.14375198032192,baseline,baseline
31,Viet Nam,60368846.08245531,5000.0,12.073769216491062,baseline,baseline
