From Region,To Region,Amount Transported,Remaining Storage
Brazil,China,0.008,241.8920172363605
Czechia,China,0.003,241.8910172363605
Romania,Germany,0.001,7.2222206936684925
Serbia,Germany,0.004,7.212220693668493
Slovakia,China,0.003,241.8930172363605
Turkey,Germany,0.1540000000000001,7.0652206936684925
Viet Nam,China,0.35200000000000026,241.5410172363605
