,country,type,recycling_m,scrap,year,Strategy type,collection_scenario,recovery_efficiency_scenario,li_content,contained_lithium,li_recovery_efficiency,recycled_lithium,primary_lithium_offset,primary_lithium_gap
0,China,LFP,Direct,125455.81663653815,2025,Strategy 2,high_collection,baseline,0.025,3136.3954159134537,0.7925,2485.593367111412,2485.593367111412,650.8020488020416
1,China,NCA,Direct,6981.783981648075,2025,Strategy 2,high_collection,baseline,0.025,174.54459954120188,0.7925,138.3265951364025,138.3265951364025,36.21800440479939
2,China,NMC111,Direct,51356.40182236491,2025,Strategy 2,high_collection,baseline,0.0375,1925.865068338684,0.7925,1526.2480666584072,1526.2480666584072,399.61700168027687
3,China,NMC523,Direct,12408.824697347725,2025,Strategy 2,high_collection,baseline,0.035,434.3088644071704,0.7925,344.1897750426825,344.1897750426825,90.11908936448788
4,China,NMC622,Direct,55087.16698320278,2025,Strategy 2,high_collection,baseline,0.0325,1790.3329269540902,0.7925,1418.8388446111164,1418.8388446111164,371.4940823429738
5,China,NMC811,Direct,26163.99352031217,2025,Strategy 2,high_collection,baseline,0.0275,719.5098218085847,0.7925,570.2115337833034,570.2115337833034,149.2982880252813
6,India,LFP,Direct,0.0,2025,Strategy 2,high_collection,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
7,India,NCA,Direct,761.8568264464371,2025,Strategy 2,high_collection,baseline,0.025,19.04642066116093,0.7925,15.094288373970036,15.094288373970036,3.952132287190894
8,India,NMC111,Direct,223.00163890257352,2025,Strategy 2,high_collection,baseline,0.0375,8.362561458846507,0.7925,6.627329956135856,6.627329956135856,1.7352315027106506
9,India,NMC523,Direct,253.77461393158634,2025,Strategy 2,high_collection,baseline,0.035,8.882111487605522,0.7925,7.039073353927376,7.039073353927376,1.8430381336781458
10,India,NMC622,Direct,119.16868662262655,2025,Strategy 2,high_collection,baseline,0.0325,3.872982315235363,0.7925,3.069338484824025,3.069338484824025,0.803643830411338
11,India,NMC811,Direct,84.9766911152867,2025,Strategy 2,high_collection,baseline,0.0275,2.336859005670384,0.7925,1.8519607619937795,1.8519607619937795,0.4848982436766047
12,Japan,LFP,Direct,4.00249837112873,2025,Strategy 2,high_collection,baseline,0.025,0.10006245927821825,0.7925,0.07929949897798796,0.07929949897798796,0.020762960300230282
13,Japan,NCA,Direct,25046.200321774144,2025,Strategy 2,high_collection,baseline,0.025,626.1550080443536,0.7925,496.22784387515026,496.22784387515026,129.92716416920337
14,Japan,NMC111,Direct,4073.2499280416955,2025,Strategy 2,high_collection,baseline,0.0375,152.74687230156357,0.7925,121.05189629898912,121.05189629898912,31.69497600257445
15,Japan,NMC523,Direct,4216.134846725376,2025,Strategy 2,high_collection,baseline,0.035,147.56471963538817,0.7925,116.94504031104512,116.94504031104512,30.619679324343053
16,Japan,NMC622,Direct,1769.3901286132584,2025,Strategy 2,high_collection,baseline,0.0325,57.5051791799309,0.7925,45.57285450009524,45.57285450009524,11.93232467983566
17,Japan,NMC811,Direct,1171.7934948250768,2025,Strategy 2,high_collection,baseline,0.0275,32.22432110768961,0.7925,25.537774477844017,25.537774477844017,6.686546629845594
18,Korea,LFP,Direct,138.27357186284937,2025,Strategy 2,high_collection,baseline,0.025,3.4568392965712342,0.7925,2.739545142532703,2.739545142532703,0.7172941540385311
19,Korea,NCA,Direct,82152.03004014477,2025,Strategy 2,high_collection,baseline,0.025,2053.8007510036196,0.7925,1627.6370951703684,1627.6370951703684,426.16365583325114
20,Korea,NMC111,Direct,33462.68255627427,2025,Strategy 2,high_collection,baseline,0.0375,1254.850595860285,0.7925,994.4690972192758,994.4690972192758,260.3814986410092
