From Region,To Region,Amount Transported,Remaining Storage
Brazil,China,0.008,241.65012499480196
Czechia,China,0.003,241.66512499480197
Romania,Germany,0.001,7.18994286129951
Serbia,Germany,0.004,7.18494286129951
Slovakia,China,0.003,241.66612499480195
Turkey,Germany,0.16000000000000011,7.02794286129951
Viet Nam,China,0.3760000000000003,241.28512499480195
