From Region,To Region,Amount Transported,Remaining Storage
Brazil,China,0.009000000000000001,240.84213999417818
Czechia,China,0.003,240.84813999417818
Romania,Germany,0.001,7.082096004655451
Serbia,Germany,0.005,7.076096004655452
Slovakia,China,0.003,240.85313999417818
Turkey,Germany,0.17900000000000013,6.899096004655451
Viet Nam,China,0.45700000000000035,240.39613999417818
