policy_scenario,source_iso3,destination_iso3,baseline_policy,comparison_policy,delta_route_value
reference_policy,BRA,CHN,15819.186853828192,18114.501224653013,2295.314370824821
reference_policy,CZE,KOR,3332.6631712826274,3661.351191743598,328.6880204609706
reference_policy,IND,CHN,5567.420917524386,4374.402149483445,-1193.0187680409408
reference_policy,LKA,CHN,8.083437933537716,0.0,-8.083437933537716
reference_policy,LKA,THA,4908.26662317711,4916.350061110648,8.083437933538335
reference_policy,ROM,CHN,6149.166196623458,6434.029147689633,284.8629510661749
reference_policy,SVK,KOR,61.684306366063346,301.73345157866925,240.0491452126059
reference_policy,TUR,KOR,171.94853400707595,1963.1823584032973,1791.2338243962213
reference_policy,VNM,CHN,294.9862606083271,181.8506529035668,-113.13560770476028
strict_policy,ABW,CHN,0.0166908448702421,0.0,-0.0166908448702421
strict_policy,ABW,KOR,0.0,0.0166908448702421,0.0166908448702421
strict_policy,AFG,CHN,0.002815460669770842,0.0,-0.002815460669770842
strict_policy,AFG,KOR,0.0,0.002815460669770842,0.002815460669770842
strict_policy,AGO,CHN,8.443114206997503,0.0,-8.443114206997503
strict_policy,AGO,KOR,0.0,8.443114206997503,8.443114206997503
strict_policy,ALB,CHN,606.2153432839142,0.0,-606.2153432839142
strict_policy,ALB,RUS,0.0,606.2153432839142,606.2153432839142
strict_policy,ARE,CHN,2.5289915876365265,0.0,-2.5289915876365265
strict_policy,ARE,KOR,0.0,2.5289915876365265,2.5289915876365265
strict_policy,ARG,KOR,0.0,110.65534517566579,110.65534517566579
strict_policy,ARG,RUS,110.65534517566579,0.0,-110.65534517566579
strict_policy,ARM,CHN,0.0292748440058437,0.0,-0.0292748440058437
strict_policy,ARM,KOR,0.0,0.0292748440058437,0.0292748440058437
strict_policy,AZE,CHN,81.00788826093466,0.0,-81.00788826093466
strict_policy,AZE,KOR,0.0,81.00788826093466,81.00788826093466
strict_policy,BDI,CHN,17.377693037752653,0.0,-17.377693037752653
strict_policy,BDI,KOR,0.0,17.377693037752653,17.377693037752653
strict_policy,BEN,CHN,421.71132686615306,0.0,-421.71132686615306
strict_policy,BEN,KOR,0.0,421.71132686615306,421.71132686615306
strict_policy,BFA,CHN,102.2171734151399,0.0,-102.2171734151399
strict_policy,BFA,KOR,0.0,102.2171734151399,102.2171734151399
strict_policy,BGD,CHN,0.059024719464911,0.0,-0.059024719464911
strict_policy,BGD,KOR,0.0,0.059024719464911,0.059024719464911
strict_policy,BGR,CHN,1553.5429178665281,0.0,-1553.5429178665281
strict_policy,BGR,RUS,0.0,1553.5429178665281,1553.5429178665281
strict_policy,BHR,CHN,0.073130460110717,0.0,-0.073130460110717
strict_policy,BHR,KOR,0.0,0.073130460110717,0.073130460110717
strict_policy,BHS,CHN,0.0004838491827304725,0.0,-0.0004838491827304725
strict_policy,BHS,KOR,0.0,0.0004838491827304725,0.0004838491827304725
strict_policy,BIH,CHN,12.389077630170128,0.0,-12.389077630170128
strict_policy,BIH,RUS,0.0,12.389077630170128,12.389077630170128
strict_policy,BMU,CHN,0.05915051965163,0.0,-0.05915051965163
strict_policy,BMU,KOR,0.0,0.05915051965163,0.05915051965163
strict_policy,BOL,CHN,117.53937154580498,0.0,-117.53937154580498
strict_policy,BOL,KOR,0.0,117.53937154580498,117.53937154580498
strict_policy,BRA,CHN,15819.186853828192,0.0,-15819.186853828192
strict_policy,BRA,KOR,0.0,18114.501224653013,18114.501224653013
strict_policy,BRN,CHN,0.640827761509266,0.0,-0.640827761509266
strict_policy,BRN,KOR,0.0,0.640827761509266,0.640827761509266
strict_policy,BWA,CHN,12.368387754723354,0.0,-12.368387754723354
strict_policy,BWA,THA,0.0,12.368387754723354,12.368387754723354
strict_policy,CHL,CHN,268.6212208640527,0.0,-268.6212208640527
strict_policy,CHL,KOR,0.0,268.6212208640527,268.6212208640527
strict_policy,CIV,CHN,11.394373798944988,0.0,-11.394373798944988
strict_policy,CIV,KOR,0.0,11.394373798944988,11.394373798944988
strict_policy,CMR,CHN,0.031369054198415736,0.0,-0.031369054198415736
strict_policy,CMR,KOR,0.0,0.031369054198415736,0.031369054198415736
strict_policy,COG,CHN,0.1011840135110332,0.0,-0.1011840135110332
strict_policy,COG,KOR,0.0,0.1011840135110332,0.1011840135110332
strict_policy,COL,CHN,151.0162341365482,0.0,-151.0162341365482
strict_policy,COL,KOR,0.0,151.0162341365482,151.0162341365482
strict_policy,COM,CHN,0.5974198569825581,0.0,-0.5974198569825581
strict_policy,COM,THA,0.0,0.5974198569825581,0.5974198569825581
strict_policy,CRI,CHN,49.7452941695742,0.0,-49.7452941695742
strict_policy,CRI,KOR,0.0,49.7452941695742,49.7452941695742
strict_policy,CYP,CHN,84.32382853775059,0.0,-84.32382853775059
strict_policy,CYP,KOR,0.0,84.32382853775059,84.32382853775059
strict_policy,CZE,KOR,3332.6631712826274,3442.2258447696177,109.5626734869902
strict_policy,DOM,CHN,175.8762890338592,0.0,-175.8762890338592
strict_policy,DOM,KOR,0.0,175.8762890338592,175.8762890338592
strict_policy,ECU,CHN,93.47594198011556,0.0,-93.47594198011556
strict_policy,ECU,KOR,0.0,93.47594198011556,93.47594198011556
strict_policy,EGY,CHN,1189.2085302795513,0.0,-1189.2085302795513
strict_policy,EGY,KOR,0.0,1189.2085302795513,1189.2085302795513
strict_policy,EST,CHN,76.52593728566242,0.0,-76.52593728566242
strict_policy,EST,KOR,0.0,76.52593728566242,76.52593728566242
strict_policy,ETH,CHN,36.15526770395405,0.0,-36.15526770395405
strict_policy,ETH,KOR,0.0,36.15526770395405,36.15526770395405
strict_policy,FJI,CHN,0.0028662840246841,0.0,-0.0028662840246841
strict_policy,FJI,KOR,0.0,0.0028662840246841,0.0028662840246841
strict_policy,GEO,CHN,3.696638493044604,0.0,-3.696638493044604
strict_policy,GEO,KOR,0.0,3.696638493044604,3.696638493044604
strict_policy,GHA,CHN,0.5388876061076029,0.0,-0.5388876061076029
strict_policy,GHA,KOR,0.0,0.5388876061076029,0.5388876061076029
strict_policy,GIN,CHN,0.0993461917984643,0.0,-0.0993461917984643
strict_policy,GIN,RUS,0.0,0.0993461917984643,0.0993461917984643
strict_policy,GRD,CHN,5.844420131817574,0.0,-5.844420131817574
strict_policy,GRD,KOR,0.0,5.844420131817574,5.844420131817574
strict_policy,GRL,CHN,0.036432941755227904,0.0,-0.036432941755227904
strict_policy,GRL,KOR,0.0,0.036432941755227904,0.036432941755227904
strict_policy,GTM,CHN,243.3200036854717,0.0,-243.3200036854717
strict_policy,GTM,KOR,0.0,243.3200036854717,243.3200036854717
strict_policy,GUY,CHN,56.36587076437152,0.0,-56.36587076437152
strict_policy,GUY,KOR,0.0,56.36587076437152,56.36587076437152
strict_policy,HND,CHN,21.153601893055306,0.0,-21.153601893055306
strict_policy,HND,KOR,0.0,21.153601893055306,21.153601893055306
strict_policy,IDN,KOR,0.0,1249.4365009652201,1249.4365009652201
strict_policy,IDN,THA,1249.4365009652201,0.0,-1249.4365009652201
strict_policy,IND,CHN,5567.420917524386,0.0,-5567.420917524386
strict_policy,IRN,CHN,1.2727035171962815,0.0,-1.2727035171962815
strict_policy,IRN,KOR,0.0,1.2727035171962815,1.2727035171962815
strict_policy,ISR,CHN,494.4476215524344,0.0,-494.4476215524344
strict_policy,ISR,KOR,0.0,494.4476215524344,494.4476215524344
strict_policy,JAM,CHN,0.1666010612569768,0.0,-0.1666010612569768
strict_policy,JAM,KOR,0.0,0.1666010612569768,0.1666010612569768
strict_policy,JOR,CHN,123.100449400519,0.0,-123.100449400519
strict_policy,JOR,KOR,0.0,123.100449400519,123.100449400519
