,country,type,recycling_m,scrap,year,Strategy type,collection_scenario,recovery_efficiency_scenario,li_content,contained_lithium,li_recovery_efficiency,recycled_lithium,primary_lithium_offset,primary_lithium_gap
38,France,NMC111,Direct,3916.6171161468424,2025,Strategy 2,baseline,baseline,0.0375,146.8731418555066,0.7925,116.39696492048897,116.39696492048897,30.47617693501762
39,France,NMC523,Direct,4291.354784539773,2025,Strategy 2,baseline,baseline,0.035,150.1974174588921,0.7925,119.03145333617198,119.03145333617198,31.165964122720112
40,France,NMC622,Direct,2009.1655234811196,2025,Strategy 2,baseline,baseline,0.0325,65.2978795131364,0.7925,51.74856951416059,51.74856951416059,13.5493099989758
41,France,NMC811,Direct,1053.960527354963,2025,Strategy 2,baseline,baseline,0.0275,28.983914502261484,0.7925,22.969752243042226,22.969752243042226,6.014162259219258
42,Germany,LFP,Direct,55.23966977312134,2025,Strategy 2,baseline,baseline,0.025,1.3809917443280337,0.7925,1.0944359573799667,1.0944359573799667,0.28655578694806705
43,Germany,NCA,Direct,15459.221297826401,2025,Strategy 2,baseline,baseline,0.025,386.48053244566006,0.7925,306.2858219631856,306.2858219631856,80.19471048247448
44,Germany,NMC111,Direct,9231.994208492595,2025,Strategy 2,baseline,baseline,0.0375,346.19978281847233,0.7925,274.36332788363933,274.36332788363933,71.836454934833
45,Germany,NMC523,Direct,10194.445127417632,2025,Strategy 2,baseline,baseline,0.035,356.80557945961715,0.7925,282.76842172174656,282.76842172174656,74.03715773787059
46,Germany,NMC622,Direct,4883.081821767806,2025,Strategy 2,baseline,baseline,0.0325,158.7001592074537,0.7925,125.76987617190706,125.76987617190706,32.93028303554665
47,Germany,NMC811,Direct,2711.6846104664455,2025,Strategy 2,baseline,baseline,0.0275,74.57132678782725,0.7925,59.097776479353094,59.097776479353094,15.473550308474152
48,Hungary,LFP,Direct,3.558678943538334,2025,Strategy 2,baseline,baseline,0.025,0.08896697358845836,0.7925,0.07050632656885325,0.07050632656885325,0.018460647019605106
49,Hungary,NCA,Direct,1032.5660483784525,2025,Strategy 2,baseline,baseline,0.025,25.814151209461315,0.7925,20.45771483349809,20.45771483349809,5.356436375963224
50,Hungary,NMC111,Direct,650.1080666820889,2025,Strategy 2,baseline,baseline,0.0375,24.379052500578332,0.7925,19.32039910670833,19.32039910670833,5.058653393870003
51,Hungary,NMC523,Direct,696.7322513092877,2025,Strategy 2,baseline,baseline,0.035,24.38562879582507,0.7925,19.325610820691367,19.325610820691367,5.060017975133704
52,Hungary,NMC622,Direct,323.4597585897984,2025,Strategy 2,baseline,baseline,0.0325,10.512442154168449,0.7925,8.331110407178496,8.331110407178496,2.1813317469899527
53,Hungary,NMC811,Direct,165.21061288543459,2025,Strategy 2,baseline,baseline,0.0275,4.543291854349451,0.7925,3.6005587945719397,3.6005587945719397,0.942733059777511
54,Italy,LFP,Direct,11.329176864901537,2025,Strategy 2,baseline,baseline,0.025,0.28322942162253845,0.7925,0.22445931663586172,0.22445931663586172,0.05877010498667673
55,Italy,NCA,Direct,3423.8922152020805,2025,Strategy 2,baseline,baseline,0.025,85.59730538005202,0.7925,67.83586451369122,67.83586451369122,17.7614408663608
56,Italy,NMC111,Direct,1994.3712975032963,2025,Strategy 2,baseline,baseline,0.0375,74.78892365637361,0.7925,59.27022199767609,59.27022199767609,15.518701658697523
57,Italy,NMC523,Direct,2212.4181586389036,2025,Strategy 2,baseline,baseline,0.035,77.43463555236163,0.7925,61.36694867524659,61.36694867524659,16.067686877115037
58,Italy,NMC622,Direct,1075.9191381992339,2025,Strategy 2,baseline,baseline,0.0325,34.967371991475105,0.7925,27.71164230324402,27.71164230324402,7.255729688231085
59,Italy,NMC811,Direct,625.9535850486773,2025,Strategy 2,baseline,baseline,0.0275,17.213723588838626,0.7925,13.641875944154611,13.641875944154611,3.5718476446840146
60,Poland,LFP,Direct,1.8807295630784824,2025,Strategy 2,baseline,baseline,0.025,0.047018239076962065,0.7925,0.03726195446849243,0.03726195446849243,0.009756284608469633
61,Poland,NCA,Direct,1032.9845754664257,2025,Strategy 2,baseline,baseline,0.025,25.82461438666064,0.7925,20.466006901428557,20.466006901428557,5.358607485232085
62,Poland,NMC111,Direct,544.7444577176125,2025,Strategy 2,baseline,baseline,0.0375,20.427917164410466,0.7925,16.189124352795293,16.189124352795293,4.238792811615173
63,Poland,NMC523,Direct,547.7551883000091,2025,Strategy 2,baseline,baseline,0.035,19.17143159050032,0.7925,15.193359535471503,15.193359535471503,3.9780720550288162
64,Poland,NMC622,Direct,249.78840571184207,2025,Strategy 2,baseline,baseline,0.0325,8.118123185634868,0.7925,6.433612624615633,6.433612624615633,1.684510561019235
65,Poland,NMC811,Direct,131.83010637316434,2025,Strategy 2,baseline,baseline,0.0275,3.6253279252620194,0.7925,2.87307238077015,2.87307238077015,0.7522555444918693
66,Slovakia,LFP,Direct,1.1747698613954014,2025,Strategy 2,baseline,baseline,0.025,0.029369246534885037,0.7925,0.023275127878896393,0.023275127878896393,0.006094118655988644
67,Slovakia,NCA,Direct,341.8271923366457,2025,Strategy 2,baseline,baseline,0.025,8.545679808416143,0.7925,6.772451248169793,6.772451248169793,1.7732285602463493
68,Slovakia,NMC111,Direct,213.28680118066768,2025,Strategy 2,baseline,baseline,0.0375,7.998255044275037,0.7925,6.338617122587967,6.338617122587967,1.6596379216870707
69,Slovakia,NMC523,Direct,229.66472591488179,2025,Strategy 2,baseline,baseline,0.035,8.038265407020864,0.7925,6.3703253350640345,6.3703253350640345,1.6679400719568296
70,Slovakia,NMC622,Direct,107.24153646992822,2025,Strategy 2,baseline,baseline,0.0325,3.485349935272667,0.7925,2.762139823703589,2.762139823703589,0.7232101115690783
71,Slovakia,NMC811,Direct,55.56441896042415,2025,Strategy 2,baseline,baseline,0.0275,1.5280215214116641,0.7925,1.210957055718744,1.210957055718744,0.31706446569292024
72,Spain,LFP,Direct,9.50266674656808,2025,Strategy 2,baseline,baseline,0.025,0.237566668664202,0.7925,0.18827158491638007,0.18827158491638007,0.04929508374782193
73,Spain,NCA,Direct,3385.3856174580874,2025,Strategy 2,baseline,baseline,0.025,84.63464043645219,0.7925,67.07295254588836,67.07295254588836,17.56168789056383
74,Spain,NMC111,Direct,1933.8703035147068,2025,Strategy 2,baseline,baseline,0.0375,72.5201363818015,0.7925,57.472208082577694,57.472208082577694,15.047928299223813
75,Spain,NMC523,Direct,2059.689148883048,2025,Strategy 2,baseline,baseline,0.035,72.08912021090669,0.7925,57.130627767143544,57.130627767143544,14.958492443763141
76,Spain,NMC622,Direct,960.5726438026425,2025,Strategy 2,baseline,baseline,0.0325,31.21861092358588,0.7925,24.74074915694181,24.74074915694181,6.477861766644072
77,Spain,NMC811,Direct,492.22923370115666,2025,Strategy 2,baseline,baseline,0.0275,13.536303926781809,0.7925,10.727520861974583,10.727520861974583,2.8087830648072263
78,Sweden,LFP,Direct,10.289167017389973,2025,Strategy 2,baseline,baseline,0.025,0.2572291754347493,0.7925,0.20385412153203883,0.20385412153203883,0.053375053902710495
79,Sweden,NCA,Direct,2753.019953051057,2025,Strategy 2,baseline,baseline,0.025,68.82549882627643,0.7925,54.54420781982407,54.54420781982407,14.281291006452363
80,Sweden,NMC111,Direct,1696.9053573182862,2025,Strategy 2,baseline,baseline,0.0375,63.63395089943573,0.7925,50.42990608780281,50.42990608780281,13.204044811632919
81,Sweden,NMC523,Direct,1854.413016482838,2025,Strategy 2,baseline,baseline,0.035,64.90445557689934,0.7925,51.43678104469272,51.43678104469272,13.467674532206615
82,Sweden,NMC622,Direct,871.0897415053737,2025,Strategy 2,baseline,baseline,0.0325,28.310416598924647,0.7925,22.43600515464778,22.43600515464778,5.874411444276866
83,Sweden,NMC811,Direct,445.0449045395958,2025,Strategy 2,baseline,baseline,0.0275,12.238734874838885,0.7925,9.699197388309816,9.699197388309816,2.5395374865290687
84,United Kingdom,LFP,Direct,0.1993838141833355,2025,Strategy 2,baseline,baseline,0.025,0.004984595354583388,0.7925,0.0039502918185073356,0.0039502918185073356,0.0010343035360760528
85,United Kingdom,NCA,Direct,6882.122791487665,2025,Strategy 2,baseline,baseline,0.025,172.05306978719165,0.7925,136.35205780634936,136.35205780634936,35.70101198084228
86,United Kingdom,NMC111,Direct,2126.894090789615,2025,Strategy 2,baseline,baseline,0.0375,79.75852840461056,0.7925,63.20863376065387,63.20863376065387,16.54989464395669
87,United Kingdom,NMC523,Direct,2320.3562107860216,2025,Strategy 2,baseline,baseline,0.035,81.21246737751076,0.7925,64.36088039667727,64.36088039667727,16.85158698083349
88,United Kingdom,NMC622,Direct,1078.325189187137,2025,Strategy 2,baseline,baseline,0.0325,35.045568648581956,0.7925,27.7736131540012,27.7736131540012,7.271955494580755
89,United Kingdom,NMC811,Direct,724.0708155734615,2025,Strategy 2,baseline,baseline,0.0275,19.91194742827019,0.7925,15.780218336904124,15.780218336904124,4.131729091366065
90,Norway,LFP,Direct,0.0,2025,Strategy 2,baseline,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
91,Norway,NCA,Direct,3567.5771683651333,2025,Strategy 2,baseline,baseline,0.025,89.18942920912833,0.7925,70.6826226482342,70.6826226482342,18.506806560894134
92,Norway,NMC111,Direct,1332.667658841626,2025,Strategy 2,baseline,baseline,0.0375,49.97503720656098,0.7925,39.60521698619957,39.60521698619957,10.369820220361404
93,Norway,NMC523,Direct,1286.279826038431,2025,Strategy 2,baseline,baseline,0.035,45.01979391134509,0.7925,35.678186674740985,35.678186674740985,9.341607236604105
94,Norway,NMC622,Direct,554.6044876972554,2025,Strategy 2,baseline,baseline,0.0325,18.024645850160802,0.7925,14.284531836252436,14.284531836252436,3.740114013908366
95,Norway,NMC811,Direct,299.0523312352725,2025,Strategy 2,baseline,baseline,0.0275,8.223939108969994,0.7925,6.51747174385872,6.51747174385872,1.7064673651112736
96,Russian Federation,LFP,Direct,0.0,2025,Strategy 2,baseline,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
97,Russian Federation,NCA,Direct,809.6487120650764,2025,Strategy 2,baseline,baseline,0.025,20.241217801626913,0.7925,16.04116510778933,16.04116510778933,4.200052693837584
98,Russian Federation,NMC111,Direct,344.21873240474434,2025,Strategy 2,baseline,baseline,0.0375,12.908202465177913,0.7925,10.229750453653496,10.229750453653496,2.678452011524417
99,Russian Federation,NMC523,Direct,324.2364442771801,2025,Strategy 2,baseline,baseline,0.035,11.348275549701304,0.7925,8.993508373138283,8.993508373138283,2.354767176563021
100,Russian Federation,NMC622,Direct,132.88581447267495,2025,Strategy 2,baseline,baseline,0.0325,4.318788970361936,0.7925,3.4226402590118346,3.4226402590118346,0.8961487113501017
101,Russian Federation,NMC811,Direct,59.710301235602365,2025,Strategy 2,baseline,baseline,0.0275,1.642033283979065,0.7925,1.301311377553409,1.301311377553409,0.3407219064256559
102,Serbia,LFP,Direct,0.1664368730650421,2025,Strategy 2,baseline,baseline,0.025,0.004160921826626053,0.7925,0.003297530547601147,0.003297530547601147,0.0008633912790249059
103,Serbia,NCA,Direct,94.46428794691244,2025,Strategy 2,baseline,baseline,0.025,2.361607198672811,0.7925,1.8715737049482026,1.8715737049482026,0.49003349372460825
104,Serbia,NMC111,Direct,48.47790457557834,2025,Strategy 2,baseline,baseline,0.0375,1.8179214215841877,0.7925,1.4407027266054686,1.4407027266054686,0.37721869497871907
105,Serbia,NMC523,Direct,48.90839861422957,2025,Strategy 2,baseline,baseline,0.035,1.7117939514980351,0.7925,1.3565967065621929,1.3565967065621929,0.35519724493584226
106,Serbia,NMC622,Direct,22.656022272481028,2025,Strategy 2,baseline,baseline,0.0325,0.7363207238556334,0.7925,0.5835341736555895,0.5835341736555895,0.15278655020004395
107,Serbia,NMC811,Direct,12.695127353363253,2025,Strategy 2,baseline,baseline,0.0275,0.34911600221748945,0.7925,0.2766744317573604,0.2766744317573604,0.07244157046012906
108,Turkey,LFP,Direct,0.01114214849567433,2025,Strategy 2,baseline,baseline,0.025,0.0002785537123918583,0.7925,0.0002207538170705477,0.0002207538170705477,5.7799895321310614e-05
109,Turkey,NCA,Direct,3424.1643397098223,2025,Strategy 2,baseline,baseline,0.025,85.60410849274557,0.7925,67.84125598050086,67.84125598050086,17.762852512244706
110,Turkey,NMC111,Direct,1225.2174691447995,2025,Strategy 2,baseline,baseline,0.0375,45.945655092929975,0.7925,36.411931661147,36.411931661147,9.533723431782974
111,Turkey,NMC523,Direct,1220.0758754518479,2025,Strategy 2,baseline,baseline,0.035,42.70265564081468,0.7925,33.84185459534564,33.84185459534564,8.860801045469046
112,Turkey,NMC622,Direct,535.0824532378103,2025,Strategy 2,baseline,baseline,0.0325,17.390179730228837,0.7925,13.781717436206353,13.781717436206353,3.608462294022484
113,Turkey,NMC811,Direct,287.45475351753475,2025,Strategy 2,baseline,baseline,0.0275,7.905005721732206,0.7925,6.264717034472773,6.264717034472773,1.6402886872594324
114,USA,LFP,Direct,6.6395462854765785,2025,Strategy 2,baseline,baseline,0.025,0.16598865713691446,0.7925,0.1315460107810047,0.1315460107810047,0.03444264635590977
115,USA,NCA,Direct,35864.678162451564,2025,Strategy 2,baseline,baseline,0.025,896.6169540612891,0.7925,710.5689360935716,710.5689360935716,186.04801796771756
116,USA,NMC111,Direct,4308.112855525562,2025,Strategy 2,baseline,baseline,0.0375,161.55423208220856,0.7925,128.03172892515028,128.03172892515028,33.52250315705828
117,USA,NMC523,Direct,4672.220972140816,2025,Strategy 2,baseline,baseline,0.035,163.52773402492858,0.7925,129.5957292147559,129.5957292147559,33.932004810172685
118,USA,NMC622,Direct,2004.8509647010544,2025,Strategy 2,baseline,baseline,0.0325,65.15765635278427,0.7925,51.63744265958154,51.63744265958154,13.520213693202734
119,USA,NMC811,Direct,1513.2011166694183,2025,Strategy 2,baseline,baseline,0.0275,41.613030708409006,0.7925,32.97832683641413,32.97832683641413,8.634703871994873
120,Canada,LFP,Direct,0.0,2025,Strategy 2,baseline,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
121,Canada,NCA,Direct,2509.1204906594057,2025,Strategy 2,baseline,baseline,0.025,62.728012266485145,0.7925,49.71194972118948,49.71194972118948,13.016062545295668
122,Canada,NMC111,Direct,804.6746220290152,2025,Strategy 2,baseline,baseline,0.0375,30.17529832608807,0.7925,23.913923923424793,23.913923923424793,6.261374402663275
123,Canada,NMC523,Direct,852.0896979958426,2025,Strategy 2,baseline,baseline,0.035,29.823139429854493,0.7925,23.634837998159686,23.634837998159686,6.188301431694807
124,Canada,NMC622,Direct,388.45440378795,2025,Strategy 2,baseline,baseline,0.0325,12.624768123108376,0.7925,10.005128737563387,10.005128737563387,2.619639385544989
125,Canada,NMC811,Direct,233.1204498594319,2025,Strategy 2,baseline,baseline,0.0275,6.4108123711343765,0.7925,5.080568804123994,5.080568804123994,1.330243567010383
126,Brazil,LFP,Direct,0.0,2025,Strategy 2,baseline,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
127,Brazil,NCA,Direct,1671.7390459252383,2025,Strategy 2,baseline,baseline,0.025,41.793476148130964,0.7925,33.12132984739379,33.12132984739379,8.672146300737175
128,Brazil,NMC111,Direct,619.576516386403,2025,Strategy 2,baseline,baseline,0.0375,23.234119364490113,0.7925,18.413039596358413,18.413039596358413,4.8210797681317
129,Brazil,NMC523,Direct,606.4777129837089,2025,Strategy 2,baseline,baseline,0.035,21.226719954429814,0.7925,16.822175563885626,16.822175563885626,4.404544390544189
130,Brazil,NMC622,Direct,268.6027298731852,2025,Strategy 2,baseline,baseline,0.0325,8.72958872087852,0.7925,6.918199061296226,6.918199061296226,1.811389659582293
131,Brazil,NMC811,Direct,156.41306916096693,2025,Strategy 2,baseline,baseline,0.0275,4.30135940192659,0.7925,3.408827326026823,3.408827326026823,0.8925320758997675
132,Australia,LFP,Direct,0.0,2025,Strategy 2,baseline,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
133,Australia,NCA,Direct,863.955429789514,2025,Strategy 2,baseline,baseline,0.025,21.598885744737853,0.7925,17.117116952704748,17.117116952704748,4.481768792033105
134,Australia,NMC111,Direct,276.99379222316037,2025,Strategy 2,baseline,baseline,0.0375,10.387267208368513,0.7925,8.231909262632046,8.231909262632046,2.1553579457364673
135,Australia,NMC523,Direct,293.3977069013265,2025,Strategy 2,baseline,baseline,0.035,10.268919741546428,0.7925,8.138118895175545,8.138118895175545,2.1308008463708834
136,Australia,NMC622,Direct,133.92445506269001,2025,Strategy 2,baseline,baseline,0.0325,4.352544789537426,0.7925,3.4493917457084096,3.4493917457084096,0.9031530438290161
137,Australia,NMC811,Direct,80.12768801979328,2025,Strategy 2,baseline,baseline,0.0275,2.203511420544315,0.7925,1.7462828007813698,1.7462828007813698,0.4572286197629454
138,Czechia,LFP,Direct,0.1755724647314302,2025,Strategy 2,baseline,baseline,0.025,0.004389311618285755,0.7925,0.0034785294574914607,0.0034785294574914607,0.0009107821607942943
139,Czechia,NCA,Direct,51.992541478817856,2025,Strategy 2,baseline,baseline,0.025,1.2998135369704464,0.7925,1.0301022280490788,1.0301022280490788,0.26971130892136763
140,Czechia,NMC111,Direct,30.96583673390766,2025,Strategy 2,baseline,baseline,0.0375,1.1612188775215373,0.7925,0.9202659604358183,0.9202659604358183,0.24095291708571898
141,Czechia,NMC523,Direct,34.22982021856141,2025,Strategy 2,baseline,baseline,0.035,1.1980437076496493,0.7925,0.9494496383123471,0.9494496383123471,0.24859406933730221
142,Czechia,NMC622,Direct,16.459322740665442,2025,Strategy 2,baseline,baseline,0.0325,0.5349279890716269,0.7925,0.4239304313392643,0.4239304313392643,0.11099755773236258
143,Czechia,NMC811,Direct,9.084475279986512,2025,Strategy 2,baseline,baseline,0.0275,0.24982307019962907,0.7925,0.19798478313320603,0.19798478313320603,0.051838287066423044
144,Netherlands,LFP,Direct,8.30019227824699,2025,Strategy 2,baseline,baseline,0.025,0.2075048069561748,0.7925,0.16444755951276852,0.16444755951276852,0.04305724744340628
145,Netherlands,NCA,Direct,2482.4485456857005,2025,Strategy 2,baseline,baseline,0.025,62.06121364214252,0.7925,49.18351181139794,49.18351181139794,12.877701830744577
146,Netherlands,NMC111,Direct,1500.7619938313846,2025,Strategy 2,baseline,baseline,0.0375,56.278574768676926,0.7925,44.60077050417646,44.60077050417646,11.677804264500466
147,Netherlands,NMC523,Direct,1736.5555377448386,2025,Strategy 2,baseline,baseline,0.035,60.77944382106936,0.7925,48.16770922819747,48.16770922819747,12.61173459287189
148,Netherlands,NMC622,Direct,813.1222274085799,2025,Strategy 2,baseline,baseline,0.0325,26.426472390778848,0.7925,20.942979369692235,20.942979369692235,5.483493021086613
149,Netherlands,NMC811,Direct,366.6927115374482,2025,Strategy 2,baseline,baseline,0.0275,10.084049567279825,0.7925,7.991609282069262,7.991609282069262,2.0924402852105635
150,Belgium,LFP,Direct,5.008388100537255,2025,Strategy 2,baseline,baseline,0.025,0.1252097025134314,0.7925,0.09922868924189437,0.09922868924189437,0.025981013271537012
151,Belgium,NCA,Direct,1513.5152570626942,2025,Strategy 2,baseline,baseline,0.025,37.83788142656736,0.7925,29.98652103055463,29.98652103055463,7.851360396012726
152,Belgium,NMC111,Direct,953.2079218700661,2025,Strategy 2,baseline,baseline,0.0375,35.74529707012748,0.7925,28.328147928076024,28.328147928076024,7.4171491420514535
153,Belgium,NMC523,Direct,1015.6174249865619,2025,Strategy 2,baseline,baseline,0.035,35.54660987452967,0.7925,28.170688325564765,28.170688325564765,7.375921548964907
154,Belgium,NMC622,Direct,469.4597264005909,2025,Strategy 2,baseline,baseline,0.0325,15.257441108019204,0.7925,12.09152207810522,12.09152207810522,3.1659190299139848
155,Belgium,NMC811,Direct,240.37365205314975,2025,Strategy 2,baseline,baseline,0.0275,6.610275431461618,0.7925,5.238643279433332,5.238643279433332,1.371632152028286
156,Finland,LFP,Direct,1.793474197271088,2025,Strategy 2,baseline,baseline,0.025,0.0448368549317772,0.7925,0.03553320753343343,0.03553320753343343,0.009303647398343773
157,Finland,NCA,Direct,511.2993345564321,2025,Strategy 2,baseline,baseline,0.025,12.782483363910803,0.7925,10.13011806589931,10.13011806589931,2.6523652980114925
158,Finland,NMC111,Direct,321.60604890266734,2025,Strategy 2,baseline,baseline,0.0375,12.060226833850026,0.7925,9.557729765826146,9.557729765826146,2.50249706802388
159,Finland,NMC523,Direct,347.1242024311871,2025,Strategy 2,baseline,baseline,0.035,12.149347085091549,0.7925,9.628357564935053,9.628357564935053,2.520989520156496
160,Finland,NMC622,Direct,161.6971778790369,2025,Strategy 2,baseline,baseline,0.0325,5.2551582810687,0.7925,4.164712937746945,4.164712937746945,1.090445343321755
161,Finland,NMC811,Direct,80.81824278659975,2025,Strategy 2,baseline,baseline,0.0275,2.2225016766314933,0.7925,1.7613325787304583,1.7613325787304583,0.461169097901035
162,Switzerland,LFP,Direct,0.0,2025,Strategy 2,baseline,baseline,0.025,0.0,0.7925,0.0,0.0,0.0
163,Switzerland,NCA,Direct,1164.6120791717065,2025,Strategy 2,baseline,baseline,0.025,29.115301979292664,0.7925,23.073876818589437,23.073876818589437,6.041425160703227
164,Switzerland,NMC111,Direct,351.39180984718655,2025,Strategy 2,baseline,baseline,0.0375,13.177192869269495,0.7925,10.442925348896075,10.442925348896075,2.73426752037342
165,Switzerland,NMC523,Direct,388.53370340718345,2025,Strategy 2,baseline,baseline,0.035,13.598679619251422,0.7925,10.776953598256751,10.776953598256751,2.821726020994671
166,Switzerland,NMC622,Direct,181.35737976113967,2025,Strategy 2,baseline,baseline,0.0325,5.894114842237039,0.7925,4.671086012472854,4.671086012472854,1.2230288297641856
