,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Australia,64578646.175826445,5346.100790431157,12.079578875769428,baseline,baseline
1,Belgium,80215321.068316,8000.0,10.0269151335395,baseline,baseline
2,Brazil,76049923.18982172,10000.0,7.604992318982172,baseline,baseline
3,Canada,89795329.99923281,15770.411715487859,5.693911587041594,baseline,baseline
4,China,96623582.5534778,313690.84071772505,0.30802168891002013,baseline,baseline
5,Czechia,35610248.218995176,763.7831610136666,46.62350525211172,baseline,baseline
6,Finland,61914479.173405334,3803.5888207142248,16.277910702708198,baseline,baseline
7,France,166314265.49250793,58334.663103842875,2.8510367017368057,baseline,baseline
8,Germany,230804692.12273264,142700.68813798807,1.6174041984965775,baseline,baseline
9,Hungary,99053549.50077541,15380.657552827495,6.440137501310271,baseline,baseline
10,India,63471583.9682268,9954.863228078086,6.375937319681368,baseline,baseline
11,Italy,168634942.53337383,65392.1417469621,2.578825804267346,baseline,baseline
12,Japan,62117702.568925284,5447.717113984044,11.40251985725763,baseline,baseline
13,Korea,77507430.2987384,17674.275183061807,4.38532440487392,baseline,baseline
14,Netherlands,106880786.17942141,17209.23967328867,6.210662888571218,baseline,baseline
15,Norway,109347334.1341461,19286.32288091454,5.669682852937955,baseline,baseline
16,Poland,88465445.75470774,10925.989393170794,8.096790374883797,baseline,baseline
17,Romania,36084470.46377255,822.2713490654338,43.883896118702125,baseline,baseline
18,Russian Federation,58766755.10202595,3432.668397151868,17.119846225398742,baseline,baseline
19,Serbia,38696130.34390604,944.889362662014,40.95308072353398,baseline,baseline
20,Slovakia,38816326.89558841,969.7961733534531,40.02524237785517,baseline,baseline
21,Spain,130333879.15220307,32411.976622422328,4.0211641724447995,baseline,baseline
22,Sweden,107541445.06536613,17418.333956481718,6.174037386930899,baseline,baseline
23,Switzerland,72820064.6709895,6865.700032470053,10.606356864791723,baseline,baseline
24,Thailand,69829085.93107884,37508.40219350992,1.861691830295063,baseline,baseline
25,Turkey,73262675.58607504,7750.541823478768,9.452587606732205,baseline,baseline
26,USA,172651813.3461719,140186.52417813044,1.231586376496423,baseline,baseline
27,United Kingdom,148751286.88572255,51861.87660887782,2.868220292288054,baseline,baseline
28,Viet Nam,59313537.549586475,4000.0000000000005,14.828384387396616,baseline,baseline
