draw_id,policy_scenario,target_region,scope,direct_share_threshold_pct,direct_entry_target_share_pct_2030,direct_entry_target_share_pct_2040,direct_entry_target_share_pct_2050,direct_entry_target_share_pct_delta_2030_2040,direct_entry_target_share_pct_ratio_2030_2040,direct_entry_target_share_pct_cagr_2030_2040_pct,direct_entry_target_share_pct_delta_2040_2050,direct_entry_target_share_pct_ratio_2040_2050,direct_entry_target_share_pct_cagr_2040_2050_pct,direct_entry_target_share_pct_delta_2030_2050,direct_entry_target_share_pct_ratio_2030_2050,direct_entry_target_share_pct_cagr_2030_2050_pct,entry_target_share_pct_point_delta_vs_reference_2030,entry_target_share_pct_point_delta_vs_reference_2040,entry_target_share_pct_point_delta_vs_reference_2050,entry_target_share_pct_point_delta_vs_reference_delta_2030_2040,entry_target_share_pct_point_delta_vs_reference_ratio_2030_2040,entry_target_share_pct_point_delta_vs_reference_cagr_2030_2040_pct,entry_target_share_pct_point_delta_vs_reference_delta_2040_2050,entry_target_share_pct_point_delta_vs_reference_ratio_2040_2050,entry_target_share_pct_point_delta_vs_reference_cagr_2040_2050_pct,entry_target_share_pct_point_delta_vs_reference_delta_2030_2050,entry_target_share_pct_point_delta_vs_reference_ratio_2030_2050,entry_target_share_pct_point_delta_vs_reference_cagr_2030_2050_pct,direct_share_at_95pct_target_pct_2030,direct_share_at_95pct_target_pct_2040,direct_share_at_95pct_target_pct_2050,direct_share_at_95pct_target_pct_delta_2030_2040,direct_share_at_95pct_target_pct_ratio_2030_2040,direct_share_at_95pct_target_pct_cagr_2030_2040_pct,direct_share_at_95pct_target_pct_delta_2040_2050,direct_share_at_95pct_target_pct_ratio_2040_2050,direct_share_at_95pct_target_pct_cagr_2040_2050_pct,direct_share_at_95pct_target_pct_delta_2030_2050,direct_share_at_95pct_target_pct_ratio_2030_2050,direct_share_at_95pct_target_pct_cagr_2030_2050_pct,direct_share_at_100pct_target_pct_2030,direct_share_at_100pct_target_pct_2040,direct_share_at_100pct_target_pct_2050,direct_share_at_100pct_target_pct_delta_2030_2040,direct_share_at_100pct_target_pct_ratio_2030_2040,direct_share_at_100pct_target_pct_cagr_2030_2040_pct,direct_share_at_100pct_target_pct_delta_2040_2050,direct_share_at_100pct_target_pct_ratio_2040_2050,direct_share_at_100pct_target_pct_cagr_2040_2050_pct,direct_share_at_100pct_target_pct_delta_2030_2050,direct_share_at_100pct_target_pct_ratio_2030_2050,direct_share_at_100pct_target_pct_cagr_2030_2050_pct
0,critical_route_policy,China,global,5.0,99.0,99.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,48.86677721409336,53.99412809306817,27.077015182798664,5.127350878974809,1.10492508758069,1.00276976193987,-26.917112910269505,0.5014807376114448,-6.669106060090801,-21.789762031294696,0.5540986479253548,-2.908914970072163
0,critical_route_policy,China,global,20.0,99.0,99.0,100.0,0.0,1.0,0.0,1.0,1.0101010101010102,0.10055388008427535,1.0,1.0101010101010102,0.05026430753907185,0.0,0.0,1.0000000000000009,0.0,,,1.0000000000000009,,,1.0000000000000009,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,48.86677721409336,53.99412809306817,27.077015182798664,5.127350878974809,1.10492508758069,1.00276976193987,-26.917112910269505,0.5014807376114448,-6.669106060090801,-21.789762031294696,0.5540986479253548,-2.908914970072163
0,critical_route_policy,China,global,50.0,,100.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,48.86677721409336,53.99412809306817,27.077015182798664,5.127350878974809,1.10492508758069,1.00276976193987,-26.917112910269505,0.5014807376114448,-6.669106060090801,-21.789762031294696,0.5540986479253548,-2.908914970072163
0,critical_route_policy,China,target_region,5.0,99.0,99.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,99.99524999525218,0.0,1.0,0.0,-0.004750004747819503,0.9999524999525218,-0.00047501062823140927,-0.004750004747819503,0.9999524999525218,-0.0002375055961567618
0,critical_route_policy,China,target_region,20.0,99.0,99.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,99.99524999525218,0.0,1.0,0.0,-0.004750004747819503,0.9999524999525218,-0.00047501062823140927,-0.004750004747819503,0.9999524999525218,-0.0002375055961567618
0,critical_route_policy,China,target_region,50.0,99.0,99.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,100.0,100.0,99.99524999525218,0.0,1.0,0.0,-0.004750004747819503,0.9999524999525218,-0.00047501062823140927,-0.004750004747819503,0.9999524999525218,-0.0002375055961567618
0,critical_route_policy,European Union,global,5.0,99.0,99.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,29.33256162636343,20.9845219795618,46.15677290802543,-8.348039646801627,0.7154002520087233,-3.2936685014711364,25.17225092846363,2.1995627516786196,8.20158824841557,16.824211281662002,1.5735677468598852,2.292612938660432
0,critical_route_policy,European Union,global,20.0,100.0,100.0,99.0,0.0,1.0,0.0,-1.0,0.99,-0.10045287082499632,-1.0,0.99,-0.05023905522584249,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,29.33256162636343,20.9845219795618,46.15677290802543,-8.348039646801627,0.7154002520087233,-3.2936685014711364,25.17225092846363,2.1995627516786196,8.20158824841557,16.824211281662002,1.5735677468598852,2.292612938660432
0,critical_route_policy,European Union,global,50.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,29.33256162636343,20.9845219795618,46.15677290802543,-8.348039646801627,0.7154002520087233,-3.2936685014711364,25.17225092846363,2.1995627516786196,8.20158824841557,16.824211281662002,1.5735677468598852,2.292612938660432
0,critical_route_policy,European Union,target_region,5.0,99.0,99.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,99.99524999525477,99.99049998573857,99.99049998574286,-0.004750009516200748,0.999952497648474,-0.00047503366970014227,4.291678123991005e-12,1.0000000000000429,4.218847493575595e-13,-0.00475000951190907,0.999952497648517,-0.0002375171167079415
