,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Angola,55105266.22543909,1524.6995560939015,36.14172117070212,baseline,baseline
1,Argentina,125895010.64892913,16727.1417928611,7.52639107194388,baseline,baseline
2,Aruba,1293742.5094201446,0.453725624216633,2851.37633928835,baseline,baseline
3,Australia,300572688.6945733,108460.60288694478,2.7712614598674037,baseline,baseline
4,Belgium,231114498.3133294,46618.46559085358,4.957574115409613,baseline,baseline
5,Benin,27276394.50834313,207.2973132254028,131.58103249840195,baseline,baseline
6,Bermuda,5633049.5030434895,2.8750709499887632,1959.2732148281439,baseline,baseline
7,Bolivia (Plurinational State of),145087575.8262146,25357.123609767896,5.7217678968258445,baseline,baseline
8,Botswana,58241533.15524365,1783.8510860473173,32.649324604945626,baseline,baseline
9,Brazil,532674670.1200978,1147794.8637411187,0.4640852533386496,baseline,baseline
10,Burkina Faso,164927301.51228708,34202.839004809124,4.822035430716652,baseline,baseline
11,C?te d'Ivoire,61934621.49747344,2123.9645125365946,29.159913516401723,baseline,baseline
12,Cabo Verde,26223792.959545903,185.39483749494576,141.44834513129751,baseline,baseline
13,Cameroon,4709035.2073561065,1.8935377922352383,2486.8979254949527,baseline,baseline
14,Canada,589702996.569197,1213759.5732158513,0.4858482763656243,baseline,baseline
15,Chile,215690736.14085555,81077.16312148675,2.6603142961189037,baseline,baseline
16,China,271313938.55395293,15653704.211240921,0.017332251516489143,baseline,baseline
17,Colombia,149788868.8503608,27842.47582314632,5.379868866612668,baseline,baseline
18,Congo,6662763.328067364,6.002362246666032,1110.0235297808204,baseline,baseline
19,Costa Rica,102700910.94253507,9209.2436729191,11.151937617259447,baseline,baseline
20,Czechia,152428744.18395275,18480.754374102424,8.247971976596109,baseline,baseline
21,Dominican Rep.,171780195.7646504,41600.804608329294,4.129251762843468,baseline,baseline
22,Ecuador,140594218.85475752,23123.392915531,6.080172549432673,baseline,baseline
23,Eswatini,28943195.379703566,245.2955101874038,117.99317222557885,baseline,baseline
24,Finland,238550417.94869432,53987.08334359614,4.418657263450607,baseline,baseline
25,France,446856860.2045206,253255.02216851842,1.764454092077896,baseline,baseline
26,Germany,482253453.4695762,304698.90235459537,1.582721334874881,baseline,baseline
27,Ghana,13705425.613907134,32.81944749062268,417.60074168899735,baseline,baseline
28,Grenada,45437534.54252764,843.3995325879774,53.87427048139598,baseline,baseline
29,Guatemala,188528511.39360797,54644.13115203927,3.4501145396393085,baseline,baseline
30,Guinea,9630379.788983606,10.895450419038657,883.8900108393433,baseline,baseline
31,Guyana,85827074.71374246,5441.51231581723,15.772651008114567,baseline,baseline
32,Honduras,80091719.8386116,4442.926834507166,18.026792432537505,baseline,baseline
33,Hungary,347345618.6806072,153745.2731269584,2.2592279529386197,baseline,baseline
34,India,221674400.9683166,11347183.185698887,0.019535632530168184,baseline,baseline
35,Italy,398343625.8250072,201332.5056328834,1.9785360767891134,baseline,baseline
36,Jamaica,9753136.912391784,9.622260819597024,1013.6013869555701,baseline,baseline
37,Japan,386369913.1497667,1740182.7343301154,0.22202835686592423,baseline,baseline
38,Korea,668344335.3098994,15823545.687726494,0.042237330905442995,baseline,baseline
39,Lesotho,105261767.1895425,9565.333835711544,11.004505331173558,baseline,baseline
40,Mali,80021830.33434431,4394.089515195834,18.211242638004823,baseline,baseline
41,Mexico,263723887.54638398,146172.08688071894,1.804201425690741,baseline,baseline
42,Mozambique,27736241.24400384,240.27644262869725,115.43470903997469,baseline,baseline
43,Namibia,137688249.64648718,20493.643032969176,6.718583388272208,baseline,baseline
44,Netherlands,264924633.2152936,69510.68817289383,3.811279102234565,baseline,baseline
45,Nicaragua,135246281.9734279,20638.534001326338,6.553095387721641,baseline,baseline
46,Niger,149385345.86690414,25828.29580011193,5.783786395471619,baseline,baseline
47,Nigeria,881296140.5883203,3973996.4824085343,0.22176570726458972,baseline,baseline
48,Norway,153184618.66916174,20723.57318059255,7.391805328852161,baseline,baseline
49,Panama,1750586.7441201163,1.101016631749423,1589.973024602345,baseline,baseline
50,Paraguay,98980350.9796174,8265.104583904282,11.975692500295128,baseline,baseline
51,Peru,198860663.01432937,63895.11343075997,3.1122984581571327,baseline,baseline
52,Poland,334765244.43029094,137975.48183019177,2.4262661741764444,baseline,baseline
53,Romania,151503815.1879905,18480.754374102424,8.197923749275995,baseline,baseline
54,Russian Federation,121941103.43027271,131040.5100329089,0.9305603541961871,baseline,baseline
55,Saint Lucia,29746736.65259588,243.62562588961225,122.10019592140216,baseline,baseline
56,Senegal,417469758.42171204,476969.0266999075,0.8752554884121849,baseline,baseline
57,Serbia,83087567.11720645,4700.055438154316,17.677997251418475,baseline,baseline
58,Slovakia,152217447.99307838,18480.75437410242,8.236538666754036,baseline,baseline
59,South Africa,78537091.51569863,4166.677562769922,18.848852672796877,baseline,baseline
60,Spain,361125239.3397027,160232.65871108227,2.2537555217806915,baseline,baseline
61,Sweden,428503426.44746387,245281.81622771034,1.7469840734123459,baseline,baseline
62,Switzerland,184807831.66163513,32016.48558927421,5.77227101164243,baseline,baseline
63,Thailand,123589942.15817249,140325.63208234857,0.8807367572422198,baseline,baseline
64,Togo,98173898.74278031,7848.63139590738,12.508409911309185,baseline,baseline
65,Trinidad and Tobago,104233919.98447846,9618.10734618508,10.837258956755328,baseline,baseline
66,Turkey,347568633.55834097,184807.54374102427,1.88070587662481,baseline,baseline
67,USA,1162956938.923915,9516664.555391036,0.12220215729523835,baseline,baseline
68,United Kingdom,407737712.8465344,252363.83739070798,1.6156740881035092,baseline,baseline
69,Uruguay,71697840.72918575,3211.634111041125,22.3244112654985,baseline,baseline
70,Viet Nam,119836651.036978,110884.52624461454,1.0807337605665088,baseline,baseline
71,Zambia,25859562.633113585,261.9194761721763,98.73096499366261,baseline,baseline
72,Zimbabwe,2422816.0539947622,3.391159918364301,714.4505456302363,baseline,baseline
