draw_id,year,policy_scenario,target_region,share_95,share_100,cost_at_95,cost_at_100,cost_delta_95_to_100,cost_delta_pct,target_constraint_li_delta_t,actual_target_li_delta_t,global_recovered_li_delta_t,cost_per_additional_target_constraint_li_t,cost_per_additional_actual_target_li_t,cost_per_additional_global_li_t,target_li_at_95,target_li_at_100,global_li_at_95,global_li_at_100,target_attainment_at_95_pct,target_attainment_at_100_pct,direct_recovered_lithium_t_global_95,direct_recovered_lithium_t_target_region_95,direct_technology_share_pct_global_95,direct_technology_share_pct_target_region_95,direct_recovered_lithium_t_global_100,direct_recovered_lithium_t_target_region_100,direct_technology_share_pct_global_100,direct_technology_share_pct_target_region_100,reference_cost_delta_95_to_100,cost_delta_95_to_100_vs_reference
0,2030,reference_policy,China,0.95,1.0,7433060.183227831,8556435.754889557,1123375.5716617266,15.113231212583795,2131.3966384098094,2131.3945070131304,878.8420718479902,527.0607785606032,527.0613056219189,1278.2450995996837,40496.49563325026,42627.89014026339,71609.35984021363,72488.20191206162,94.99990500000013,99.99990000000004,0.0,0.0,0.0,0.0,42623.84048462681,42623.84048462681,58.80107294747844,99.99049998575286,1123375.5716617266,0.0
