Period,ReporterISO,ReporterDesc,FlowDesc,PartnerISO,PartnerDesc,CmdCode,NetWgt,PrimaryValue,Probability
2018,AUS,Australia,Export,BEL,Belgium,870380,32877.754,648827.562,0.3570239441545931
2018,CZE,Czechia,Export,BEL,Belgium,870380,15994.0,249422.0,0.17368099301456424
2018,FIN,Finland,Export,BEL,Belgium,870380,2541.0,99902.25099999999,0.027593060100663234
2018,FRA,France,Export,BEL,Belgium,870380,3581.592,70681.095,0.03889298831643236
2018,DEU,Germany,Export,BEL,Belgium,870380,4426008.0,77328334.65100001,48.062615013780515
2018,HUN,Hungary,Export,BEL,Belgium,870380,10120.0,50032.0,0.10989443849614795
2018,ITA,Italy,Export,BEL,Belgium,870380,4216.0,163057.12900000002,0.045782109950569146
2018,JPN,Japan,Export,BEL,Belgium,870380,29469.781000000003,581572.7579999999,0.3200163078655583
2018,NLD,Netherlands,Export,BEL,Belgium,870380,3194599.0,82443581.716,34.69057937997586
2018,NOR,Norway,Export,BEL,Belgium,870380,742506.0,13912945.457,8.062972327077157
2018,POL,Poland,Export,BEL,Belgium,870380,2105.0,73276.0,0.02285847757256832
2018,ESP,Spain,Export,BEL,Belgium,870380,11689.0,178114.46899999998,0.12693242011674638
2018,SWE,Sweden,Export,BEL,Belgium,870380,530000.0,9532746.333999999,5.7553411465373925
2018,CHE,Switzerland,Export,BEL,Belgium,870380,12440.0,213848.99399999998,0.13508762993004747
2018,GBR,United Kingdom,Export,BEL,Belgium,870380,1065.0,12339.838,0.011564977964268534
2018,USA,United States of America,Export,BEL,Belgium,870380,189625.134,3742166.0,2.059164785146918
2018,AUS,Australia,Export,CAN,Canada,870380,10678.187,210729.167,10.379867127585095
2018,CZE,Czechia,Export,CAN,Canada,870380,1651.0,11747.0,1.604875493156562
2018,FRA,France,Export,CAN,Canada,870380,2501.637,49368.663,2.4317479794510617
2018,DEU,Germany,Export,CAN,Canada,870380,21636.0,330368.331,21.031548255563525
2018,NLD,Netherlands,Export,CAN,Canada,870380,8313.0,141803.53699999998,8.080757101520595
2018,NOR,Norway,Export,CAN,Canada,870380,29929.0,389112.222,29.092864103381434
2018,SWE,Sweden,Export,CAN,Canada,870380,196.987,4261.501,0.1914837121565304
2018,USA,United States of America,Export,CAN,Canada,870380,27968.213,551940.0,27.186856227185206
2018,AUS,Australia,Export,CHN,China,870380,14028.936000000002,276854.687,0.24212795307169727
2018,BEL,Belgium,Export,CHN,China,870380,29651.95,546234.569,0.5117683877155269
2018,BRA,Brazil,Export,CHN,China,870380,116404.0,1676365.0,2.0090377666102293
2018,CAN,Canada,Export,CHN,China,870380,30928.863999999998,610367.0989999999,0.5338068782374448
2018,CZE,Czechia,Export,CHN,China,870380,357347.0,1925422.0,6.16751674156271
2018,FIN,Finland,Export,CHN,China,870380,25581.0,111841.91,0.4415071226732439
2018,FRA,France,Export,CHN,China,870380,94113.464,1857286.517,1.6243213594250392
2018,DEU,Germany,Export,CHN,China,870380,1145484.0,8896872.463,19.770116293664753
2018,HUN,Hungary,Export,CHN,China,870380,66607.0,337687.0,1.149582304049754
2018,IND,India,Export,CHN,China,870380,801598.793,15819188.563,13.834939081184286
2018,ITA,Italy,Export,CHN,China,870380,187828.0,2316612.145,3.2417575480813907
2018,JPN,Japan,Export,CHN,China,870380,63661.092000000004,1256322.781,1.0987383431123359
2018,NLD,Netherlands,Export,CHN,China,870380,21562.0,306551.438,0.37214247211135154
2018,KOR,North Korea,Export,CHN,China,870380,454587.0,4866699.0,7.845799553366245
2018,NOR,Norway,Export,CHN,China,870380,58947.0,430840.065,1.0173769735436342
