,country,type,recycling_m,scrap,unit_cost,net_profit
0,Afghanistan,LFP,Pyro,0.0,0.0,0.0
1,Afghanistan,NCA,Pyro,0.0338977828029304,123931.94077724304,-123926.91001344848
2,Afghanistan,NMC111,Pyro,0.0085973362161141,407304.1870387616,-407299.63897202036
3,Afghanistan,NMC523,Pyro,0.0106626880695791,337928.7765445627,-337924.57923901535
4,Afghanistan,NMC622,Pyro,0.0052825440141361,621395.3096461646,-621390.7286539888
5,Afghanistan,NMC811,Pyro,0.0,0.0,0.0
6,Albania,LFP,Pyro,13.508191549027556,248.01818366352677,-247.2606959708802
7,Albania,NCA,Pyro,4209.428630840799,7.708905587186834,-2.701895438771953
8,Albania,NMC111,Pyro,2389.2824383993034,10.856308755462415,-6.330165723202909
9,Albania,NMC523,Pyro,2686.2792659909305,10.113956745281195,-5.939287155088491
10,Albania,NMC622,Pyro,1330.8451354422566,15.46391198656318,-10.905917515493403
11,Albania,NMC811,Pyro,828.8171480518695,20.58988404436351,-16.075064322527968
12,Algeria,LFP,Pyro,0.0,0.0,0.0
13,Algeria,NCA,Pyro,273.957820888645,41.57591011927244,-36.54514632470844
14,Algeria,NMC111,Pyro,71.68446340760018,99.05904889814488,-94.51098215690487
15,Algeria,NMC523,Pyro,86.16696290992064,87.9312467121154,-83.73394116476139
16,Algeria,NMC622,Pyro,42.38565446347366,139.21091003939517,-134.62991786351517
17,Algeria,NMC811,Pyro,33.512288650570234,162.08202361713003,-157.54317669722903
18,Andorra,LFP,Pyro,0.0,0.0,0.0
19,Andorra,NCA,Pyro,1.7294333661726504,859.3108384435668,-854.2800746490028
20,Andorra,NMC111,Pyro,0.4560101319547188,1923.6890817575224,-1919.1410150162824
21,Andorra,NMC523,Pyro,0.5436085949029479,1729.8223710666,-1725.625065519246
22,Andorra,NMC622,Pyro,0.2669311319286652,2659.1043868392644,-2654.5233946633844
23,Andorra,NMC811,Pyro,0.2104581388225967,3070.0392425948016,-3065.5003956749006
24,Angola,LFP,Pyro,0.0,0.0,0.0
25,Angola,NCA,Pyro,97.11878804315316,81.37555646161924,-76.34479266705524
26,Angola,NMC111,Pyro,24.799510360581507,196.97519877070667,-192.42713202946666
27,Angola,NMC523,Pyro,30.581441206370226,171.9781209790015,-167.78081543164748
28,Angola,NMC622,Pyro,15.125919543776218,271.30532486012976,-266.72433268424976
29,Angola,NMC811,Pyro,11.982468997909775,315.48329610496194,-310.94444918506093
30,Argentina,LFP,Pyro,0.0,0.0,0.0
31,Argentina,NCA,Pyro,1351.562259190462,14.659423291537722,-9.63497319683005
32,Argentina,NMC111,Pyro,347.51522104455466,35.872246817988014,-31.330007380790995
33,Argentina,NMC523,Pyro,427.5940644871815,31.291205801062233,-27.099916872739264
34,Argentina,NMC622,Pyro,211.86076649107517,49.70096098220512,-45.126081577587456
35,Argentina,NMC811,Pyro,168.49699977697503,57.79560046840251,-53.26313995823506
36,Armenia,LFP,Pyro,0.0,0.0,0.0
37,Armenia,NCA,Pyro,1.529106781366398,957.3924038351466,-952.3616400405826
38,Armenia,NMC111,Pyro,0.3857496392639099,2218.5578389359102,-2214.0097721946704
39,Armenia,NMC523,Pyro,0.4458642825951631,2030.9108681290718,-2026.7135625817177
40,Armenia,NMC622,Pyro,0.2342822374980445,3007.5966697894296,-3003.0156776135495
41,Armenia,NMC811,Pyro,0.2367196372238933,2988.661916259979,-2984.123069340078
42,Aruba,LFP,Pyro,0.0,0.0,0.0
43,Aruba,NCA,Pyro,1.899253521058866,1110.1377754616285,-1105.1070116670644
44,Aruba,NMC111,Pyro,0.3178412074168485,3604.993568699931,-3600.4455019586912
45,Aruba,NMC523,Pyro,0.4557980325923947,2842.827766765858,-2838.630461218504
46,Aruba,NMC622,Pyro,0.3445848713962606,3418.1209637846387,-3413.5399716087586
47,Aruba,NMC811,Pyro,0.401639191637887,3089.9140003139737,-3085.3751533940726
48,Australia,LFP,Pyro,0.0,0.0,0.0
49,Australia,NCA,Pyro,27826.214948097117,12.567156426514968,-7.576075328671557
50,Australia,NMC111,Pyro,7055.563880644911,28.340341522815923,-23.828900396397405
51,Australia,NMC523,Pyro,8753.004614380538,24.94128416354233,-20.78179410848677
52,Australia,NMC622,Pyro,4336.708185050708,37.81573241180061,-33.27316006164019
53,Australia,NMC811,Pyro,3453.4286302526352,43.280320635767524,-38.78161340675405
54,Austria,LFP,Pyro,15.7013868485916,216.59969391338626,-215.89557640807007
55,Austria,NCA,Pyro,5472.066675090112,6.763889545566998,-1.820757863391209
56,Austria,NMC111,Pyro,3105.74219531878,9.459447732962968,-4.992262087504399
57,Austria,NMC523,Pyro,3495.464516736217,8.819892433145574,-4.706095612389616
58,Austria,NMC622,Pyro,1731.2966788311187,13.370843243669654,-8.874694356266232
59,Austria,NMC811,Pyro,1076.7854935977482,17.713013397176944,-13.262807779248195
60,Azerbaijan,LFP,Pyro,0.0,0.0,0.0
61,Azerbaijan,NCA,Pyro,853.7660781397608,20.1803566518569,-15.1495928572929
62,Azerbaijan,NMC111,Pyro,216.53827862016368,46.611064899330835,-42.062998158090835
