region_group,Potential secondary Li,After capture,Supply-chain available,Policy-route disruption
Asia,1335.742803083457,1291.520510317232,1179.3078184154217,824.9539979240357
Europe,65.83387847957914,64.48330525903108,53.75784771554273,19.847069085139843
America,238.9596953305206,234.7042312995371,209.57843318751205,36.752641682163116
Africa,250.0505863193152,215.64362564177745,200.09572023300527,197.39187289428403
Oceania,0.0,0.0,0.0,0.0
Other,2.463808784343391,2.4450747591125594,2.1850732067106517,0.41242681474811915
