Year,country,scenario,eol_available_lithium_t,eol_captured_lithium_t,eol_capture_loss_lithium_t,manufacturing_available_lithium_t,manufacturing_captured_lithium_t,manufacturing_capture_loss_lithium_t,total_available_lithium_t,total_captured_lithium_t,total_capture_loss_lithium_t,capture_loss_rate
2010,Netherlands,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,New Caledonia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,New Zealand,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Nicaragua,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Niger,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Nigeria,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,North Macedonia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Norway,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Oman,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Pakistan,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Palau,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Panama,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Papua New Guinea,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Paraguay,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Peru,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Philippines,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Poland,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Portugal,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Qatar,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Rep. of Moldova,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Romania,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Russian Federation,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Rwanda,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Saint Lucia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Samoa,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Saudi Arabia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Senegal,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Serbia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Seychelles,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Sierra Leone,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Singapore,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Slovakia,baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
