,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,0.0
7,Afghanistan,NMC111,Direct,0.0
10,Afghanistan,NMC523,Direct,0.0
8,Afghanistan,NMC622,Direct,0.0
9,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-1638.7678525951205
23,Albania,NCA,Direct,-111.0550294082657
19,Albania,NMC111,Direct,-151.83161376540357
22,Albania,NMC523,Direct,-148.83715679923515
20,Albania,NMC622,Direct,-196.71262800350055
21,Albania,NMC811,Direct,-246.47124876822204
264,Algeria,LFP,Direct,0.0
269,Algeria,NCA,Direct,-44.58178698215144
265,Algeria,NMC111,Direct,-68.68339183988968
268,Algeria,NMC523,Direct,-93.70674122461908
266,Algeria,NMC622,Direct,-144.82462294358925
267,Algeria,NMC811,Direct,-197.59465278359338
24,Andorra,LFP,Direct,0.0
29,Andorra,NCA,Direct,-404.6796962705609
25,Andorra,NMC111,Direct,-543.8735678432924
28,Andorra,NMC523,Direct,-701.5951433479022
26,Andorra,NMC622,Direct,-1099.5013926599297
27,Andorra,NMC811,Direct,-1542.1446413662006
12,Angola,LFP,Direct,0.0
17,Angola,NCA,Direct,-101.20411910573537
13,Angola,NMC111,Direct,-170.33861297764986
16,Angola,NMC523,Direct,-189.87477641859758
14,Angola,NMC622,Direct,-278.5286414035708
15,Angola,NMC811,Direct,-626.8565574214507
36,Argentina,LFP,Direct,0.0
41,Argentina,NCA,Direct,-11.327866060453365
37,Argentina,NMC111,Direct,-29.45163450294635
40,Argentina,NMC523,Direct,-35.62234635909978
38,Argentina,NMC622,Direct,-41.98514912979814
39,Argentina,NMC811,Direct,-50.398479394981415
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,-100.95028481900337
43,Armenia,NMC111,Direct,-198.77104224592517
46,Armenia,NMC523,Direct,-185.12134277366866
44,Armenia,NMC622,Direct,-251.1770772132194
45,Armenia,NMC811,Direct,-311.83545539790833
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-124.97284063209116
1,Aruba,NMC111,Direct,-237.36210575275427
4,Aruba,NMC523,Direct,-230.5547029034353
2,Aruba,NMC622,Direct,-319.43732492899954
3,Aruba,NMC811,Direct,-362.26558358115534
48,Australia,LFP,Direct,0.0
53,Australia,NCA,Direct,-0.014122665071928088
49,Australia,NMC111,Direct,-13.954705311243918
52,Australia,NMC523,Direct,-17.41714709280954
50,Australia,NMC622,Direct,-15.361387558695544
51,Australia,NMC811,Direct,-16.68213683296807
54,Austria,LFP,Direct,-105.00419444115624
59,Austria,NCA,Direct,1.9456458821652123
55,Austria,NMC111,Direct,-5.656943061387892
58,Austria,NMC523,Direct,-10.30672054638903
56,Austria,NMC622,Direct,-5.669298397291985
57,Austria,NMC811,Direct,-7.585668694323284
60,Azerbaijan,LFP,Direct,0.0
65,Azerbaijan,NCA,Direct,-42.65578875427063
61,Azerbaijan,NMC111,Direct,-92.511400215807
64,Azerbaijan,NMC523,Direct,-89.25093542008544
62,Azerbaijan,NMC622,Direct,-116.00968513700118
63,Azerbaijan,NMC811,Direct,-135.9057387791947
108,Bahamas,LFP,Direct,0.0
113,Bahamas,NCA,Direct,0.0
109,Bahamas,NMC111,Direct,0.0
112,Bahamas,NMC523,Direct,0.0
110,Bahamas,NMC622,Direct,0.0
111,Bahamas,NMC811,Direct,0.0
102,Bahrain,LFP,Direct,0.0
107,Bahrain,NCA,Direct,-138.00474752688956
103,Bahrain,NMC111,Direct,-199.8450599772881
106,Bahrain,NMC523,Direct,-228.25108189684914
104,Bahrain,NMC622,Direct,0.0
105,Bahrain,NMC811,Direct,0.0
90,Bangladesh,LFP,Direct,0.0
95,Bangladesh,NCA,Direct,-2394.4513733286976
91,Bangladesh,NMC111,Direct,-3512.224457455997
94,Bangladesh,NMC523,Direct,-9006.648297449887
92,Bangladesh,NMC622,Direct,-19303.232047490765
93,Bangladesh,NMC811,Direct,-22474.369765543393
144,Barbados,LFP,Direct,0.0
149,Barbados,NCA,Direct,-230.01192517711556
145,Barbados,NMC111,Direct,-460.0508922162023
148,Barbados,NMC523,Direct,-419.4918993647887
146,Barbados,NMC622,Direct,-579.6642533130397
147,Barbados,NMC811,Direct,-653.7347719596916
120,Belarus,LFP,Direct,0.0
125,Belarus,NCA,Direct,-21.039349267337172
121,Belarus,NMC111,Direct,-55.17326550850426
124,Belarus,NMC523,Direct,-54.37780215637508
122,Belarus,NMC622,Direct,-68.42085307277753
123,Belarus,NMC811,Direct,-79.77915095529552
72,Belgium,LFP,Direct,-122.33947320855502
77,Belgium,NCA,Direct,0.18372853843115644
73,Belgium,NMC111,Direct,-7.848612567555271
76,Belgium,NMC523,Direct,-12.391915418171656
74,Belgium,NMC622,Direct,-8.428761507591057
75,Belgium,NMC811,Direct,-10.968413324914367
