,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
ABW,0.0,0.0,6.109979052555445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,1747.8261790648205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,61727.00342431604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13219675984345,0.0,0.0
ARE,0.0,644.8287975706389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18532.60677230839
ARM,0.0,7.608756997259556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.0,0.0,0.0,0.0,37603.99201355302,0.0,0.0,0.0,0.0,0.0
AZE,0.0,28354.792796230737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDI,0.0,5013.449911224633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,275.3618848647654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFA,0.0,46107.534266555995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,0.0,0.0,0.0,5.629643835788958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,123196.42262082845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,0.0,2.9994318267979496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,3487.843824649423,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,67685.5678907415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMU,0.0,0.0,0.0,2.1825915942921434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOL,0.0,0.0,30315.610677430024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,0.0,0.0,0.0,90.21187228927236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,1946.5961589606666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,98177.76757066627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV,0.0,2488.1252421424088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,1.6227086916746545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG,0.0,4.61239189228012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0,0.0,32420.371382882262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM,0.0,365.45307664401236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPV,0.0,0.0,0.0,0.0,239.39387659027255,0.0,0.0,0.0,0.0,0.0,0.0
CRI,0.0,0.0,10643.211459133829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP,0.0,5351.860428547958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,0.0,0.0,0.0,25355.630718306656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,0.0,0.0,49322.474399108214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZA,4019.3721514994845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,0.0,0.0,28675.454010071768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,0.0,630830.3979708371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,0.0,0.0,0.0,4765.353902915795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,0.0,8850.65259645689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJI,0.0,0.0,13.431007072294321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEO,0.0,864.4875423333955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHA,0.0,25.963383061445647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIN,0.0,11.070255125357692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,0.0,42110.94207085455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRD,0.0,0.0,0.0,874.2838687126255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRL,0.0,0.0,0.0,3.1990256868619804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTM,0.0,0.0,65209.969223093445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUY,0.0,0.0,0.0,5595.861209589686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,0.0,0.0,5350.459452042205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRV,76485.41125131359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDN,0.0,0.0,0.0,196118.0789986446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,0.0,0.0,0.0,0.0,22805.29801491839,0.0,0.0,0.0,0.0,0.0,0.0
IRN,0.0,72.72296409705937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,0.0,0.0,0.0,1492.3597226596353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,0.0,46508.048381186665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM,0.0,0.0,7.187054207973921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,0.0,39609.87388562697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZ,0.0,0.0,0.0,16317.16637765011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,0.0,1091385.2788231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGZ,0.0,0.0,0.0,2.796752235039236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHM,0.0,0.0,0.0,51571.8722794207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,0.0,0.0,17.86227259055098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWT,0.0,16.240146667010904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,0.0,0.0,0.0,198526.23825978552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,0.0,95873.95897666336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,0.0,0.0,0.0,290.4727951073177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKA,0.0,260000.3486943876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140870.16719020976,0.0
LSO,0.0,12814.939495370716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,0.0,0.0,0.0,9038.739053974123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUX,0.0,0.0,0.0,3101.713891309677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVA,0.0,0.0,0.0,5921.840038652604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101622.98492262473,0.0,0.0
MDA,0.0,0.0,0.0,11761.799866023557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDG,0.0,31422.46063065862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,0.0,2250.91616207874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,0.0,0.0,987550.047050811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,0.0,0.0,0.0,2586.3201117912067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI,0.0,5984.193319665812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLT,0.0,2099.366910020281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNG,0.0,0.0,0.0,10042.911785506236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,0.0,170.43383353084255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,0.0,14517.725201955789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWI,0.0,64476.524547160676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.65776346418608,0.0
NAM,0.0,25711.244462407918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,0.0,36429.5409035273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
