,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
NGA,0.0,4942078.772667351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIC,0.0,0.0,24841.481110938865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPL,0.0,0.0,0.0,4652.621651482633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,0.0,0.0,22070.189883444225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMN,0.0,15836.388773668272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,0.0,5416739.299748723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAL,0.0,543.5186824972418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN,0.0,0.0,26.05812971826795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,0.0,0.0,76559.3386309368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHL,0.0,0.0,0.0,3124999.3587708953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLW,0.0,0.0,0.0,14.253339419933607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,0.0,0.0,0.0,0.0,40560.44832874257,0.0,0.0,0.0,0.0,0.0,0.0
PRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10015.919769680422
PYF,0.0,0.0,5193.095932363974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAT,0.0,25.516410061965956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWA,0.0,9.32386276098707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,0.0,211801.14590911983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,0.0,19.287619532626415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN,0.0,551218.3743841071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.0,0.0,20.38191716545702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,0.0,0.0,28.072715103964207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVN,0.0,0.0,0.0,0.0,0.0,8066.505432488345,0.0,0.0,0.0,0.0,0.0
SYC,0.0,2316.047414358932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGO,0.0,10046.676005443762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,0.0,5089.04097294185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTO,0.0,0.0,0.0,9979.19301459862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,0.0,0.0,0.0,2930.4280743578834,0.0,0.0,160.06539901954824,0.0,0.0,0.0,0.0
TZA,0.0,139915.57200496917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.0,1321763.9198740728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UKR,0.0,0.0,0.0,175.64291169944323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.0192690226236
UZB,0.0,0.0,0.0,137448.89713244452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSM,0.0,0.0,64.61244558077611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,0.0,53870.53751592407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAF,0.0,5175.348075507273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMB,0.0,213.32576115111942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,0.0,32.185620841362834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,0.0,0.0,0.0,389927.10971482965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZ,0.0,303.95486282920933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186702.0465240052
USA,0.0,0.0,0.0,3081646.6098911255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,0.0,0.0,77212.36465288221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36195.68724583685,0.0,0.0,0.0
BRA,0.0,131201.5446568231,0.0,230345.76071877722,84711.69156784595,0.0,0.0,0.0,0.0,0.0,905247.4825764716
CAN,0.0,0.0,0.0,541778.4052046626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,0.0,0.0,0.0,188580.2760718359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIN,0.0,0.0,0.0,33188.58783081479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,0.0,0.0,0.0,18070.477324604315,0.0,0.0,0.0,134295.04819536168,0.0,0.0,0.0
DEU,0.0,0.0,0.0,92783.9350386273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,95622.77010097429,0.0,0.0,22738.612336867158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30942.93407917158,0.0,0.0,0.0
POL,0.0,0.0,0.0,71900.48579016724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROM,0.0,0.0,0.0,332756.44351509673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVK,0.0,0.0,0.0,18364.339873380603,0.0,229.191275808511,0.0,0.0,0.0,0.0,0.0
ESP,0.0,0.0,0.0,2394.501038345925,0.0,0.0,0.0,0.0,52055.03978180235,0.0,0.0
TUR,0.0,241825.70530637333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.0,0.0,1436378.8960339222,2729249.35507343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBR,0.0,0.0,0.0,0.0,52462.49215606604,0.0,0.0,0.0,0.0,0.0,0.0
VNM,0.0,0.0,0.0,130100.74470717521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
