,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Pyro,0.0
11,Afghanistan,NCA,Pyro,-180705.2263586758
7,Afghanistan,NMC111,Pyro,-593902.4294664402
10,Afghanistan,NMC523,Pyro,-492743.64248027065
8,Afghanistan,NMC622,Pyro,-906077.4627215856
9,Afghanistan,NMC811,Pyro,0.0
18,Albania,LFP,Pyro,-153.01997539313027
23,Albania,NCA,Pyro,0.8104099132340647
19,Albania,NMC111,Pyro,-1.3838520484540113
22,Albania,NMC523,Pyro,-1.3312028860982947
20,Albania,NMC622,Pyro,-3.8603046110627623
21,Albania,NMC811,Pyro,-6.693961575665443
264,Algeria,LFP,Pyro,0.0
269,Algeria,NCA,Pyro,-11.858388231714466
265,Algeria,NMC111,Pyro,-36.398284039737746
268,Algeria,NMC523,Pyro,-31.549541008730074
266,Algeria,NMC622,Pyro,-51.77607488749743
267,Algeria,NMC811,Pyro,-60.813241330223896
24,Andorra,LFP,Pyro,0.0
29,Andorra,NCA,Pyro,-430.5651879468296
25,Andorra,NMC111,Pyro,-987.3930088967559
28,Andorra,NMC523,Pyro,-874.6749590746387
26,Andorra,NMC622,Pyro,-1340.0630732075635
27,Andorra,NMC811,Pyro,-1539.4193672046124
12,Angola,LFP,Pyro,0.0
17,Angola,NCA,Pyro,-23.937587255501484
13,Angola,NMC111,Pyro,-65.84229292350534
16,Angola,NMC523,Pyro,-57.094783741358434
14,Angola,NMC622,Pyro,-92.01179089139697
15,Angola,NMC811,Pyro,-107.385231439081
36,Argentina,LFP,Pyro,0.0
41,Argentina,NCA,Pyro,-1.1031647392752568
37,Argentina,NMC111,Pyro,-10.560390517469163
40,Argentina,NMC523,Pyro,-8.950700239020447
38,Argentina,NMC622,Pyro,-16.295034163328484
39,Argentina,NMC811,Pyro,-19.7037332020053
42,Armenia,LFP,Pyro,0.0
47,Armenia,NCA,Pyro,-854.0461899536314
43,Armenia,NMC111,Pyro,-2099.493209625332
46,Armenia,NMC523,Pyro,-1722.250624322932
44,Armenia,NMC622,Pyro,-2731.1872586423874
45,Armenia,NMC811,Pyro,-3602.6505019370593
0,Aruba,LFP,Pyro,0.0
5,Aruba,NCA,Pyro,-1185.0747330884685
1,Aruba,NMC111,Pyro,-3357.3162313819075
4,Aruba,NMC523,Pyro,-2544.811849071711
2,Aruba,NMC622,Pyro,-4156.473984571222
3,Aruba,NMC811,Pyro,-4971.34636300856
48,Australia,LFP,Pyro,0.0
53,Australia,NCA,Pyro,2.640058653683856
49,Australia,NMC111,Pyro,-0.7898910318477155
52,Australia,NMC523,Pyro,-0.5066130934637154
50,Australia,NMC622,Pyro,-2.5322260499238842
51,Australia,NMC811,Pyro,-3.598299152663749
54,Austria,LFP,Pyro,-183.43344563322339
59,Austria,NCA,Pyro,-0.8247881928617729
55,Austria,NMC111,Pyro,-3.601221501351009
58,Austria,NMC523,Pyro,-3.4136531530639935
56,Austria,NMC622,Pyro,-6.911463956737811
57,Austria,NMC811,Pyro,-10.640037070862455
60,Azerbaijan,LFP,Pyro,0.0
65,Azerbaijan,NCA,Pyro,-0.22936676745566498
61,Azerbaijan,NMC111,Pyro,-7.601809984148484
64,Azerbaijan,NMC523,Pyro,-6.456593450630937
62,Azerbaijan,NMC622,Pyro,-11.773212831038116
63,Azerbaijan,NMC811,Pyro,-14.254981951548636
108,Bahamas,LFP,Pyro,0.0
113,Bahamas,NCA,Pyro,-25466.876006604914
109,Bahamas,NMC111,Pyro,-61987.07886184534
112,Bahamas,NMC523,Pyro,-55477.27963417024
110,Bahamas,NMC622,Pyro,0.0
111,Bahamas,NMC811,Pyro,0.0
102,Bahrain,LFP,Pyro,0.0
107,Bahrain,NCA,Pyro,-1433.3249889717342
103,Bahrain,NMC111,Pyro,-1978.9055451522568
106,Bahrain,NMC523,Pyro,-2573.3508104352254
104,Bahrain,NMC622,Pyro,-4940.96052031665
105,Bahrain,NMC811,Pyro,-19724.06380390838
90,Bangladesh,LFP,Pyro,0.0
95,Bangladesh,NCA,Pyro,-3827.7986617518127
91,Bangladesh,NMC111,Pyro,-11983.590942239827
94,Bangladesh,NMC523,Pyro,-10704.419411829398
92,Bangladesh,NMC622,Pyro,-19798.755367950318
93,Bangladesh,NMC811,Pyro,-24127.03841629401
144,Barbados,LFP,Pyro,0.0
149,Barbados,NCA,Pyro,-2938.732045069493
145,Barbados,NMC111,Pyro,-7264.232917256399
148,Barbados,NMC523,Pyro,-6303.27760274251
146,Barbados,NMC622,Pyro,-10014.456146968621
147,Barbados,NMC811,Pyro,-11755.399486687567
120,Belarus,LFP,Pyro,0.0
125,Belarus,NCA,Pyro,2.226583964696889
121,Belarus,NMC111,Pyro,-2.1888565228414114
124,Belarus,NMC523,Pyro,-1.6738230637786167
122,Belarus,NMC622,Pyro,-4.614772930645931
123,Belarus,NMC811,Pyro,-6.0979149013337794
72,Belgium,LFP,Pyro,-154.17375287272583
77,Belgium,NCA,Pyro,-0.10049056318421384
73,Belgium,NMC111,Pyro,-2.5543381096427233
76,Belgium,NMC523,Pyro,-2.4429384698267644
74,Belgium,NMC622,Pyro,-5.3870114716351765
75,Belgium,NMC811,Pyro,-8.577084112515042
78,Benin,LFP,Pyro,0.0
83,Benin,NCA,Pyro,3.824586179027227
79,Benin,NMC111,Pyro,1.615570553363896
82,Benin,NMC523,Pyro,1.646437860750538
80,Benin,NMC622,Pyro,0.5611261779230894
81,Benin,NMC811,Pyro,-0.12033498817463606
126,Bermuda,LFP,Pyro,0.0
131,Bermuda,NCA,Pyro,-2260.538115970083
127,Bermuda,NMC111,Pyro,-3079.6662392908156
130,Bermuda,NMC523,Pyro,-3909.2040514831406
128,Bermuda,NMC622,Pyro,-7957.041072311326
129,Bermuda,NMC811,Pyro,-26664.910480403865
132,Bolivia (Plurinational State of),LFP,Pyro,0.0
137,Bolivia (Plurinational State of),NCA,Pyro,0.5863865962938037
