,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,-12931.728843507297
7,Afghanistan,NMC111,Direct,-32329.033787815766
10,Afghanistan,NMC523,Direct,-28006.38511439899
8,Afghanistan,NMC622,Direct,-44746.01013083807
9,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-53.89080259037805
23,Albania,NCA,Direct,6.729030728352032
19,Albania,NMC111,Direct,0.40282518997550254
22,Albania,NMC523,Direct,-4.567416500192368
20,Albania,NMC622,Direct,2.1526975470505945
21,Albania,NMC811,Direct,2.3496684932794634
264,Algeria,LFP,Direct,0.0
269,Algeria,NCA,Direct,-0.16669973288473372
265,Algeria,NMC111,Direct,-15.532590947891082
268,Algeria,NMC523,Direct,-18.730085733827597
266,Algeria,NMC622,Direct,-17.96063917092421
267,Algeria,NMC811,Direct,-19.354560181556007
24,Andorra,LFP,Direct,0.0
29,Andorra,NCA,Direct,-114.7165465356034
25,Andorra,NMC111,Direct,-227.58624741929046
28,Andorra,NMC523,Direct,-212.5049717818285
26,Andorra,NMC622,Direct,-284.369633969083
27,Andorra,NMC811,Direct,-314.79975691108024
12,Angola,LFP,Direct,0.0
17,Angola,NCA,Direct,-5.535536384531472
13,Angola,NMC111,Direct,-26.044034774932676
16,Angola,NMC523,Direct,-28.164402227803148
14,Angola,NMC622,Direct,-31.240156534606356
15,Angola,NMC811,Direct,-34.17467524895534
36,Argentina,LFP,Direct,0.0
41,Argentina,NCA,Direct,5.373507414581903
37,Argentina,NMC111,Direct,-4.650843253427154
40,Argentina,NMC523,Direct,-8.91312476689647
38,Argentina,NMC622,Direct,-4.062022895198694
39,Argentina,NMC811,Direct,-3.7826834277061816
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,-197.85169822942729
43,Armenia,NMC111,Direct,-403.86586706039367
46,Armenia,NMC523,Direct,-352.4473123184636
44,Armenia,NMC622,Direct,-490.10787473935125
45,Armenia,NMC811,Direct,-603.8562086524091
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-231.3664878264276
1,Aruba,NMC111,Direct,-510.97913954974837
4,Aruba,NMC523,Direct,-421.73635100280063
2,Aruba,NMC622,Direct,-594.7214033808496
3,Aruba,NMC811,Direct,-677.1259480866436
48,Australia,LFP,Direct,0.0
53,Australia,NCA,Direct,7.9990801206788325
49,Australia,NMC111,Direct,0.701017776850252
52,Australia,NMC523,Direct,-4.1067826768
50,Australia,NMC622,Direct,2.8466898346651734
51,Australia,NMC811,Direct,3.982208944513769
