,country,total_costs,scrap,unit_cost
0,Argentina,90848765.40665777,18532.60677230839,4.902103979371371
1,Australia,183569294.93543503,120100.20184587722,1.5284678303122814
2,Belgium,152269383.3744303,50646.46615785207,3.0065154575611577
3,Brazil,354618635.03905696,2091949.5291004768,0.16951586551494885
4,Canada,360285433.77411956,1333291.3881328288,0.27022257623569546
5,China,131350945.62920864,18533031.67032338,0.007087396598989177
6,Czechia,110164141.17098418,20267.132246805606,5.435605779320242
7,Finland,170675042.21023002,63665.21228415641,2.680821065175398
8,France,291960596.4140744,276945.56491092686,1.0542165443522333
9,Germany,309953292.2534857,324541.916857868,0.9550485658505203
10,Hungary,243910150.9621497,211535.93284967897,1.153043587802534
11,India,123490770.6067457,27998394.68885569,0.004410637537583511
12,Italy,258183504.49020794,219364.64969803856,1.1769603937808786
13,Japan,215914196.11725414,3124351.0519477064,0.06910689372842856
14,Korea,276450398.34350085,12132149.80957499,0.022786596166601853
15,Netherlands,182621249.00489613,75725.2950132368,2.411628095644578
16,Norway,266732540.81428698,223314.56276515758,1.1944251978532572
17,Paraguay,76087613.15370333,10015.919769680422,7.596667595524385
18,Poland,218609944.54825085,153705.12373370063,1.4222684269588828
19,Romania,108946703.30932216,20267.132246805602,5.375536212159161
20,Russian Federation,89188550.49911071,230555.98569828682,0.3868411840576796
21,Serbia,80528577.29315905,10256.540552113716,7.851436542759376
22,Slovakia,109804715.29536332,20267.132246805602,5.417871357338686
23,Spain,236594451.10041526,177330.8242022002,1.3341981134122523
24,Sweden,282088663.8897192,250146.51469175672,1.1276937607438713
25,Switzerland,258342347.5182449,188870.096959114,1.367830861939834
26,Thailand,81961345.49665353,337631.83079300105,0.242753609172896
27,Turkey,219116950.78257015,202671.32246805597,1.0811443282367008
28,USA,675468229.7781907,10781854.285446748,0.06264861422676912
29,United Kingdom,261251841.6162879,279087.2138343067,0.9360939113871135
30,Uruguay,57592027.598428614,3810.019269022624,15.11594129370442
31,Viet Nam,76150877.42300929,121602.79348083361,0.6262263821678717
