year,policy_scenario,destination_iso3,Hydro,Direct,Pyro,destination_recovered_lithium_t,destination_scrap_t,dominant_technology,direct_capable_observed,hydro_dominated_observed,reference_destination_recovered_lithium_t,reference_destination_scrap_t,reference_dominant_technology,reference_direct_share_pct,reference_hydro_share_pct,reference_pyro_share_pct,destination_recovered_li_delta_vs_reference_t,destination_scrap_delta_vs_reference_t,shift_from_reference_direct_capable_to_current_hydro_dominated
2031,current_policy,ESP,100.0,0.0,0.0,926.1176330163453,104000.0,Hydro,False,True,1831.2702245245014,104000.00000000001,Hydro,0.0,100.0,0.0,-905.1525915081561,-1.4551915228366852e-11,False
2031,current_policy,FIN,100.0,0.0,0.0,125.93173280209992,7000.0,Hydro,False,True,171.32816450164518,6999.999999999999,Hydro,0.0,100.0,0.0,-45.39643169954526,9.094947017729282e-13,False
2031,current_policy,FRA,0.0,0.0,0.0,0.0,94000.0,Direct,False,False,0.0,94000.0,Direct,0.0,0.0,0.0,0.0,0.0,False
2031,current_policy,GBR,100.0,0.0,0.0,1498.1918477691222,143000.0,Hydro,False,True,1212.1207253317473,143000.0,Hydro,0.0,100.0,0.0,286.0711224373749,0.0,False
2031,current_policy,HUN,100.0,0.0,0.0,69.78683891469484,5078.098044647998,Hydro,False,True,69.78683891469483,5078.098044647998,Hydro,0.0,100.0,0.0,1.4210854715202004e-14,0.0,False
2031,current_policy,IND,100.0,0.0,0.0,6627.686285372343,345999.99999999994,Hydro,False,True,6615.163474829372,345999.99999999994,Hydro,0.0,100.0,0.0,12.522810542971456,0.0,False
2031,current_policy,ITA,100.0,0.0,0.0,2782.6305302147834,97000.0,Hydro,False,True,2643.155881547798,97000.0,Hydro,0.0,100.0,0.0,139.47464866698556,0.0,False
2031,current_policy,JPN,100.0,0.0,0.0,279.55652306214745,21587.157538280517,Hydro,False,True,279.55652306214745,21587.157538280517,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,current_policy,KOR,100.0,0.0,0.0,15039.620033956284,1066491.0522236375,Hydro,False,True,14650.422071653737,1066491.0522236377,Hydro,0.0,100.0,0.0,389.19796230254724,-2.3283064365386963e-10,False
2031,current_policy,NLD,100.0,0.0,0.0,103.32023614940601,30000.0,Hydro,False,True,268.73332787048713,30000.0,Hydro,0.0,100.0,0.0,-165.41309172108112,0.0,False
2031,current_policy,NOR,100.0,0.0,0.0,184.6717548699695,14239.88986473151,Hydro,False,True,184.6717548699695,14239.88986473151,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,current_policy,POL,100.0,0.0,0.0,1469.9011955284045,74000.0,Hydro,False,True,853.998898850039,74000.0,Hydro,0.0,100.0,0.0,615.9022966783655,0.0,False
2031,current_policy,ROM,0.0,0.0,0.0,0.0,1000.0,Direct,False,False,30.397467099188304,1000.0,Hydro,0.0,100.0,0.0,-30.397467099188304,0.0,False
2031,current_policy,RUS,100.0,0.0,0.0,1063.85495016954,51000.00000000001,Hydro,False,True,1174.8097606806255,51000.0,Hydro,0.0,100.0,0.0,-110.9548105110855,7.275957614183426e-12,False
2031,current_policy,SVK,100.0,0.0,0.0,22.15,1000.0,Hydro,False,True,0.1433655471826434,1000.0000000000001,Hydro,0.0,100.0,0.0,22.006634452817355,-1.1368683772161603e-13,False
2031,current_policy,SWE,100.0,0.0,0.0,517.4021871405494,37631.458263516164,Hydro,False,True,517.4021871405494,37631.458263516164,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,current_policy,THA,100.0,0.0,0.0,656.8853377922273,50999.99999999999,Hydro,False,True,669.4081483351977,50999.99999999999,Hydro,0.0,100.0,0.0,-12.52281054297032,0.0,False
2031,current_policy,TUR,100.0,0.0,0.0,132.17418433860067,10000.0,Hydro,False,True,261.1809103702691,10000.000000000002,Hydro,0.0,100.0,0.0,-129.00672603166842,-1.8189894035458565e-12,False
2031,current_policy,USA,100.0,0.0,0.0,5144.548288590715,606000.0,Hydro,False,True,8524.303873630844,606000.0,Hydro,0.0,100.0,0.0,-3379.7555850401295,0.0,False
2031,current_policy,VNM,100.0,0.0,0.0,144.31352654038702,5000.0,Hydro,False,True,147.2727648075996,5000.0,Hydro,0.0,100.0,0.0,-2.9592382672125837,0.0,False
2031,current_policy,YUG,100.0,0.0,0.0,5.495647609751293,424.28843053098717,Hydro,False,True,5.495647609751293,424.28843053098717,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,AUS,0.0,0.0,0.0,0.0,12000.0,Direct,False,False,0.0,12000.0,Direct,0.0,0.0,0.0,0.0,0.0,False
2031,reference_policy,BEL,0.0,0.0,0.0,0.0,9000.0,Direct,False,False,0.0,9000.0,Direct,0.0,0.0,0.0,0.0,0.0,False
2031,reference_policy,BRA,100.0,0.0,0.0,261.2363002907059,10000.0,Hydro,False,True,261.2363002907059,10000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,CAN,100.0,0.0,0.0,1586.9447202024596,107000.0,Hydro,False,True,1586.9447202024596,107000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,CHE,100.0,0.0,0.0,320.8270622341883,24784.84939818184,Hydro,False,True,320.8270622341883,24784.84939818184,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,CHN,100.0,0.0,0.0,52904.100863982,3446917.7193360906,Hydro,False,True,52904.100863982,3446917.7193360906,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,CZE,100.0,0.0,0.0,33.225,1000.0,Hydro,False,True,33.225,1000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,DEU,100.0,0.0,0.0,1372.3051802824955,189000.0,Hydro,False,True,1372.3051802824955,189000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,ESP,100.0,0.0,0.0,1831.2702245245014,104000.00000000001,Hydro,False,True,1831.2702245245014,104000.00000000001,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,FIN,100.0,0.0,0.0,171.32816450164518,6999.999999999999,Hydro,False,True,171.32816450164518,6999.999999999999,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,FRA,0.0,0.0,0.0,0.0,94000.0,Direct,False,False,0.0,94000.0,Direct,0.0,0.0,0.0,0.0,0.0,False
2031,reference_policy,GBR,100.0,0.0,0.0,1212.1207253317473,143000.0,Hydro,False,True,1212.1207253317473,143000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,HUN,100.0,0.0,0.0,69.78683891469483,5078.098044647998,Hydro,False,True,69.78683891469483,5078.098044647998,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,IND,100.0,0.0,0.0,6615.163474829372,345999.99999999994,Hydro,False,True,6615.163474829372,345999.99999999994,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,ITA,100.0,0.0,0.0,2643.155881547798,97000.0,Hydro,False,True,2643.155881547798,97000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,JPN,100.0,0.0,0.0,279.55652306214745,21587.157538280517,Hydro,False,True,279.55652306214745,21587.157538280517,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,KOR,100.0,0.0,0.0,14650.422071653737,1066491.0522236377,Hydro,False,True,14650.422071653737,1066491.0522236377,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,NLD,100.0,0.0,0.0,268.73332787048713,30000.0,Hydro,False,True,268.73332787048713,30000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,NOR,100.0,0.0,0.0,184.6717548699695,14239.88986473151,Hydro,False,True,184.6717548699695,14239.88986473151,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,POL,100.0,0.0,0.0,853.998898850039,74000.0,Hydro,False,True,853.998898850039,74000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,ROM,100.0,0.0,0.0,30.397467099188304,1000.0,Hydro,False,True,30.397467099188304,1000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,RUS,100.0,0.0,0.0,1174.8097606806255,51000.0,Hydro,False,True,1174.8097606806255,51000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,SVK,100.0,0.0,0.0,0.1433655471826434,1000.0000000000001,Hydro,False,True,0.1433655471826434,1000.0000000000001,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,SWE,100.0,0.0,0.0,517.4021871405494,37631.458263516164,Hydro,False,True,517.4021871405494,37631.458263516164,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,THA,100.0,0.0,0.0,669.4081483351977,50999.99999999999,Hydro,False,True,669.4081483351977,50999.99999999999,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,TUR,100.0,0.0,0.0,261.1809103702691,10000.000000000002,Hydro,False,True,261.1809103702691,10000.000000000002,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,USA,100.0,0.0,0.0,8524.303873630844,606000.0,Hydro,False,True,8524.303873630844,606000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,VNM,100.0,0.0,0.0,147.2727648075996,5000.0,Hydro,False,True,147.2727648075996,5000.0,Hydro,0.0,100.0,0.0,0.0,0.0,False
2031,reference_policy,YUG,100.0,0.0,0.0,5.495647609751293,424.28843053098717,Hydro,False,True,5.495647609751293,424.28843053098717,Hydro,0.0,100.0,0.0,0.0,0.0,False
