year,policy_scenario,destination_iso3,technology,scrap_t,recovered_lithium_t,route_count,destination_recovered_lithium_t,destination_scrap_t,technology_share_pct
2031,reference_policy,ESP,Hydro,104000.00000000001,1831.2702245245014,1,1831.2702245245014,104000.00000000001,100.0
2031,reference_policy,FIN,Hydro,6999.999999999999,171.32816450164518,1,171.32816450164518,6999.999999999999,100.0
2031,reference_policy,FRA,Hydro,94000.0,0.0,1,0.0,94000.0,
2031,reference_policy,GBR,Hydro,143000.0,1212.1207253317473,1,1212.1207253317473,143000.0,100.0
2031,reference_policy,HUN,Hydro,5078.098044647998,69.78683891469483,1,69.78683891469483,5078.098044647998,100.0
2031,reference_policy,IND,Hydro,345999.99999999994,6615.163474829372,48,6615.163474829372,345999.99999999994,100.0
2031,reference_policy,ITA,Hydro,97000.0,2643.155881547798,1,2643.155881547798,97000.0,100.0
2031,reference_policy,JPN,Hydro,21587.157538280517,279.55652306214745,1,279.55652306214745,21587.157538280517,100.0
2031,reference_policy,KOR,Hydro,1066491.0522236377,14650.422071653737,24,14650.422071653737,1066491.0522236377,100.0
2031,reference_policy,NLD,Hydro,30000.0,268.73332787048713,1,268.73332787048713,30000.0,100.0
2031,reference_policy,NOR,Hydro,14239.88986473151,184.6717548699695,1,184.6717548699695,14239.88986473151,100.0
2031,reference_policy,POL,Hydro,74000.0,853.998898850039,1,853.998898850039,74000.0,100.0
2031,reference_policy,ROM,Hydro,1000.0,30.397467099188304,1,30.397467099188304,1000.0,100.0
2031,reference_policy,RUS,Hydro,51000.0,1174.8097606806255,12,1174.8097606806255,51000.0,100.0
2031,reference_policy,SVK,Hydro,1000.0000000000001,0.1433655471826434,1,0.1433655471826434,1000.0000000000001,100.0
2031,reference_policy,SWE,Hydro,37631.458263516164,517.4021871405494,1,517.4021871405494,37631.458263516164,100.0
2031,reference_policy,THA,Hydro,50999.99999999999,669.4081483351977,18,669.4081483351977,50999.99999999999,100.0
2031,reference_policy,TUR,Hydro,10000.000000000002,261.1809103702691,1,261.1809103702691,10000.000000000002,100.0
2031,reference_policy,USA,Hydro,606000.0,8524.303873630844,1,8524.303873630844,606000.0,100.0
2031,reference_policy,VNM,Hydro,5000.0,147.2727648075996,1,147.2727648075996,5000.0,100.0
2031,reference_policy,YUG,Hydro,424.28843053098717,5.495647609751293,1,5.495647609751293,424.28843053098717,100.0
