,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Australia,313316458.77723217,120100.20184587722,2.6087921082706127,high_collection,baseline
1,Belgium,239161147.95397568,50646.46615785207,4.722168516329878,high_collection,baseline
2,Brazil,294825830.6696903,202671.32246805597,1.4546992987434582,high_collection,baseline
3,Canada,609708049.2474965,1333291.3881328288,0.45729542294677633,high_collection,baseline
4,China,332385788.56882113,57317076.75227822,0.005799070842453764,high_collection,baseline
5,Czechia,158100559.4879899,20267.132246805602,7.800835242139838,high_collection,baseline
6,Finland,254939462.6504399,63665.21228415642,4.004376228458497,high_collection,baseline
7,France,463293021.98719454,276945.56491092686,1.6728667315405539,high_collection,baseline
8,Germany,494686869.6434258,324541.91685786797,1.524261871726333,high_collection,baseline
9,Hungary,196329171.55205193,35408.379345891626,5.544709336572097,high_collection,baseline
10,India,246027982.94674054,24888038.39907728,0.009885390684541133,high_collection,baseline
11,Italy,412228699.7467578,219364.64969803856,1.8791938460194106,high_collection,baseline
12,Japan,248330352.1483036,348493.20991497417,0.7125830434655859,high_collection,baseline
13,Korea,643153037.897382,14983233.259385554,0.04292484984804655,high_collection,baseline
14,Netherlands,274224664.1801996,75725.29501323678,3.6213086278800914,high_collection,baseline
15,Norway,158507078.78012383,22535.238820994367,7.0337430208396485,high_collection,baseline
16,Poland,349260712.8154874,153705.12373370063,2.2722776204949,high_collection,baseline
17,Romania,157040160.6666943,20267.132246805606,7.748514133835887,high_collection,baseline
18,Russian Federation,165968069.24964124,1377148.6830814844,0.12051572302147791,high_collection,baseline
19,Serbia,94246205.65648094,6491.658553931273,14.518047256106305,high_collection,baseline
20,Slovakia,157842372.575269,20267.132246805602,7.788096048968511,high_collection,baseline
21,Spain,375960397.5489654,177330.8242022002,2.1201074276871306,high_collection,baseline
22,Sweden,229662785.3616857,48712.84517138661,4.714624747408249,high_collection,baseline
23,Switzerland,192108561.60454175,35174.94005792708,5.461517810355099,high_collection,baseline
24,Thailand,167393583.12793738,1388897.6873975014,0.12052261635023477,high_collection,baseline
25,Turkey,360296641.1784842,202671.32246805597,1.7777386400351354,high_collection,baseline
26,USA,1216124678.4033089,10781854.285446748,0.11279364812459237,high_collection,baseline
27,United Kingdom,424423422.4638052,279087.21383430663,1.5207555252451812,high_collection,baseline
28,Viet Nam,132972031.5915558,243205.5869616672,0.5467474380533626,high_collection,baseline
