,country,type,recycling_m,net_profit
0,Afghanistan,LFP,Direct,0.0
3,Afghanistan,NCA,Direct,-14627.93981667262
6,Afghanistan,NMC111,Direct,-36566.76716898422
9,Afghanistan,NMC523,Direct,-31676.908499559195
12,Afghanistan,NMC622,Direct,0.0
15,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-58.90351983634896
21,Albania,NCA,Direct,6.396960986486593
25,Albania,NMC111,Hydro,3.5695855570868957
28,Albania,NMC523,Hydro,3.3207837716571054
30,Albania,NMC622,Direct,1.5915142582631272
33,Albania,NMC811,Direct,1.653330433980821
36,Algeria,LFP,Direct,0.0
39,Algeria,NCA,Direct,-1.1752401380273163
42,Algeria,NMC111,Direct,-17.49714685271077
45,Algeria,NMC523,Direct,-20.503704295115458
48,Algeria,NMC622,Direct,-20.459353915996346
51,Algeria,NMC811,Direct,-22.147982067686574
54,Andorra,LFP,Direct,0.0
57,Andorra,NCA,Direct,-125.70425814455425
60,Andorra,NMC111,Direct,-248.0175033475896
63,Andorra,NMC523,Direct,-231.15495570306302
66,Andorra,NMC622,Direct,-310.0664992996815
69,Andorra,NMC811,Direct,-343.31819516920723
72,Angola,LFP,Direct,0.0
75,Angola,NCA,Direct,-7.0494806723998344
78,Angola,NMC111,Direct,-28.998101977625673
81,Angola,NMC523,Direct,-30.82613501127667
84,Angola,NMC622,Direct,-34.988959533764366
87,Angola,NMC811,Direct,-38.36321197718286
90,Argentina,LFP,Direct,0.0
93,Argentina,NCA,Direct,4.894120829564862
97,Argentina,NMC111,Hydro,-4.51874546820759
100,Argentina,NMC523,Hydro,-3.340784174313226
102,Argentina,NMC622,Direct,-5.234887361644378
105,Argentina,NMC811,Direct,-5.090843845637998
108,Armenia,LFP,Direct,0.0
111,Armenia,NCA,Direct,-216.2987093263096
114,Armenia,NMC111,Direct,-440.08762340057535
117,Armenia,NMC523,Direct,-383.6550280612967
120,Armenia,NMC622,Direct,-534.2509461211248
123,Armenia,NMC811,Direct,-658.2217771267461
126,Aruba,LFP,Direct,0.0
129,Aruba,NCA,Direct,-253.8202667049681
132,Aruba,NMC111,Direct,-558.9022436304892
135,Aruba,NMC523,Direct,-460.8911234107467
138,Aruba,NMC622,Direct,-650.718557996878
141,Aruba,NMC811,Direct,-740.9328783596214
144,Australia,LFP,Direct,0.0
147,Australia,NCA,Direct,7.9990801206788325
151,Australia,NMC111,Hydro,4.713439862905404
154,Australia,NMC523,Hydro,4.577894583874905
157,Australia,NMC622,Hydro,3.3094980680093657
159,Australia,NMC811,Direct,3.982208944513769
162,Austria,LFP,Direct,-62.423248741994406
165,Austria,NCA,Direct,5.598604278982747
169,Austria,NMC111,Hydro,2.379790146287872
172,Austria,NMC523,Hydro,2.204972583980814
174,Austria,NMC622,Direct,0.3904073259667881
177,Austria,NMC811,Direct,0.23734347144974838
180,Azerbaijan,LFP,Direct,0.0
183,Azerbaijan,NCA,Direct,5.663850531490612
187,Azerbaijan,NMC111,Hydro,-1.6893933773701733
