,country,type,recycling_m,scrap,unit_cost,net_profit
0,Afghanistan,LFP,Direct,0.0,0.0,0.0
1,Afghanistan,NCA,Direct,0.0182460604327426,14638.486704383096,-14627.93981667262
2,Afghanistan,NMC111,Direct,0.00462766302657,36572.10378800187,-36566.76716898422
3,Afghanistan,NMC523,Direct,0.0057393739296778,31677.019322380576,-31676.908499559195
4,Afghanistan,NMC622,Direct,0.0,0.0,0.0
5,Afghanistan,NMC811,Direct,0.0,0.0,0.0
6,Albania,LFP,Direct,24.765506766402016,62.1593005821544,-58.90351983634896
7,Albania,NCA,Direct,9570.620949548658,4.1177712378337645,6.396960986486593
8,Albania,NMC111,Direct,5432.307659613195,5.330099135643002,-0.02701040356788765
9,Albania,NMC523,Direct,6107.561144332076,5.053002892536269,-4.974906200142907
10,Albania,NMC622,Direct,3025.828493102036,6.958852657699774,1.5915142582631272
11,Albania,NMC811,Direct,1884.4139939032236,8.634815133354854,1.653330433980821
12,Algeria,LFP,Direct,0.0,0.0,0.0
13,Algeria,NCA,Direct,915.596832583318,11.722127848502318,-1.1752401380273163
14,Algeria,NMC111,Direct,233.2270647772064,22.833765870362768,-17.49714685271077
15,Algeria,NMC523,Direct,287.6432568650081,20.61452711649546,-20.503704295115458
16,Algeria,NMC622,Direct,142.4104580004578,29.042221362001346,-20.459353915996346
17,Algeria,NMC811,Direct,113.30008974138876,32.46756234758657,-22.147982067686574
18,Andorra,LFP,Direct,0.0,0.0,0.0
19,Andorra,NCA,Direct,4.424378042262794,136.25114585502925,-125.70425814455425
20,Andorra,NMC111,Direct,1.134104997518821,253.3541223652416,-248.0175033475896
21,Andorra,NMC523,Direct,1.3854661799594947,231.26577852444302,-231.15495570306302
22,Andorra,NMC622,Direct,0.6856518671335555,318.6493667456865,-310.0664992996815
23,Andorra,NMC811,Direct,0.545516148650281,353.6377754491072,-343.31819516920723
24,Angola,LFP,Direct,0.0,0.0,0.0
25,Angola,NCA,Direct,397.9831595338573,17.596368382874836,-7.0494806723998344
26,Angola,NMC111,Direct,101.02359954546638,34.33472099527767,-28.998101977625673
27,Angola,NMC523,Direct,125.09647550443496,30.93695783265667,-30.82613501127667
28,Angola,NMC622,Direct,61.97205362492736,43.57182697976937,-34.988959533764366
29,Angola,NMC811,Direct,49.362519015780805,48.68279225708285,-38.36321197718286
30,Argentina,LFP,Direct,0.0,0.0,0.0
31,Argentina,NCA,Direct,4223.396561781031,5.644219978803398,4.894120829564862
32,Argentina,NMC111,Direct,1074.150447691608,10.904733354229545,-5.5770266592542574
33,Argentina,NMC523,Direct,1326.552609942336,9.852021293859988,-9.74989705098806
34,Argentina,NMC622,Direct,657.4598469399394,13.809116193157559,-5.234887361644378
35,Argentina,NMC811,Direct,523.9629991725886,15.402068804466229,-5.090843845637998
36,Armenia,LFP,Direct,0.0,0.0,0.0
37,Armenia,NCA,Direct,1.5185139967643058,226.8455970367846,-216.2987093263096
38,Armenia,NMC111,Direct,0.3498543958796767,445.4242424182274,-440.08762340057535
39,Armenia,NMC523,Direct,0.4837956276631062,383.7658508826767,-383.6550280612967
40,Armenia,NMC622,Direct,0.2275215435775056,542.8338135671298,-534.2509461211248
41,Armenia,NMC811,Direct,0.1446168987884002,668.5413574066462,-658.2217771267461
42,Aruba,LFP,Direct,0.0,0.0,0.0
43,Aruba,NCA,Direct,1.421006356518467,264.3671544154431,-253.8202667049681
44,Aruba,NMC111,Direct,0.2938307784389927,564.2388626481412,-558.9022436304892
45,Aruba,NMC523,Direct,0.4472440460735276,461.00194623212667,-460.8911234107467
46,Aruba,NMC622,Direct,0.2125778459885267,659.301425442883,-650.718557996878
47,Aruba,NMC811,Direct,0.1620461836315873,751.2524586395215,-740.9328783596214
48,Australia,LFP,Direct,0.0,0.0,0.0
49,Australia,NCA,Direct,32493.334667506693,2.4940888302858464,7.9990801206788325
50,Australia,NMC111,Direct,8240.224866301674,4.579585749742005,0.701017776850252
51,Australia,NMC523,Direct,10220.46593847129,4.162933426226792,-4.1067826768
52,Australia,NMC622,Direct,5063.648673523014,5.681882423610642,2.8466898346651734
53,Australia,NMC811,Direct,4032.427567956462,6.284856695850134,3.982208944513769
54,Austria,LFP,Direct,20.6544995765662,65.5996140698979,-62.423248741994406
55,Austria,NCA,Direct,7160.912176797512,4.829655194003512,5.598604278982747
56,Austria,NMC111,Direct,4062.699173775796,6.218945319613238,-1.006026458797637
57,Austria,NMC523,Direct,4567.838876047689,5.902197668029869,-5.91210830354253
58,Austria,NMC622,Direct,2263.749313824652,8.072558944300972,0.3904073259667881
59,Austria,NMC811,Direct,1411.4113586145902,9.966267653776704,0.23734347144974838
60,Azerbaijan,LFP,Direct,0.0,0.0,0.0
61,Azerbaijan,NCA,Direct,6429.131110918579,4.88303717898439,5.663850531490612
62,Azerbaijan,NMC111,Direct,1630.5090857636876,9.174129688808078,-3.8375106711560782
63,Azerbaijan,NMC523,Direct,2022.2685717067195,8.309599811938964,-8.198776990558965
64,Azerbaijan,NMC622,Direct,1001.8969449353676,11.475764960667414,-2.892897514662412
65,Azerbaijan,NMC811,Direct,797.7420000459877,12.742927642018241,-2.4233473621182426
66,Bahamas,LFP,Direct,0.0,0.0,0.0
67,Bahamas,NCA,Direct,0.0135913203347376,2474.808349515887,-2464.261461805412
68,Bahamas,NMC111,Direct,0.0035236817340248,4737.453567677744,-4732.116948660092
69,Bahamas,NMC523,Direct,0.0041699385075349,4368.846289484843,-4368.735466663463
70,Bahamas,NMC622,Direct,0.0,0.0,0.0
71,Bahamas,NMC811,Direct,0.0,0.0,0.0
72,Bahrain,LFP,Direct,0.0,0.0,0.0
73,Bahrain,NCA,Direct,0.6525264810015176,334.45732477364595,-323.91043706317095
74,Bahrain,NMC111,Direct,0.3853838600451839,426.0548994354942,-420.71828041784215
75,Bahrain,NMC523,Direct,0.2508548744854171,519.0122161921972,-518.9013933708172
76,Bahrain,NMC622,Direct,0.0862241996790093,847.9334614116889,-839.3505939656839
77,Bahrain,NMC811,Direct,0.0089309988186503,2404.3398620091066,-2394.0202817292065
78,Bangladesh,LFP,Direct,0.0,0.0,0.0
79,Bangladesh,NCA,Direct,1.5513457595612414,754.5411661566875,-743.9942784462125
