,country,total_netprofits,scrap,net_profit
0,Australia,252697105.27369782,120100.20184587722,2.1040522945829867
1,Belgium,-9495646.002084224,50646.46615785207,-0.1874888165442526
2,Brazil,668209418.7303481,202671.32246805597,3.297010206442344
3,Canada,5586246966.319071,1333291.3881328288,4.18981703177591
4,China,279332917309.6435,75404791.14065841,3.70444520943745
5,Czechia,-66186968.92917969,20267.132246805602,-3.265729365318161
6,Finland,33323787.16189802,63665.21228415642,0.5234222264611988
7,France,799067656.2526226,276945.56491092686,2.8852877875463516
8,Germany,984374973.7701068,324541.91685786797,3.033121216823312
9,Hungary,-34356658.81248666,35408.379345891626,-0.9702974111542614
10,India,117504496322.64685,24888038.39907728,4.7213241332431926
11,Italy,582508942.104643,219364.64969803856,2.655436702798206
12,Japan,1404046535.5097709,348493.20991497417,4.028906433649976
13,Korea,67588700475.41978,15183810.160457637,4.451366275076154
14,Netherlands,67816695.81883147,75725.29501323678,0.895561988988978
15,Norway,-55723340.1362989,22535.238820994367,-2.472720195198717
16,Poland,364279519.46543336,153705.12373370063,2.3699894357234315
17,Romania,-65125310.462873995,20267.132246805606,-3.2133461049053293
18,Russian Federation,6096729022.280171,1377148.6830814844,4.427066661123499
19,Serbia,-64105769.40794889,6491.658553931273,-9.875098771041676
20,Slovakia,-65937373.927558914,20267.132246805602,-3.2534141053898544
21,Spain,442254046.47250414,177330.8242022002,2.493949083371017
22,Sweden,-15282923.599417355,48712.84517138661,-0.3137349819261712
23,Switzerland,-33213046.847222064,35174.94005792708,-0.9442246892965811
24,Thailand,6348715448.366781,1388897.6873975014,4.571046165583962
25,Turkey,580695752.0227659,202671.32246805597,2.8652092706124828
26,USA,50517696555.90666,10781854.285446748,4.685436773533009
27,United Kingdom,890527093.8222216,279087.21383430663,3.1908559392152065
28,Viet Nam,1021131028.1970795,243205.5869616672,4.198633102774998
