,country,total_netprofits,scrap,net_profit
0,Australia,789752338.8908554,120100.20184587722,6.575778614463386
1,Belgium,247951522.15069836,50646.46615785207,4.895731942637359
2,Brazil,1471712831.6607997,202671.32246805597,7.2615741277001025
3,Canada,10331506173.488317,1333291.3881328288,7.74887340115261
4,China,352261395433.80896,57317076.75227822,6.145836727791728
5,Czechia,50007371.55808355,20267.132246805602,2.467412308219652
6,Finland,331843139.8170786,63665.21228415642,5.212314981939678
7,France,1905117477.9198408,276945.56491092686,6.879032269509634
8,Germany,2264384849.6438375,324541.91685786797,6.977172229606067
9,Hungary,149044428.5372287,35408.379345891626,4.20929823083027
10,India,202329186408.8525,24888038.39907728,8.129575467721628
11,Italy,1475284767.7306886,219364.64969803856,6.72526211384313
12,Japan,2696843608.001871,348493.20991497417,7.738582937268277
13,Korea,118039665619.35213,14983233.259385554,7.878117064313313
14,Netherlands,413999604.696783,75725.29501323678,5.4671243555329285
15,Norway,67013294.03252248,22535.238820994367,2.9737112867910365
16,Poland,1017840687.3231773,153705.12373370063,6.622034858685785
17,Romania,51226900.993026525,20267.132246805606,2.5275850756389393
18,Russian Federation,10738473873.948446,1377148.6830814844,7.797614016462058
19,Serbia,-17017542.278753147,6491.658553931273,-2.621447529529649
20,Slovakia,50352501.642068855,20267.132246805602,2.4844413619497225
21,Spain,1183302833.6431332,177330.8242022002,6.672854755887677
22,Sweden,220383560.11876804,48712.84517138661,4.524136484809944
23,Switzerland,142847024.83923015,35174.94005792708,4.061045295428667
24,Thailand,11134407805.924438,1388897.6873975014,8.016722834918061
25,Turkey,1405028513.4993773,202671.32246805597,6.9325472217256126
26,USA,87574993716.73665,10781854.285446748,8.122442707739484
27,United Kingdom,2000086115.6973712,279087.21383430663,7.166527223582579
28,Viet Nam,1901601012.1032457,243205.5869616672,7.818903487619988
