,country,total_netprofits,scrap,net_profit
0,Australia,872283842.7794371,120100.20184587722,7.262967333717105
1,Belgium,273248479.3170544,50646.46615785207,5.395213132253074
2,Brazil,1643484244.5075004,202671.32246805597,8.109110970875212
3,Canada,11736736643.197767,1333291.3881328288,8.802829409731775
4,China,590300229145.1134,75404791.14065841,7.828418064894319
5,Czechia,67007101.403317,20267.132246805602,3.306195498570268
6,Finland,369083232.2290119,63665.21228415642,5.797251261516034
7,France,2077944239.7212775,276945.56491092686,7.50307823268302
8,Germany,2470403571.715563,324541.91685786797,7.611970729800883
9,Hungary,171233468.79572785,35408.379345891626,4.835958944153025
10,India,235768678979.10614,24888038.39907728,9.473172421167881
11,Italy,1607923342.131395,219364.64969803856,7.32991092386465
12,Japan,3056292299.0688887,348493.20991497417,8.77001965063987
13,Korea,142342165512.8668,15183810.160457637,9.374601237017615
14,Netherlands,457917986.6031269,75725.29501323678,6.047094125194003
15,Norway,87812472.79021357,22535.238820994367,3.896673715674376
16,Poland,1107757489.6115983,153705.12373370063,7.2070303364175805
17,Romania,67982440.58976342,20267.132246805606,3.354319681832561
18,Russian Federation,12583601199.616266,1377148.6830814844,9.13743109528262
19,Serbia,-4533606.464869991,6491.658553931273,-0.698374140784791
20,Slovakia,67311154.65420276,20267.132246805602,3.3211977814380713
21,Spain,1288777590.587534,177330.8242022002,7.267645635696221
22,Sweden,249632177.544234,48712.84517138661,5.124565741663253
23,Switzerland,171539589.94388908,35174.94005792708,4.8767557147615
24,Thailand,12910223946.15941,1388897.6873975014,9.295302356180333
25,Turkey,1574458483.663601,202671.32246805597,7.768531159171565
26,USA,104276672018.0801,10781854.285446748,9.671497059539362
27,United Kingdom,2245929748.7032623,279087.21383430663,8.047411838926685
28,Viet Nam,2176846498.3189297,243205.5869616672,8.95064346799744
