,country,type,recycling_m,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,LFP,Hydro,0.0,high_collection,baseline
1,Afghanistan,NCA,Hydro,-304015.35992772254,high_collection,baseline
2,Afghanistan,NMC111,Hydro,-1084208.1291359204,high_collection,baseline
3,Afghanistan,NMC523,Hydro,-888079.0724861027,high_collection,baseline
4,Afghanistan,NMC622,Hydro,0.0,high_collection,baseline
5,Afghanistan,NMC811,Hydro,0.0,high_collection,baseline
6,Albania,LFP,Hydro,-151.30925430113402,high_collection,baseline
7,Albania,NCA,Hydro,5.309868205500165,high_collection,baseline
8,Albania,NMC111,Hydro,3.5695855570868957,high_collection,baseline
9,Albania,NMC523,Hydro,3.3207837716571054,high_collection,baseline
10,Albania,NMC622,Hydro,1.341151856337198,high_collection,baseline
11,Albania,NMC811,Hydro,-1.261189605549801,high_collection,baseline
12,Algeria,LFP,Hydro,0.0,high_collection,baseline
13,Algeria,NCA,Hydro,-5.743697358957061,high_collection,baseline
14,Algeria,NMC111,Hydro,-28.80378648842079,high_collection,baseline
15,Algeria,NMC523,Hydro,-24.353903800407238,high_collection,baseline
16,Algeria,NMC622,Hydro,-44.12785048246406,high_collection,baseline
17,Algeria,NMC811,Hydro,-53.36466127624731,high_collection,baseline
18,Andorra,LFP,Hydro,0.0,high_collection,baseline
19,Andorra,NCA,Hydro,-463.1197705565942,high_collection,baseline
20,Andorra,NMC111,Hydro,-1140.5975871976389,high_collection,baseline
21,Andorra,NMC523,Hydro,-1000.2070566417922,high_collection,baseline
22,Andorra,NMC622,Hydro,-1588.4415117065744,high_collection,baseline
23,Andorra,NMC811,Hydro,-1846.1442132230775,high_collection,baseline
24,Angola,LFP,Hydro,0.0,high_collection,baseline
25,Angola,NCA,Hydro,-16.9560740775504,high_collection,baseline
26,Angola,NMC111,Hydro,-58.12629575285321,high_collection,baseline
27,Angola,NMC523,Hydro,-49.51817042212486,high_collection,baseline
28,Angola,NMC622,Hydro,-85.21972750131611,high_collection,baseline
29,Angola,NMC811,Hydro,-101.48771297290622,high_collection,baseline
30,Argentina,LFP,Hydro,0.0,high_collection,baseline
31,Argentina,NCA,Hydro,3.6795379327428193,high_collection,baseline
32,Argentina,NMC111,Hydro,-4.51874546820759,high_collection,baseline
33,Argentina,NMC523,Hydro,-3.340784174313226,high_collection,baseline
34,Argentina,NMC622,Hydro,-9.925007110387629,high_collection,baseline
35,Argentina,NMC811,Hydro,-13.269194233750026,high_collection,baseline
36,Armenia,LFP,Hydro,0.0,high_collection,baseline
37,Armenia,NCA,Hydro,-1000.8310036744292,high_collection,baseline
38,Armenia,NMC111,Hydro,-2667.863981379815,high_collection,baseline
39,Armenia,NMC523,Hydro,-2150.091609264418,high_collection,baseline
40,Armenia,NMC622,Hydro,-3553.279545438231,high_collection,baseline
41,Armenia,NMC811,Hydro,-4804.241474131988,high_collection,baseline
42,Aruba,LFP,Hydro,0.0,high_collection,baseline
43,Aruba,NCA,Hydro,-1403.471824453027,high_collection,baseline
44,Aruba,NMC111,Hydro,-4327.764988174066,high_collection,baseline
45,Aruba,NMC523,Hydro,-3207.615159705754,high_collection,baseline
46,Aruba,NMC622,Hydro,-5451.474708863513,high_collection,baseline
47,Aruba,NMC811,Hydro,-6615.345497357463,high_collection,baseline
48,Australia,LFP,Hydro,0.0,high_collection,baseline
49,Australia,NCA,Hydro,7.057047270845985,high_collection,baseline
50,Australia,NMC111,Hydro,4.713439862905404,high_collection,baseline
51,Australia,NMC523,Hydro,4.577894583874905,high_collection,baseline
52,Australia,NMC622,Hydro,3.3094980680093657,high_collection,baseline
53,Australia,NMC811,Hydro,2.3500128153158197,high_collection,baseline
54,Austria,LFP,Hydro,-161.61463354514044,high_collection,baseline
55,Austria,NCA,Hydro,4.434288162713414,high_collection,baseline
56,Austria,NMC111,Hydro,2.379790146287872,high_collection,baseline
57,Austria,NMC523,Hydro,2.204972583980814,high_collection,baseline
58,Austria,NMC622,Hydro,-0.2837973707894158,high_collection,baseline
59,Austria,NMC811,Hydro,-3.3530192107602117,high_collection,baseline
60,Azerbaijan,LFP,Hydro,0.0,high_collection,baseline
61,Azerbaijan,NCA,Hydro,4.510353661263894,high_collection,baseline
62,Azerbaijan,NMC111,Hydro,-1.6893933773701733,high_collection,baseline
63,Azerbaijan,NMC523,Hydro,-0.9661245936218226,high_collection,baseline
64,Azerbaijan,NMC622,Hydro,-5.55996060312718,high_collection,baseline
65,Azerbaijan,NMC811,Hydro,-7.9789160788456535,high_collection,baseline
66,Bahamas,LFP,Hydro,0.0,high_collection,baseline
67,Bahamas,NCA,Hydro,-38654.07861431968,high_collection,baseline
68,Bahamas,NMC111,Hydro,-101063.24521639515,high_collection,baseline
69,Bahamas,NMC523,Hydro,-89646.07431764547,high_collection,baseline
70,Bahamas,NMC622,Hydro,0.0,high_collection,baseline
71,Bahamas,NMC811,Hydro,0.0,high_collection,baseline
72,Bahrain,LFP,Hydro,0.0,high_collection,baseline
73,Bahrain,NCA,Hydro,-1760.2984013135651,high_collection,baseline
74,Bahrain,NMC111,Hydro,-2501.3487162434467,high_collection,baseline
75,Bahrain,NMC523,Hydro,-3330.1152799436177,high_collection,baseline
76,Bahrain,NMC622,Hydro,-6776.346402985159,high_collection,baseline
77,Bahrain,NMC811,Hydro,-30583.43745686217,high_collection,baseline
78,Bangladesh,LFP,Hydro,0.0,high_collection,baseline
79,Bangladesh,NCA,Hydro,-4941.095288952668,high_collection,baseline
80,Bangladesh,NMC111,Hydro,-16733.376035237317,high_collection,baseline
81,Bangladesh,NMC523,Hydro,-14831.676722247545,high_collection,baseline
82,Bangladesh,NMC622,Hydro,-28616.97340865975,high_collection,baseline
83,Bangladesh,NMC811,Hydro,-35350.03513729555,high_collection,baseline
84,Barbados,LFP,Hydro,0.0,high_collection,baseline
85,Barbados,NCA,Hydro,-3747.84898342982,high_collection,baseline
86,Barbados,NMC111,Hydro,-9966.381853715218,high_collection,baseline
87,Barbados,NMC523,Hydro,-8549.639678163447,high_collection,baseline
88,Barbados,NMC622,Hydro,-14099.96067272186,high_collection,baseline
89,Barbados,NMC811,Hydro,-16766.30359573811,high_collection,baseline
90,Belarus,LFP,Hydro,0.0,high_collection,baseline
91,Belarus,NCA,Hydro,6.421431494285857,high_collection,baseline
92,Belarus,NMC111,Hydro,2.8711264860796932,high_collection,baseline
93,Belarus,NMC523,Hydro,3.0132915635537323,high_collection,baseline
94,Belarus,NMC622,Hydro,0.6449493749392126,high_collection,baseline
95,Belarus,NMC811,Hydro,-0.8135224540249126,high_collection,baseline
96,Belgium,LFP,Hydro,-142.7810640170963,high_collection,baseline
97,Belgium,NCA,Hydro,5.130950396502118,high_collection,baseline
98,Belgium,NMC111,Hydro,3.3532479043001797,high_collection,baseline
99,Belgium,NMC523,Hydro,3.114326700976779,high_collection,baseline
100,Belgium,NMC622,Hydro,1.0914776136873874,high_collection,baseline
101,Belgium,NMC811,Hydro,-1.5402496274261317,high_collection,baseline
102,Benin,LFP,Hydro,0.0,high_collection,baseline
103,Benin,NCA,Hydro,7.623931317668705,high_collection,baseline
104,Benin,NMC111,Hydro,5.956167931648752,high_collection,baseline
105,Benin,NMC523,Hydro,5.674303749204385,high_collection,baseline
106,Benin,NMC622,Hydro,4.955077165705102,high_collection,baseline
107,Benin,NMC811,Hydro,4.226439681844813,high_collection,baseline
108,Bermuda,LFP,Hydro,0.0,high_collection,baseline
109,Bermuda,NCA,Hydro,-2598.606570550112,high_collection,baseline
110,Bermuda,NMC111,Hydro,-3611.4744332048917,high_collection,baseline
111,Bermuda,NMC523,Hydro,-4655.421493237071,high_collection,baseline
112,Bermuda,NMC622,Hydro,-9917.951777445302,high_collection,baseline
113,Bermuda,NMC811,Hydro,-35905.369963174184,high_collection,baseline
114,Bolivia (Plurinational State of),LFP,Hydro,0.0,high_collection,baseline
115,Bolivia (Plurinational State of),NCA,Hydro,5.08255322979325,high_collection,baseline
116,Bolivia (Plurinational State of),NMC111,Hydro,-0.8307956383730168,high_collection,baseline
117,Bolivia (Plurinational State of),NMC523,Hydro,-0.14336456227725236,high_collection,baseline
118,Bolivia (Plurinational State of),NMC622,Hydro,-4.663658295211427,high_collection,baseline
119,Bolivia (Plurinational State of),NMC811,Hydro,-7.095436727975265,high_collection,baseline
120,Bosnia Herzegovina,LFP,Hydro,0.0,high_collection,baseline
121,Bosnia Herzegovina,NCA,Hydro,-7.392444903798383,high_collection,baseline
122,Bosnia Herzegovina,NMC111,Hydro,-30.74835327924236,high_collection,baseline
123,Bosnia Herzegovina,NMC523,Hydro,-26.230242623966852,high_collection,baseline
124,Bosnia Herzegovina,NMC622,Hydro,-45.45747787352028,high_collection,baseline
125,Bosnia Herzegovina,NMC811,Hydro,-54.24920552148927,high_collection,baseline
126,Botswana,LFP,Hydro,0.0,high_collection,baseline
127,Botswana,NCA,Hydro,-15.110825861325374,high_collection,baseline
128,Botswana,NMC111,Hydro,-53.38139821239313,high_collection,baseline
129,Botswana,NMC523,Hydro,-45.35864181260226,high_collection,baseline
130,Botswana,NMC622,Hydro,-78.40355596332152,high_collection,baseline
131,Botswana,NMC811,Hydro,-93.45729175167396,high_collection,baseline
132,Brazil,LFP,Hydro,0.0,high_collection,baseline
133,Brazil,NCA,Hydro,8.461424385219589,high_collection,baseline
134,Brazil,NMC111,Hydro,8.141644753483314,high_collection,baseline
135,Brazil,NMC523,Hydro,7.554367307752478,high_collection,baseline
136,Brazil,NMC622,Hydro,8.02716524276852,high_collection,baseline
137,Brazil,NMC811,Hydro,7.829228826545808,high_collection,baseline
138,Brunei Darussalam,LFP,Hydro,0.0,high_collection,baseline
139,Brunei Darussalam,NCA,Hydro,-440.05096922186203,high_collection,baseline
140,Brunei Darussalam,NMC111,Hydro,-1590.8242627597322,high_collection,baseline
141,Brunei Darussalam,NMC523,Hydro,-1304.6367613724442,high_collection,baseline
142,Brunei Darussalam,NMC622,Hydro,-2508.7721923467043,high_collection,baseline
143,Brunei Darussalam,NMC811,Hydro,-3100.0417120700727,high_collection,baseline
144,Bulgaria,LFP,Hydro,-108.67743743606307,high_collection,baseline
145,Bulgaria,NCA,Hydro,6.706301573489674,high_collection,baseline
146,Bulgaria,NMC111,Hydro,5.526673796731915,high_collection,baseline
147,Bulgaria,NMC523,Hydro,5.145598264116415,high_collection,baseline
148,Bulgaria,NMC622,Hydro,4.110912906201009,high_collection,baseline
149,Bulgaria,NMC811,Hydro,2.4073705452236664,high_collection,baseline
150,Burkina Faso,LFP,Hydro,0.0,high_collection,baseline
151,Burkina Faso,NCA,Hydro,5.857411636887247,high_collection,baseline
152,Burkina Faso,NMC111,Hydro,1.3478647585489982,high_collection,baseline
153,Burkina Faso,NMC523,Hydro,1.7097677763402448,high_collection,baseline
154,Burkina Faso,NMC622,Hydro,-1.521967556967283,high_collection,baseline
155,Burkina Faso,NMC811,Hydro,-3.369013258983145,high_collection,baseline
156,Burundi,LFP,Hydro,0.0,high_collection,baseline
157,Burundi,NCA,Hydro,-3.732477718196762,high_collection,baseline
158,Burundi,NMC111,Hydro,-23.664101816315643,high_collection,baseline
159,Burundi,NMC523,Hydro,-19.81115370372016,high_collection,baseline
160,Burundi,NMC622,Hydro,-36.68369636186389,high_collection,baseline
161,Burundi,NMC811,Hydro,-44.602034371085864,high_collection,baseline
162,C?te d'Ivoire,LFP,Hydro,0.0,high_collection,baseline
163,C?te d'Ivoire,NCA,Hydro,-11.402440774753398,high_collection,baseline
164,C?te d'Ivoire,NMC111,Hydro,-43.63243309223505,high_collection,baseline
165,C?te d'Ivoire,NMC523,Hydro,-37.04021745171382,high_collection,baseline
166,C?te d'Ivoire,NMC622,Hydro,-64.83689045400166,high_collection,baseline
167,C?te d'Ivoire,NMC811,Hydro,-77.60720113227485,high_collection,baseline
168,Cabo Verde,LFP,Hydro,0.0,high_collection,baseline
169,Cabo Verde,NCA,Hydro,-92.94404053147261,high_collection,baseline
170,Cabo Verde,NMC111,Hydro,-256.4039179260052,high_collection,baseline
171,Cabo Verde,NMC523,Hydro,-220.02846982082406,high_collection,baseline
172,Cabo Verde,NMC622,Hydro,-363.78305091574856,high_collection,baseline
173,Cabo Verde,NMC811,Hydro,-428.17062713330847,high_collection,baseline
174,Cambodia,LFP,Hydro,0.0,high_collection,baseline
175,Cambodia,NCA,Hydro,7.184989918136303,high_collection,baseline
176,Cambodia,NMC111,Hydro,3.6001841959248093,high_collection,baseline
177,Cambodia,NMC523,Hydro,3.8333003774840937,high_collection,baseline
178,Cambodia,NMC622,Hydro,0.8992505834490805,high_collection,baseline
179,Cambodia,NMC811,Hydro,-0.972677739198323,high_collection,baseline
180,Cameroon,LFP,Hydro,0.0,high_collection,baseline
181,Cameroon,NCA,Hydro,-3620.0005516763104,high_collection,baseline
182,Cameroon,NMC111,Hydro,-4457.777150017009,high_collection,baseline
183,Cameroon,NMC523,Hydro,-8583.894413326447,high_collection,baseline
184,Cameroon,NMC622,Hydro,-20425.5264989368,high_collection,baseline
185,Cameroon,NMC811,Hydro,0.0,high_collection,baseline
186,Canada,LFP,Hydro,0.0,high_collection,baseline
187,Canada,NCA,Hydro,8.07872451366677,high_collection,baseline
188,Canada,NMC111,Hydro,7.355978119205772,high_collection,baseline
189,Canada,NMC523,Hydro,6.860705518230938,high_collection,baseline
190,Canada,NMC622,Hydro,6.989664583544007,high_collection,baseline
191,Canada,NMC811,Hydro,6.643415769213145,high_collection,baseline
192,Cayman Isds,LFP,Hydro,0.0,high_collection,baseline
193,Cayman Isds,NCA,Hydro,-34203.7465010996,high_collection,baseline
194,Cayman Isds,NMC111,Hydro,-90839.10866394234,high_collection,baseline
195,Cayman Isds,NMC523,Hydro,-77930.76013877969,high_collection,baseline
196,Cayman Isds,NMC622,Hydro,0.0,high_collection,baseline
197,Cayman Isds,NMC811,Hydro,0.0,high_collection,baseline
198,Chile,LFP,Hydro,0.0,high_collection,baseline
199,Chile,NCA,Hydro,6.974973742213814,high_collection,baseline
