,country,total_netprofits,scrap,net_profit
0,Argentina,-20330269.556871947,5260.052364340501,-3.865031780804511
1,Australia,57975592.792734146,19455.254358429866,2.9799452489611684
2,Belgium,10352998.408070724,13469.022248143749,0.7686525582432338
3,Brazil,18287544333.434917,2287224.7378787096,7.995517025753985
4,Canada,1397443538.658235,199042.2176670132,7.020839875267478
5,China,29079840204.416557,6028648.403376309,4.823608586649466
6,Czechia,-33102912.15067541,1496.558027571528,-22.119364261733082
7,Finland,-6509996.261340061,10475.906193000697,-0.6214255971182338
8,France,964529337.0673181,151152.3607847243,6.381172824955275
9,Germany,1631440080.77459,240705.07210309475,6.777755310764033
10,Hungary,857328777.2417651,134453.0599378551,6.376417001130557
11,India,6831477898.433069,870654.7169669501,7.846368675554297
12,Italy,1067540118.3148423,164621.38303286806,6.484820493226563
13,Japan,3609014891.4877443,476216.5192938991,7.578516799121
14,Korea,20377145089.38816,2611440.3762150947,7.803029039063065
15,Netherlands,242680404.92117763,50882.972937431936,4.7693833695524965
16,Norway,1390146781.808251,214411.66876130743,6.483540703914879
17,Paraguay,-30826997.5671171,944.2091768502656,-32.648483326492496
18,Poland,762010964.3205003,119724.64220572222,6.364696108351201
19,Romania,-33397669.096877936,1496.5580275715279,-22.316320838606238
20,Russian Federation,386268718.5135196,58351.75369115515,6.619659120409084
21,Serbia,-28792980.75038736,1002.4452018749267,-28.722747833531763
22,Slovakia,-33211024.187083595,1496.558027571528,-22.191604719113556
23,Spain,1097872196.208503,166025.23740241668,6.612682586006182
24,Sweden,1492236139.714424,229854.87914883893,6.492079460049877
25,Switzerland,485975943.7960635,88508.22565316089,5.490743263800904
26,Thailand,648710489.5478939,89461.76156480378,7.25125995957485
27,Turkey,28576753.179370113,14965.580275715278,1.90949850609814
28,USA,8712395432.586727,1104459.8243477875,7.888376960865575
29,United Kingdom,1440569053.441051,206810.54766849655,6.965645948340056
30,Uruguay,-27860426.796645526,470.0937978840513,-59.26567617366716
31,Viet Nam,10218547.621490937,8979.348165429168,1.1380055025411235
