Year,country,iso3,object_scope,policy_count,active_policy_ids,source_basis,collection_rate_floor,li_recovery_efficiency_floor,recycled_content_li_min,traceability_requirement,battery_passport_requirement,epr_strength,domestic_content_pressure,hazardous_transport_penalty,storage_deployment_target_gwh,ev_sales_target,policy_collection_multiplier,policy_recovery_multiplier,secondary_li_demand_pull,trade_policy_penalty_multiplier
2027,Australia,AUS,ev_power_battery,1,AUS_BCYCLE,stewardship_scheme,0.3,0.0,0.0,0.3,0.1,0.4,0.2,0.1,0.0,0.0,1.11,1.0,0.013000000000000001,1.1
2027,Australia,AUS,stationary_storage_battery,1,AUS_BCYCLE,stewardship_scheme,0.3,0.0,0.0,0.3,0.1,0.4,0.2,0.1,0.0,0.0,1.11,1.0,0.013000000000000001,1.1
2027,Austria,AUT,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Austria,AUT,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Belgium,BEL,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Belgium,BEL,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Bulgaria,BGR,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Bulgaria,BGR,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Canada,CAN,ev_power_battery,2,CAN_ZEV_STANDARD_2026;CAN_CRITICAL_MINERALS,regulation;official_strategy,0.35,0.0,0.0,0.3,0.1,0.4,0.5,0.1,0.0,0.2,1.11,1.0,0.028,1.1
2027,Canada,CAN,stationary_storage_battery,1,CAN_CRITICAL_MINERALS,official_strategy,0.0,0.0,0.0,0.2,0.1,0.3,0.5,0.1,0.0,0.0,1.08,1.0,0.028,1.1
2027,China,CHN,ev_power_battery,2,CHN_POWER_BATT_2024;CHN_POWER_BATT_2026,regulation_proxy;regulation,0.75,0.9,0.0,1.0,0.4,1.0,0.3,0.2,0.0,0.0,1.3,1.135,0.027,1.2
2027,China,CHN,stationary_storage_battery,1,CHN_NEW_STORAGE_2027,official_target,0.35,0.0,0.0,0.3,0.2,0.4,0.2,0.1,180.0,0.0,1.11,1.0,0.016,1.1
2027,Croatia,HRV,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Croatia,HRV,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Cyprus,CYP,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Cyprus,CYP,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Czechia,CZE,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Czechia,CZE,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Denmark,DNK,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Denmark,DNK,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Estonia,EST,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Estonia,EST,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Finland,FIN,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Finland,FIN,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,France,FRA,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,France,FRA,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Germany,DEU,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Germany,DEU,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Greece,GRC,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Greece,GRC,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Hungary,HUN,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Hungary,HUN,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,India,IND,ev_power_battery,2,IND_BWM_EPR;IND_PM_EDRIVE,regulation;official_target,0.45,0.0,0.0,0.6,0.2,0.8,0.3,0.2,0.0,0.0,1.2200000000000002,1.0,0.020999999999999998,1.2
2027,India,IND,stationary_storage_battery,2,IND_BWM_EPR;IND_STORAGE_OBLIGATION,regulation;official_target,0.45,0.0,0.0,0.6,0.2,0.8,0.2,0.2,0.0,0.0,1.2200000000000002,1.0,0.016,1.2
2027,Ireland,IRL,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Ireland,IRL,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Italy,ITA,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Italy,ITA,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Korea,KOR,ev_power_battery,1,KOR_EV_BATT_CIRCULARITY,regulation_proxy,0.4,0.0,0.0,0.5,0.1,0.5,0.5,0.1,0.0,0.0,1.1500000000000001,1.0,0.028,1.1
2027,Latvia,LVA,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Latvia,LVA,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Lithuania,LTU,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Lithuania,LTU,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Luxembourg,LUX,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Luxembourg,LUX,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Malta,MLT,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Malta,MLT,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Netherlands,NLD,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Netherlands,NLD,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Poland,POL,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Poland,POL,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Portugal,PRT,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Portugal,PRT,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Romania,ROM,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Romania,ROM,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Slovakia,SVK,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Slovakia,SVK,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Slovenia,SVN,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Slovenia,SVN,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Spain,ESP,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Spain,ESP,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Sweden,SWE,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,Sweden,SWE,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2027,USA,USA,ev_power_battery,2,USA_IRA_EV_MINERALS;USA_EPA_LI_ION_WASTE,regulation;regulation_proxy,0.35,0.0,0.0,0.4,0.2,0.4,0.8,0.5,0.0,0.0,1.12,1.0,0.046000000000000006,1.5
2027,USA,USA,stationary_storage_battery,2,USA_EPA_LI_ION_WASTE;USA_STORAGE_2030,regulation_proxy;official_target,0.35,0.0,0.0,0.3,0.1,0.4,0.6,0.5,0.0,0.0,1.11,1.0,0.033,1.5
2030,Australia,AUS,ev_power_battery,1,AUS_BCYCLE,stewardship_scheme,0.3,0.0,0.0,0.3,0.1,0.4,0.2,0.1,0.0,0.0,1.11,1.0,0.013000000000000001,1.1
2030,Australia,AUS,stationary_storage_battery,1,AUS_BCYCLE,stewardship_scheme,0.3,0.0,0.0,0.3,0.1,0.4,0.2,0.1,0.0,0.0,1.11,1.0,0.013000000000000001,1.1
2030,Austria,AUT,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Austria,AUT,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Belgium,BEL,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Belgium,BEL,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Bulgaria,BGR,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Bulgaria,BGR,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Canada,CAN,ev_power_battery,2,CAN_ZEV_STANDARD_2030;CAN_CRITICAL_MINERALS,regulation;official_strategy,0.35,0.0,0.0,0.3,0.1,0.4,0.5,0.1,0.0,0.6,1.11,1.0,0.028,1.1
2030,Canada,CAN,stationary_storage_battery,1,CAN_CRITICAL_MINERALS,official_strategy,0.0,0.0,0.0,0.2,0.1,0.3,0.5,0.1,0.0,0.0,1.08,1.0,0.028,1.1
2030,China,CHN,ev_power_battery,2,CHN_POWER_BATT_2024;CHN_POWER_BATT_2026,regulation_proxy;regulation,0.75,0.9,0.0,1.0,0.4,1.0,0.3,0.2,0.0,0.0,1.3,1.135,0.027,1.2
2030,Croatia,HRV,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Croatia,HRV,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Cyprus,CYP,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Cyprus,CYP,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Czechia,CZE,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Czechia,CZE,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Denmark,DNK,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Denmark,DNK,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Estonia,EST,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Estonia,EST,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Finland,FIN,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Finland,FIN,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,France,FRA,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,France,FRA,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Germany,DEU,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Germany,DEU,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Greece,GRC,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Greece,GRC,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Hungary,HUN,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Hungary,HUN,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,India,IND,ev_power_battery,1,IND_BWM_EPR,regulation,0.45,0.0,0.0,0.6,0.2,0.8,0.2,0.2,0.0,0.0,1.2200000000000002,1.0,0.016,1.2
2030,India,IND,stationary_storage_battery,2,IND_BWM_EPR;IND_STORAGE_OBLIGATION,regulation;official_target,0.45,0.0,0.0,0.6,0.2,0.8,0.2,0.2,0.0,0.0,1.2200000000000002,1.0,0.016,1.2
2030,Ireland,IRL,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Ireland,IRL,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Italy,ITA,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Italy,ITA,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Japan,JPN,stationary_storage_battery,1,JPN_BATTERY_STORAGE_2030,official_strategy,0.3,0.0,0.0,0.2,0.1,0.3,0.5,0.1,24.0,0.0,1.08,1.0,0.028,1.1
2030,Korea,KOR,ev_power_battery,1,KOR_EV_BATT_CIRCULARITY,regulation_proxy,0.4,0.0,0.0,0.5,0.1,0.5,0.5,0.1,0.0,0.0,1.1500000000000001,1.0,0.028,1.1
2030,Latvia,LVA,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Latvia,LVA,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Lithuania,LTU,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Lithuania,LTU,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Luxembourg,LUX,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Luxembourg,LUX,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Malta,MLT,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Malta,MLT,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Netherlands,NLD,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Netherlands,NLD,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Poland,POL,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Poland,POL,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Portugal,PRT,ev_power_battery,1,EU_BATT_REG_EV_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
2030,Portugal,PRT,stationary_storage_battery,1,EU_BATT_REG_STORAGE_2027,regulation,0.0,0.5,0.0,0.8,0.6,0.8,0.3,0.3,0.0,0.0,1.2400000000000002,1.075,0.033,1.3
