,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
ABW,0.0,0.0,3.0666619611542147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,370.6008734449523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,12783.782278850415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.330084482179359,0.0,0.0
ARE,0.0,429.70960491401877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6744.998132330969
ARM,0.0,5.270533261790925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.0,0.0,0.0,0.0,31732.29865865019,0.0,0.0,0.0,0.0,0.0
AZE,0.0,2669.638525330786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDI,0.0,694.7949245914896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,8.117216294903496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFA,0.0,2801.3514927585284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,0.0,0.0,0.0,3.8802556130181736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,47453.678608819515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,0.0,4.440552073379743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,498.1872358415625,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,7951.933960805038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMU,0.0,0.0,0.0,3.532835712693185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOL,0.0,0.0,4746.893295845726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,0.0,0.0,0.0,42.32466593694559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,762.4798208836437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,5808.407548814434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV,0.0,566.6757976364097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,2.5586717394970306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG,0.0,5.0666550713432175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0,0.0,7519.425897874234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM,0.0,12.677224849297946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPV,0.0,0.0,0.0,0.0,22.787302530061474,0.0,0.0,0.0,0.0,0.0,0.0
