,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Hydro,0.0
11,Afghanistan,NCA,Hydro,-37832.05665826275
7,Afghanistan,NMC111,Hydro,-134939.51300638748
10,Afghanistan,NMC523,Hydro,-110528.70317065132
8,Afghanistan,NMC622,Hydro,-211929.4568681904
9,Afghanistan,NMC811,Hydro,-947853.6705315543
18,Albania,LFP,Hydro,-49084.366096119695
23,Albania,NCA,Hydro,-1181.3079066084865
19,Albania,NMC111,Hydro,-1660.6777534051596
22,Albania,NMC523,Hydro,-1556.110862007751
20,Albania,NMC622,Hydro,-2516.6941616853633
21,Albania,NMC811,Hydro,-3719.2654173703363
264,Algeria,LFP,Hydro,0.0
269,Algeria,NCA,Hydro,-145.30491188295437
265,Algeria,NMC111,Hydro,-162.29906903698517
268,Algeria,NMC523,Hydro,-285.8753923532048
266,Algeria,NMC622,Hydro,-752.1849930688086
267,Algeria,NMC811,Hydro,-3550.457878425169
24,Andorra,LFP,Hydro,0.0
29,Andorra,NCA,Hydro,-2712.710061889091
25,Andorra,NMC111,Hydro,-3271.057477611877
28,Andorra,NMC523,Hydro,-5143.22583488342
26,Andorra,NMC622,Hydro,-11648.222604319268
27,Andorra,NMC811,Hydro,-44606.360680914484
12,Angola,LFP,Hydro,0.0
17,Angola,NCA,Hydro,-340.73524775617636
13,Angola,NMC111,Hydro,-580.6206497443526
16,Angola,NMC523,Hydro,-710.1540859154674
14,Angola,NMC622,Hydro,-1352.0235573926716
15,Angola,NMC811,Hydro,-5101.884246842847
36,Argentina,LFP,Hydro,0.0
41,Argentina,NCA,Hydro,-43.585582968254116
37,Argentina,NMC111,Hydro,-63.421616205134015
40,Argentina,NMC523,Hydro,-82.66563340913267
38,Argentina,NMC622,Hydro,-170.60633746962372
39,Argentina,NMC811,Hydro,-343.4682239742163
42,Armenia,LFP,Hydro,0.0
47,Armenia,NCA,Hydro,-422.4498268267579
43,Armenia,NMC111,Hydro,-808.0262727370226
46,Armenia,NMC523,Hydro,-861.3020969448296
44,Armenia,NMC622,Hydro,-1511.2856092798104
45,Armenia,NMC811,Hydro,-2621.1726262798907
0,Aruba,LFP,Hydro,0.0
5,Aruba,NCA,Hydro,-863.542971899937
1,Aruba,NMC111,Hydro,-1357.5596894470864
4,Aruba,NMC523,Hydro,-1619.8512227021222
2,Aruba,NMC622,Hydro,-3234.25812424302
3,Aruba,NMC811,Hydro,-4770.848246371056
48,Australia,LFP,Hydro,0.0
53,Australia,NCA,Hydro,-18.809706476537446
49,Australia,NMC111,Hydro,-53.446919406946904
52,Australia,NMC523,Hydro,-49.259447890877524
50,Australia,NMC622,Hydro,-85.61097239240077
51,Australia,NMC811,Hydro,-118.11679151376526
54,Austria,LFP,Hydro,-678.0777187425723
59,Austria,NCA,Hydro,-9.883252926323719
55,Austria,NMC111,Hydro,-16.46857704531976
58,Austria,NMC523,Hydro,-16.003712084462656
56,Austria,NMC622,Hydro,-30.373590593546698
57,Austria,NMC811,Hydro,-51.153155526306094
60,Azerbaijan,LFP,Hydro,0.0
65,Azerbaijan,NCA,Hydro,-205.13166729572987
61,Azerbaijan,NMC111,Hydro,-384.7699337623942
64,Azerbaijan,NMC523,Hydro,-408.1278480220776
62,Azerbaijan,NMC622,Hydro,-734.1233644905853
63,Azerbaijan,NMC811,Hydro,-1228.2967085998694
108,Bahamas,LFP,Hydro,0.0
113,Bahamas,NCA,Hydro,0.0
109,Bahamas,NMC111,Hydro,0.0
112,Bahamas,NMC523,Hydro,0.0
110,Bahamas,NMC622,Hydro,0.0
111,Bahamas,NMC811,Hydro,0.0
102,Bahrain,LFP,Hydro,0.0
107,Bahrain,NCA,Hydro,-485.2715953517163
103,Bahrain,NMC111,Hydro,-680.685978528958
106,Bahrain,NMC523,Hydro,-855.3322638610622
104,Bahrain,NMC622,Hydro,-1750.7241919643495
105,Bahrain,NMC811,Hydro,-7003.736848882509
90,Bangladesh,LFP,Hydro,0.0
95,Bangladesh,NCA,Hydro,-24062.570717259063
91,Bangladesh,NMC111,Hydro,-34730.62282302991
94,Bangladesh,NMC523,Hydro,-256749.0375899842
92,Bangladesh,NMC622,Hydro,0.0
93,Bangladesh,NMC811,Hydro,0.0
144,Barbados,LFP,Hydro,0.0
149,Barbados,NCA,Hydro,-2099.0110765434583
145,Barbados,NMC111,Hydro,-5588.050284287613
148,Barbados,NMC523,Hydro,-4793.446928481674
146,Barbados,NMC622,Hydro,-7907.2389308848615
147,Barbados,NMC811,Hydro,-9644.051461573723
120,Belarus,LFP,Hydro,0.0
125,Belarus,NCA,Hydro,-100.21125574987816
121,Belarus,NMC111,Hydro,-212.79986412381612
