,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,-697.9042837219656
7,Afghanistan,NMC111,Direct,-1329.216220616062
10,Afghanistan,NMC523,Direct,-1208.188971866894
8,Afghanistan,NMC622,Direct,-1662.4084064638132
9,Afghanistan,NMC811,Direct,-3513.165742440787
18,Albania,LFP,Direct,-2027.0624538366662
23,Albania,NCA,Direct,-418.4351033495258
19,Albania,NMC111,Direct,-488.4589706452701
22,Albania,NMC523,Direct,-512.059814682727
20,Albania,NMC622,Direct,-751.8069452112827
21,Albania,NMC811,Direct,-1191.3045962098647
258,Algeria,LFP,Direct,-2369.966749327634
263,Algeria,NCA,Direct,-28.219429760266014
259,Algeria,NMC111,Direct,-37.01995228757969
262,Algeria,NMC523,Direct,-65.96265507513283
260,Algeria,NMC622,Direct,-117.43859695346504
261,Algeria,NMC811,Direct,-2042.640773713411
24,Andorra,LFP,Direct,0.0
29,Andorra,NCA,Direct,-295.3482002871979
25,Andorra,NMC111,Direct,-343.99772361175206
28,Andorra,NMC523,Direct,-559.3549173982613
26,Andorra,NMC622,Direct,-1027.0404114167327
27,Andorra,NMC811,Direct,0.0
12,Angola,LFP,Direct,0.0
17,Angola,NCA,Direct,-64.88478581801544
13,Angola,NMC111,Direct,-93.53456014840157
16,Angola,NMC523,Direct,-141.54246667607669
14,Angola,NMC622,Direct,-218.245360219525
15,Angola,NMC811,Direct,-628.8890101817308
36,Argentina,LFP,Direct,-1310.9517085417033
41,Argentina,NCA,Direct,-10.191587420524316
37,Argentina,NMC111,Direct,-18.799771522643088
40,Argentina,NMC523,Direct,-35.18194801047445
38,Argentina,NMC622,Direct,-54.275827659285746
39,Argentina,NMC811,Direct,-153.4890429534191
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,-111.3012103055734
43,Armenia,NMC111,Direct,-155.45410834648087
46,Armenia,NMC523,Direct,-203.38624895009283
44,Armenia,NMC622,Direct,-309.3533380911586
45,Armenia,NMC811,Direct,-615.677805421289
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-182.01855582716638
1,Aruba,NMC111,Direct,-197.9979509717094
4,Aruba,NMC523,Direct,-279.45995781988876
2,Aruba,NMC622,Direct,-530.0475838429177
3,Aruba,NMC811,Direct,-1148.9346593776058
48,Australia,LFP,Direct,-415.66624646835334
53,Australia,NCA,Direct,-17.41761781187559
49,Australia,NMC111,Direct,-33.91274082963788
52,Australia,NMC523,Direct,-45.209760561779476
50,Australia,NMC622,Direct,-59.844534766962994
51,Australia,NMC811,Direct,-95.66975275569636
54,Austria,LFP,Direct,-124.8394353799092
59,Austria,NCA,Direct,-7.918430139025752
55,Austria,NMC111,Direct,-14.81802143793758
58,Austria,NMC523,Direct,-22.341729501095646
56,Austria,NMC622,Direct,-25.646986553654386
57,Austria,NMC811,Direct,-47.293092683768734
60,Azerbaijan,LFP,Direct,-2380.618471767768
65,Azerbaijan,NCA,Direct,-70.64236105886667
61,Azerbaijan,NMC111,Direct,-96.31360406919372
64,Azerbaijan,NMC523,Direct,-125.05370008319986
62,Azerbaijan,NMC622,Direct,-196.8133575411803
63,Azerbaijan,NMC811,Direct,-409.15833780943564
108,Bahamas,LFP,Direct,0.0
113,Bahamas,NCA,Direct,-3520.718956886878
109,Bahamas,NMC111,Direct,-4917.3136932683565
112,Bahamas,NMC523,Direct,0.0
