,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Pyro,0.0
11,Afghanistan,NCA,Pyro,-4447.761956838066
7,Afghanistan,NMC111,Pyro,-10350.927844610436
10,Afghanistan,NMC523,Pyro,-9066.64534721508
8,Afghanistan,NMC622,Pyro,-13968.64052696732
9,Afghanistan,NMC811,Pyro,-37761.51287247964
18,Albania,LFP,Pyro,-17540.83885065372
23,Albania,NCA,Pyro,-2225.093339969283
19,Albania,NMC111,Pyro,-2683.304089791128
22,Albania,NMC523,Pyro,-2817.1679140466595
20,Albania,NMC622,Pyro,-4761.5265192429915
21,Albania,NMC811,Pyro,-8741.966724904327
258,Algeria,LFP,Pyro,-22302.33713449532
263,Algeria,NCA,Pyro,-87.63280861545253
259,Algeria,NMC111,Pyro,-99.72556431260396
262,Algeria,NMC523,Pyro,-184.39971232495475
260,Algeria,NMC622,Pyro,-441.3399514909149
261,Algeria,NMC811,Pyro,-18379.963726737456
24,Andorra,LFP,Pyro,0.0
29,Andorra,NCA,Pyro,-1418.9918444976463
25,Andorra,NMC111,Pyro,-1693.8018473296045
28,Andorra,NMC523,Pyro,-3168.1741447163263
26,Andorra,NMC622,Pyro,-7176.442694394977
27,Andorra,NMC811,Pyro,0.0
12,Angola,LFP,Pyro,0.0
17,Angola,NCA,Pyro,-219.9796989477823
13,Angola,NMC111,Pyro,-318.16815021187006
16,Angola,NMC523,Pyro,-516.9220386483537
14,Angola,NMC622,Pyro,-971.4033453550139
15,Angola,NMC811,Pyro,-3877.882043027446
36,Argentina,LFP,Pyro,-12087.393153238292
41,Argentina,NCA,Pyro,-36.089282092765465
37,Argentina,NMC111,Pyro,-46.071938381025845
40,Argentina,NMC523,Pyro,-80.99523382173749
38,Argentina,NMC622,Pyro,-183.27108640511221
39,Argentina,NMC811,Pyro,-693.0994223485084
42,Armenia,LFP,Pyro,0.0
47,Armenia,NCA,Pyro,-416.2951169916621
43,Armenia,NMC111,Pyro,-604.2987968424411
46,Armenia,NMC523,Pyro,-828.1603609230604
44,Armenia,NMC622,Pyro,-1500.5002629572493
45,Armenia,NMC811,Pyro,-3695.1108865803276
0,Aruba,LFP,Pyro,0.0
5,Aruba,NCA,Pyro,-865.6710451695998
1,Aruba,NMC111,Pyro,-933.5329582694078
4,Aruba,NMC523,Pyro,-1446.7407937691446
2,Aruba,NMC622,Pyro,-3557.8781183065958
3,Aruba,NMC811,Pyro,-10174.80782816791
48,Australia,LFP,Pyro,-2231.119151459012
53,Australia,NCA,Pyro,-54.53059319946029
49,Australia,NMC111,Pyro,-89.23532530693056
52,Australia,NMC523,Pyro,-109.51493274927807
50,Australia,NMC622,Pyro,-192.84725919110815
51,Australia,NMC811,Pyro,-350.12591942267625
54,Austria,LFP,Pyro,-446.6178386990323
59,Austria,NCA,Pyro,-28.983215713034994
55,Austria,NMC111,Pyro,-33.65481097439548
58,Austria,NMC523,Pyro,-39.928241547588485
56,Austria,NMC622,Pyro,-72.78689515376158
57,Austria,NMC811,Pyro,-150.1206588197225
60,Azerbaijan,LFP,Pyro,-21830.298333171355
65,Azerbaijan,NCA,Pyro,-240.75054376818838
61,Azerbaijan,NMC111,Pyro,-326.6808094700328
64,Azerbaijan,NMC523,Pyro,-432.4194261055357
62,Azerbaijan,NMC622,Pyro,-838.1046679242763
63,Azerbaijan,NMC811,Pyro,-2169.9280635020177
108,Bahamas,LFP,Pyro,0.0
113,Bahamas,NCA,Pyro,-46804.51384878744
109,Bahamas,NMC111,Pyro,-73776.52684554116
112,Bahamas,NMC523,Pyro,0.0
110,Bahamas,NMC622,Pyro,0.0
111,Bahamas,NMC811,Pyro,0.0
102,Bahrain,LFP,Pyro,0.0
107,Bahrain,NCA,Pyro,-380.6250310878457
103,Bahrain,NMC111,Pyro,-467.25509561697083
106,Bahrain,NMC523,Pyro,-671.0860895452505
104,Bahrain,NMC622,Pyro,-1396.5240498158166
105,Bahrain,NMC811,Pyro,-6292.442277473906
90,Bangladesh,LFP,Pyro,0.0
95,Bangladesh,NCA,Pyro,-1354.5063398347572
91,Bangladesh,NMC111,Pyro,-1707.3967711436976
94,Bangladesh,NMC523,Pyro,-6797.736281884569
92,Bangladesh,NMC622,Pyro,0.0
93,Bangladesh,NMC811,Pyro,0.0
144,Barbados,LFP,Pyro,0.0
149,Barbados,NCA,Pyro,-3622.4021814362
145,Barbados,NMC111,Pyro,-8952.36093991623
148,Barbados,NMC523,Pyro,-7768.148416750405
146,Barbados,NMC622,Pyro,-12341.313618319895
147,Barbados,NMC811,Pyro,-15378.908018122263
120,Belarus,LFP,Pyro,-10751.64471840916
125,Belarus,NCA,Pyro,-125.0415807473878
121,Belarus,NMC111,Pyro,-179.5310310482035
124,Belarus,NMC523,Pyro,-237.28817034209442
122,Belarus,NMC622,Pyro,-448.52396876608236
123,Belarus,NMC811,Pyro,-1014.1195784290811
72,Belgium,LFP,Pyro,-356.20231640208624
77,Belgium,NCA,Pyro,-20.2750426148261
73,Belgium,NMC111,Pyro,-24.05137597555014
76,Belgium,NMC523,Pyro,-28.712475295717752
74,Belgium,NMC622,Pyro,-53.02532658738736
75,Belgium,NMC811,Pyro,-108.39329481611065
78,Benin,LFP,Pyro,0.0
83,Benin,NCA,Pyro,-623.8567164879844
79,Benin,NMC111,Pyro,-1306.5964671511083
82,Benin,NMC523,Pyro,-1257.7895138891554
80,Benin,NMC622,Pyro,-1998.8316496637628
81,Benin,NMC811,Pyro,-3987.8414130649794
126,Bermuda,LFP,Pyro,0.0
131,Bermuda,NCA,Pyro,-582.0911365599371
127,Bermuda,NMC111,Pyro,-782.1975906177777
130,Bermuda,NMC523,Pyro,-1004.2247363093202
128,Bermuda,NMC622,Pyro,-2065.7658057746708
129,Bermuda,NMC811,Pyro,-7993.6760481178935
132,Bolivia (Plurinational State of),LFP,Pyro,-21628.33277071213
137,Bolivia (Plurinational State of),NCA,Pyro,-139.94032811044102
133,Bolivia (Plurinational State of),NMC111,Pyro,-223.12411188394083
136,Bolivia (Plurinational State of),NMC523,Pyro,-305.6235980919461
134,Bolivia (Plurinational State of),NMC622,Pyro,-584.0273354595557
135,Bolivia (Plurinational State of),NMC811,Pyro,-1401.9652749461575
114,Bosnia Herzegovina,LFP,Pyro,0.0
119,Bosnia Herzegovina,NCA,Pyro,-425.11645474032963
115,Bosnia Herzegovina,NMC111,Pyro,-608.8585310673253
118,Bosnia Herzegovina,NMC523,Pyro,-893.2189282979604
116,Bosnia Herzegovina,NMC622,Pyro,-1682.763428490787
117,Bosnia Herzegovina,NMC811,Pyro,-3609.9109315713226
156,Botswana,LFP,Pyro,-28834.768848609052
161,Botswana,NCA,Pyro,-233.90644580385933
157,Botswana,NMC111,Pyro,-310.46338253428877
160,Botswana,NMC523,Pyro,-406.97054904138605
158,Botswana,NMC622,Pyro,-801.0648899532986
159,Botswana,NMC811,Pyro,-2320.9392748067194
138,Brazil,LFP,Pyro,-1341.9893288549708
143,Brazil,NCA,Pyro,-122.88854716484816
139,Brazil,NMC111,Pyro,-269.14904010492904
142,Brazil,NMC523,Pyro,-261.8950000210852
140,Brazil,NMC622,Pyro,-437.74507535045177
141,Brazil,NMC811,Pyro,-600.0383311237754
150,Brunei Darussalam,LFP,Pyro,0.0
155,Brunei Darussalam,NCA,Pyro,-1032.078604733528
151,Brunei Darussalam,NMC111,Pyro,-1513.276338835791
154,Brunei Darussalam,NMC523,Pyro,-2183.682078880044
152,Brunei Darussalam,NMC622,Pyro,-4092.9551177906133
153,Brunei Darussalam,NMC811,Pyro,-6955.498152916216
96,Bulgaria,LFP,Pyro,-7146.028128023765
101,Bulgaria,NCA,Pyro,-891.8932185730943
97,Bulgaria,NMC111,Pyro,-1077.1850900768327
100,Bulgaria,NMC523,Pyro,-1131.5304043695144
98,Bulgaria,NMC622,Pyro,-1917.9657494521452
99,Bulgaria,NMC811,Pyro,-3532.601572693093
84,Burkina Faso,LFP,Pyro,-26856.649148703207
89,Burkina Faso,NCA,Pyro,-368.54571752759915
85,Burkina Faso,NMC111,Pyro,-444.0267066565876
88,Burkina Faso,NMC523,Pyro,-646.4612506266701
86,Burkina Faso,NMC622,Pyro,-1397.5626351424671
87,Burkina Faso,NMC811,Pyro,-3280.8378781560123
66,Burundi,LFP,Pyro,-43653.97194248498
71,Burundi,NCA,Pyro,-403.305184388933
67,Burundi,NMC111,Pyro,-338.25989047862925
70,Burundi,NMC523,Pyro,-462.79453201024484
68,Burundi,NMC622,Pyro,-1199.1021648614515
69,Burundi,NMC811,Pyro,-7593.013857618459
180,C?te d'Ivoire,LFP,Pyro,-41658.58293852935
185,C?te d'Ivoire,NCA,Pyro,-218.7512671737716
181,C?te d'Ivoire,NMC111,Pyro,-275.39521788518437
184,C?te d'Ivoire,NMC523,Pyro,-527.4438751065047
182,C?te d'Ivoire,NMC622,Pyro,-1168.6582148332323
183,C?te d'Ivoire,NMC811,Pyro,-4884.998348253518
210,Cabo Verde,LFP,Pyro,0.0
215,Cabo Verde,NCA,Pyro,-3967.90689125184
211,Cabo Verde,NMC111,Pyro,-5540.918962131582
214,Cabo Verde,NMC523,Pyro,-6894.789271050512
212,Cabo Verde,NMC622,Pyro,-13385.947424424752
213,Cabo Verde,NMC811,Pyro,0.0
462,Cambodia,LFP,Pyro,-21947.997931003458
467,Cambodia,NCA,Pyro,-263.3340357889392
463,Cambodia,NMC111,Pyro,-401.9414324006774
466,Cambodia,NMC523,Pyro,-469.63410831306385
464,Cambodia,NMC622,Pyro,-869.8711075755714
465,Cambodia,NMC811,Pyro,-2274.6245390819995
186,Cameroon,LFP,Pyro,0.0
191,Cameroon,NCA,Pyro,-544.8519851890364
187,Cameroon,NMC111,Pyro,-643.2771356358415
190,Cameroon,NMC523,Pyro,-1072.274866978534
188,Cameroon,NMC622,Pyro,-2292.248940995883
189,Cameroon,NMC811,Pyro,-20411.810944175515
162,Canada,LFP,Pyro,-1201.4824302090371
167,Canada,NCA,Pyro,-13.698017240551007
163,Canada,NMC111,Pyro,-24.607530110032314
166,Canada,NMC523,Pyro,-31.79126637810237
164,Canada,NMC622,Pyro,-62.6296821269738
165,Canada,NMC811,Pyro,-132.44238478310882
222,Cayman Isds,LFP,Pyro,0.0
227,Cayman Isds,NCA,Pyro,-34660.00693058506
223,Cayman Isds,NMC111,Pyro,0.0
226,Cayman Isds,NMC523,Pyro,-74271.09917313067
224,Cayman Isds,NMC622,Pyro,0.0
225,Cayman Isds,NMC811,Pyro,0.0
174,Chile,LFP,Pyro,-41434.414475422585
179,Chile,NCA,Pyro,-614.2085980213437
175,Chile,NMC111,Pyro,-940.4377907528053
178,Chile,NMC523,Pyro,-1147.1232460060169
176,Chile,NMC622,Pyro,-2232.938747963277
177,Chile,NMC811,Pyro,-4808.375006679136
198,Colombia,LFP,Pyro,-12940.397401194825
