,country,type,recycling_m,net_profit
18,Afghanistan,LFP,Direct,0.0
33,Afghanistan,NCA,Direct,-697.9042837219656
21,Afghanistan,NMC111,Direct,-1329.216220616062
30,Afghanistan,NMC523,Direct,-1208.188971866894
24,Afghanistan,NMC622,Direct,-1662.4084064638132
27,Afghanistan,NMC811,Direct,-3513.165742440787
54,Albania,LFP,Direct,-2027.0624538366662
69,Albania,NCA,Direct,-418.4351033495258
57,Albania,NMC111,Direct,-488.4589706452701
66,Albania,NMC523,Direct,-512.059814682727
60,Albania,NMC622,Direct,-751.8069452112827
63,Albania,NMC811,Direct,-1191.3045962098647
774,Algeria,LFP,Direct,-2369.966749327634
789,Algeria,NCA,Direct,-28.219429760266014
777,Algeria,NMC111,Direct,-37.01995228757969
786,Algeria,NMC523,Direct,-65.96265507513283
780,Algeria,NMC622,Direct,-117.43859695346504
783,Algeria,NMC811,Direct,-2042.640773713411
72,Andorra,LFP,Direct,0.0
87,Andorra,NCA,Direct,-295.3482002871979
75,Andorra,NMC111,Direct,-343.99772361175206
84,Andorra,NMC523,Direct,-559.3549173982613
78,Andorra,NMC622,Direct,-1027.0404114167327
81,Andorra,NMC811,Direct,0.0
36,Angola,LFP,Direct,0.0
51,Angola,NCA,Direct,-64.88478581801544
39,Angola,NMC111,Direct,-93.53456014840157
48,Angola,NMC523,Direct,-141.54246667607669
42,Angola,NMC622,Direct,-218.245360219525
45,Angola,NMC811,Direct,-628.8890101817308
108,Argentina,LFP,Direct,-1310.9517085417033
123,Argentina,NCA,Direct,-10.191587420524316
111,Argentina,NMC111,Direct,-18.799771522643088
120,Argentina,NMC523,Direct,-35.18194801047445
114,Argentina,NMC622,Direct,-54.275827659285746
117,Argentina,NMC811,Direct,-153.4890429534191
126,Armenia,LFP,Direct,0.0
141,Armenia,NCA,Direct,-111.3012103055734
129,Armenia,NMC111,Direct,-155.45410834648087
138,Armenia,NMC523,Direct,-203.38624895009283
132,Armenia,NMC622,Direct,-309.3533380911586
135,Armenia,NMC811,Direct,-615.677805421289
0,Aruba,LFP,Direct,0.0
15,Aruba,NCA,Direct,-182.01855582716638
3,Aruba,NMC111,Direct,-197.9979509717094
12,Aruba,NMC523,Direct,-279.45995781988876
6,Aruba,NMC622,Direct,-530.0475838429177
9,Aruba,NMC811,Direct,-1148.9346593776058
144,Australia,LFP,Direct,-415.66624646835334
159,Australia,NCA,Direct,-17.41761781187559
