,country,type,recycling_m,scrap_sum,unit_cost,net_profit
0,Aruba,LFP,Direct,0.0,0.0,0.0
1,Aruba,LFP,Hydro,0.0,0.0,0.0
2,Aruba,LFP,Pyro,0.0,0.0,0.0
3,Aruba,NMC111,Direct,2.4523708791525625,203.3345699893614,-197.9979509717094
4,Aruba,NMC111,Hydro,2.4523708791525625,957.4275371737925,-949.3269696183705
5,Aruba,NMC111,Pyro,2.4523708791525625,938.0810250106477,-933.5329582694078
6,Aruba,NMC622,Direct,0.32361870887169664,538.6304512889227,-530.0475838429177
7,Aruba,NMC622,Hydro,0.32361870887169664,4047.837422467775,-4039.868356881826
8,Aruba,NMC622,Pyro,0.32361870887169664,3562.459110482476,-3557.8781183065958
9,Aruba,NMC811,Direct,0.06576330167690303,1159.2542396575059,-1148.9346593776058
10,Aruba,NMC811,Hydro,0.06576330167690303,12585.338581452359,-12577.57768638985
11,Aruba,NMC811,Pyro,0.06576330167690303,10179.34667508781,-10174.80782816791
12,Aruba,NMC523,Direct,1.2650588178390831,279.57078064126875,-279.45995781988876
13,Aruba,NMC523,Hydro,1.2650588178390831,1533.7261082523137,-1526.20698127346
14,Aruba,NMC523,Pyro,1.2650588178390831,1450.9380993164987,-1446.7407937691446
15,Aruba,NCA,Direct,2.7461053784235543,192.56544353764139,-182.01855582716638
16,Aruba,NCA,Hydro,2.7461053784235543,883.3474276231523,-874.9014725119323
17,Aruba,NCA,Pyro,2.7461053784235543,870.7018089641638,-865.6710451695998
18,Afghanistan,LFP,Direct,0.0,0.0,0.0
19,Afghanistan,LFP,Hydro,0.0,0.0,0.0
20,Afghanistan,LFP,Pyro,0.0,0.0,0.0
21,Afghanistan,NMC111,Direct,0.03345929445069603,1334.552839633714,-1329.216220616062
22,Afghanistan,NMC111,Hydro,0.03345929445069603,12819.53936915799,-12811.438801602568
23,Afghanistan,NMC111,Pyro,0.03345929445069603,10355.475911351676,-10350.927844610436
24,Afghanistan,NMC622,Direct,0.02055871623194836,1670.9912739098181,-1662.4084064638132
25,Afghanistan,NMC622,Hydro,0.02055871623194836,17722.88587141302,-17714.91680582707
26,Afghanistan,NMC622,Pyro,0.02055871623194836,13973.221519143199,-13968.64052696732
27,Afghanistan,NMC811,Direct,0.004084099038417497,3523.4853227206872,-3513.165742440787
28,Afghanistan,NMC811,Hydro,0.004084099038417497,51915.8624112931,-51908.10151623059
29,Afghanistan,NMC811,Pyro,0.004084099038417497,37766.05171939954,-37761.51287247964
30,Afghanistan,NMC523,Direct,0.04149727436357322,1208.299794688274,-1208.188971866894
31,Afghanistan,NMC523,Hydro,0.04149727436357322,11109.455013100745,-11101.935886121892
32,Afghanistan,NMC523,Pyro,0.04149727436357322,9070.842652762434,-9066.64534721508
33,Afghanistan,NCA,Direct,0.13192410620200584,708.4511714324406,-697.9042837219656
34,Afghanistan,NCA,Hydro,0.13192410620200584,5148.237193146701,-5139.791238035481
35,Afghanistan,NCA,Pyro,0.13192410620200584,4452.79272063263,-4447.761956838066
36,Angola,LFP,Direct,0.0,0.0,0.0
37,Angola,LFP,Hydro,0.0,0.0,0.0
38,Angola,LFP,Pyro,0.0,0.0,0.0
39,Angola,NMC111,Direct,9.399175051950476,98.87117916605357,-93.53456014840157
40,Angola,NMC111,Hydro,9.399175051950476,301.69167889422494,-293.59111133880293
41,Angola,NMC111,Pyro,9.399175051950476,322.71621695311006,-318.16815021187006
42,Angola,NMC622,Direct,1.5553848881918484,226.82822766553,-218.245360219525
43,Angola,NMC622,Hydro,1.5553848881918484,997.9261329865483,-989.9570674005995
44,Angola,NMC622,Pyro,1.5553848881918484,975.984337530894,-971.4033453550139
45,Angola,NMC811,Direct,0.1648504138818318,639.2085904616308,-628.8890101817308
46,Angola,NMC811,Hydro,0.1648504138818318,4439.2429918452435,-4431.4820967827345
47,Angola,NMC811,Pyro,0.1648504138818318,3882.420889947347,-3877.882043027446
48,Angola,NMC523,Direct,4.313166424895861,141.65328949745668,-141.54246667607669
49,Angola,NMC523,Hydro,4.313166424895861,506.4419113219821,-498.9227843431285
50,Angola,NMC523,Pyro,4.313166424895861,521.1193441957076,-516.9220386483537
51,Angola,NCA,Direct,16.891672504922465,75.43167352849045,-64.88478581801544
52,Angola,NCA,Hydro,16.891672504922465,204.2983478143697,-195.8523927031497
53,Angola,NCA,Pyro,16.891672504922465,225.0104627423463,-219.9796989477823
54,Albania,LFP,Direct,0.011778578673625164,2030.3182345824716,-2027.0624538366662
55,Albania,LFP,Hydro,0.011778578673625164,22778.23482071899,-22776.671792699482
56,Albania,LFP,Pyro,0.011778578673625164,17541.596338346364,-17540.83885065372
57,Albania,NMC111,Direct,0.2622286816656815,493.7620593773452,-488.4589706452701
58,Albania,NMC111,Hydro,0.2622286816656815,2993.321489061884,-2985.2525763912336
59,Albania,NMC111,Pyro,0.2622286816656815,2687.830232823387,-2683.304089791128
60,Albania,NMC622,Direct,0.1016698864834384,760.3573121272457,-751.8069452112827
61,Albania,NMC622,Hydro,0.1016698864834384,5562.628282154464,-5554.689870700935
62,Albania,NMC622,Pyro,0.1016698864834384,4766.084513714061,-4761.5265192429915
63,Albania,NMC811,Direct,0.03724244036060327,1201.5927417772004,-1191.3045962098647
64,Albania,NMC811,Hydro,0.03724244036060327,10728.507968222182,-10720.776724117784
65,Albania,NMC811,Pyro,0.03724244036060327,8746.481544626162,-8741.966724904327
66,Albania,NMC523,Direct,0.24202130309975836,512.1379113751204,-512.059814682727
67,Albania,NMC523,Hydro,0.24202130309975836,3154.5042034203257,-3147.015991716618
68,Albania,NMC523,Pyro,0.24202130309975836,2821.3425836368524,-2817.1679140466595
69,Albania,NCA,Direct,0.35710420181340125,428.94983557384614,-418.4351033495258
70,Albania,NCA,Hydro,0.35710420181340125,2445.8953171657763,-2437.4788559411254
71,Albania,NCA,Pyro,0.35710420181340125,2230.100350117698,-2225.093339969283
72,Andorra,LFP,Direct,0.0,0.0,0.0
73,Andorra,LFP,Hydro,0.0,0.0,0.0
74,Andorra,LFP,Pyro,0.0,0.0,0.0
75,Andorra,NMC111,Direct,0.5603728878975526,349.3343426294041,-343.99772361175206
76,Andorra,NMC111,Hydro,0.5603728878975526,1821.6094025852285,-1813.5088350298065
77,Andorra,NMC111,Pyro,0.5603728878975526,1698.3499140708445,-1693.8018473296045
78,Andorra,NMC622,Direct,0.05160737003899392,1035.6232788627376,-1027.0404114167327
79,Andorra,NMC622,Hydro,0.05160737003899392,8667.225710116814,-8659.256644530866
80,Andorra,NMC622,Pyro,0.05160737003899392,7181.023686570857,-7176.442694394977
81,Andorra,NMC811,Direct,0.0,0.0,0.0
82,Andorra,NMC811,Hydro,0.0,0.0,0.0
83,Andorra,NMC811,Pyro,0.0,0.0,0.0
84,Andorra,NMC523,Direct,0.19934730051842695,559.4657402196412,-559.3549173982613
85,Andorra,NMC523,Hydro,0.19934730051842695,3581.203293408051,-3573.6841664291974
86,Andorra,NMC523,Pyro,0.19934730051842695,3172.3714502636803,-3168.1741447163263
87,Andorra,NCA,Direct,0.7499583061135203,305.89508799767293,-295.3482002871979
88,Andorra,NCA,Hydro,0.7499583061135203,1505.500233541652,-1497.054278430432
89,Andorra,NCA,Pyro,0.7499583061135203,1424.0226082922104,-1418.9918444976463
90,United Arab Emirates,LFP,Direct,0.0,0.0,0.0
91,United Arab Emirates,LFP,Hydro,0.0,0.0,0.0
92,United Arab Emirates,LFP,Pyro,0.0,0.0,0.0
93,United Arab Emirates,NMC111,Direct,365.38072420945315,18.245064957346983,-12.908445939694984
94,United Arab Emirates,NMC111,Hydro,365.38072420945315,26.439449103739538,-18.338881548317538
95,United Arab Emirates,NMC111,Pyro,365.38072420945315,33.872303248790594,-29.324236507550594
96,United Arab Emirates,NMC622,Direct,62.94242893775532,40.94771298831891,-32.36484554231391
97,United Arab Emirates,NMC622,Hydro,62.94242893775532,85.03459671006655,-77.06553112411775
98,United Arab Emirates,NMC622,Pyro,62.94242893775532,99.06434569676468,-94.48335352088468
99,United Arab Emirates,NMC811,Direct,13.135679635311101,84.14331531641585,-73.82373503651586
100,United Arab Emirates,NMC811,Hydro,13.135679635311101,240.76912810998058,-233.00823304747178
101,United Arab Emirates,NMC811,Pyro,13.135679635311101,257.7231756351684,-253.18432871526738
102,United Arab Emirates,NMC523,Direct,199.97106661869182,24.069816173478852,-23.95899335209885
103,United Arab Emirates,NMC523,Hydro,199.97106661869182,39.45795107440995,-31.93882409555635
104,United Arab Emirates,NMC523,Pyro,199.97106661869182,48.930781369781776,-44.73347582242778
105,United Arab Emirates,NCA,Direct,580.6630559777351,14.745958464916985,-4.199070754441983
106,United Arab Emirates,NCA,Hydro,580.6630559777351,19.43671132058547,-10.990756209365468
107,United Arab Emirates,NCA,Pyro,580.6630559777351,25.532034089850015,-20.501270295286012
108,Argentina,LFP,Direct,0.05066380101696556,1314.229171095238,-1310.9517085417033
109,Argentina,LFP,Hydro,0.05066380101696556,15153.34174697003,-15151.770999712913
110,Argentina,LFP,Pyro,0.05066380101696556,12088.16521193202,-12087.393153238292
111,Argentina,NMC111,Direct,206.086268329562,24.127478217618375,-18.799771522643088
112,Argentina,NMC111,Hydro,206.086268329562,40.84700274321591,-32.754849030459525
113,Argentina,NMC111,Pyro,206.086268329562,50.61417781822286,-46.071938381025845
114,Argentina,NMC622,Direct,28.160702053507887,62.85005649079893,-54.275827659285746
115,Argentina,NMC622,Hydro,28.160702053507887,168.45924558514426,-160.49832784269861
116,Argentina,NMC622,Pyro,28.160702053507887,187.84596580972988,-183.27108640511221
117,Argentina,NMC811,Direct,3.844063245572032,163.80026791224734,-153.4890429534191
118,Argentina,NMC811,Hydro,3.844063245572032,695.2611726008297,-687.5081587389077
119,Argentina,NMC811,Pyro,3.844063245572032,697.6318828586758,-693.0994223485084
120,Argentina,NMC523,Direct,93.51623069404906,35.28407225334637,-35.18194801047445
121,Argentina,NMC523,Hydro,93.51623069404906,71.68744533241853,-64.17653560859279
122,Argentina,NMC523,Pyro,93.51623069404906,85.18652275006046,-80.99523382173749
123,Argentina,NCA,Direct,282.5399381599359,20.729928228892575,-10.191587420524316
124,Argentina,NCA,Hydro,282.5399381599359,32.629741265544105,-24.191625605422466
125,Argentina,NCA,Pyro,282.5399381599359,41.11373218747314,-36.089282092765465
126,Armenia,LFP,Direct,0.0,0.0,0.0
127,Armenia,LFP,Hydro,0.0,0.0,0.0
128,Armenia,LFP,Pyro,0.0,0.0,0.0
129,Armenia,NMC111,Direct,3.2106813394282256,160.79072736413286,-155.45410834648087
130,Armenia,NMC111,Hydro,3.2106813394282256,613.7844036791148,-605.6838361236928
131,Armenia,NMC111,Pyro,3.2106813394282256,608.846863583681,-604.2987968424411
132,Armenia,NMC622,Direct,0.7285542061276457,317.93620553716363,-309.3533380911586
133,Armenia,NMC622,Hydro,0.7285542061276457,1643.8885120466628,-1635.919446460714
134,Armenia,NMC622,Pyro,0.7285542061276457,1505.0812551331294,-1500.5002629572493
135,Armenia,NMC811,Direct,0.16685667826589595,625.997385701189,-615.677805421289
136,Armenia,NMC811,Hydro,0.16685667826589595,4375.831661896569,-4368.07076683406
137,Armenia,NMC811,Pyro,0.16685667826589595,3699.6497335002286,-3695.1108865803276
138,Armenia,NMC523,Direct,1.92328820373283,203.49707177147283,-203.38624895009283
139,Armenia,NMC523,Hydro,1.92328820373283,862.666597324865,-855.1474703460115
140,Armenia,NMC523,Pyro,1.92328820373283,832.3576664704143,-828.1603609230604
141,Armenia,NCA,Direct,5.869831210644095,121.84809801604841,-111.3012103055734
142,Armenia,NCA,Hydro,5.869831210644095,411.1191455433062,-402.67319043208624
143,Armenia,NCA,Pyro,5.869831210644095,421.3258807862261,-416.2951169916621
144,Australia,LFP,Direct,0.3074850591695931,418.90222379240504,-415.66624646835334
145,Australia,LFP,Hydro,0.3074850591695931,2923.9078321078628,-2922.351854576021
146,Australia,LFP,Pyro,0.3074850591695931,2231.863330497537,-2231.119151459012
147,Australia,NMC111,Direct,64.68960957252327,39.19334435623014,-33.91274082963788
148,Australia,NMC111,Hydro,64.68960957252327,83.57366473509933,-75.52597963756293
149,Australia,NMC111,Pyro,64.68960957252327,93.74676643334908,-89.23532530693056
150,Australia,NMC622,Direct,18.41597867148812,68.37310702523881,-59.844534766962994
151,Australia,NMC622,Hydro,18.41597867148812,192.62233636056004,-184.70448138170693
152,Australia,NMC622,Pyro,18.41597867148812,197.38983154126856,-192.84725919110815
153,Australia,NMC811,Direct,6.852600902370068,105.93681839606026,-95.66975275569636
154,Australia,NMC811,Hydro,6.852600902370068,371.5776222145763,-363.8662618622688
155,Australia,NMC811,Pyro,6.852600902370068,354.6246266516897,-350.12591942267625
156,Australia,NMC523,Direct,46.729530510608136,45.26591131120627,-45.209760561779476
157,Australia,NMC523,Hydro,46.729530510608136,103.73872904463302,-96.27124893632546
158,Australia,NMC523,Pyro,46.729530510608136,113.67442280433363,-109.51493274927807
159,Australia,NCA,Direct,139.2256597115855,27.91078676284027,-17.41761781187559
160,Australia,NCA,Hydro,139.2256597115855,50.21473389915528,-41.81805109537327
161,Australia,NCA,Pyro,139.2256597115855,59.521674297303704,-54.53059319946029
162,Austria,LFP,Direct,4.613955815030765,128.0158007078127,-124.8394353799092
163,Austria,LFP,Hydro,4.613955815030765,424.6865458165063,-423.1517915686417
164,Austria,LFP,Pyro,4.613955815030765,447.32195620434845,-446.6178386990323
165,Austria,NMC111,Direct,295.12258383059645,20.03094029875318,-14.81802143793758
166,Austria,NMC111,Hydro,295.12258383059645,29.87991548399584,-21.89612934404634
167,Austria,NMC111,Pyro,295.12258383059645,38.12199661985405,-33.65481097439548
168,Austria,NMC622,Direct,89.48247524820965,34.10995282392215,-25.646986553654386
169,Austria,NMC622,Hydro,89.48247524820965,63.99962387260615,-56.14364771976915
170,Austria,NMC622,Pyro,89.48247524820965,77.283044041165,-72.78689515376158
171,Austria,NMC811,Direct,27.75733760670496,57.49670380899519,-47.293092683768734
172,Austria,NMC811,Hydro,27.75733760670496,135.09951008857072,-127.44800354171751
173,Austria,NMC811,Pyro,27.75733760670496,154.57086443765127,-150.1206588197225
174,Austria,NMC523,Direct,231.279592304166,22.331818865582985,-22.341729501095646
175,Austria,NMC523,Hydro,231.279592304166,34.91009300287997,-27.50501886665596
176,Austria,NMC523,Pyro,231.279592304166,44.04203836834444,-39.928241547588485
177,Austria,NCA,Direct,359.3467700504429,18.34668961201201,-7.918430139025752
178,Austria,NCA,Hydro,359.3467700504429,26.35112585049521,-18.01397978553119
179,Austria,NCA,Pyro,359.3467700504429,33.92634739521078,-28.983215713034994
180,Azerbaijan,LFP,Direct,0.009098401461727934,2383.903783681848,-2380.618471767768
181,Azerbaijan,LFP,Hydro,0.009098401461727934,30216.169413561212,-30214.59587174564
182,Azerbaijan,LFP,Pyro,0.009098401461727934,21831.075666934506,-21830.298333171355
183,Azerbaijan,NMC111,Direct,8.706913868352808,101.65022308684571,-96.31360406919372
184,Azerbaijan,NMC111,Hydro,8.706913868352808,316.3917853336153,-308.2912177781933
185,Azerbaijan,NMC111,Pyro,8.706913868352808,331.2288762112728,-326.6808094700328
186,Azerbaijan,NMC622,Direct,1.884809891142878,205.3962249871853,-196.8133575411803
187,Azerbaijan,NMC622,Hydro,1.884809891142878,874.3248875651977,-866.355821979249
188,Azerbaijan,NMC622,Pyro,1.884809891142878,842.6856601001564,-838.1046679242763
189,Azerbaijan,NMC811,Direct,0.3986507219396177,419.4779180893356,-409.15833780943564
190,Azerbaijan,NMC811,Hydro,0.3986507219396177,2453.6625332302765,-2445.9016381677675
191,Azerbaijan,NMC811,Pyro,0.3986507219396177,2174.466910421919,-2169.9280635020177
