,country,total_costs,scrap_sum,unit_cost
0,Australia,10650461.221163617,276.22086442774463,38.557772394306674
1,Belgium,55861605.3588321,5277.538295432129,10.58478446422303
2,Brazil,7038838.940357026,96.83624595559778,72.68806086911441
3,Canada,31592298.721567817,1942.0706675549177,16.267327059392112
4,Czechia,4002306.2780329487,38.37290563770636,104.30031845438786
5,Finland,16416762.002575688,542.588387537313,30.256382885538134
6,France,64590619.0094621,6587.454240045305,9.805095664545806
7,Germany,100042059.61034125,18032.039953445477,5.548016745117387
8,Hungary,1989412.471481135,10.42962917773529,190.74623244784624
9,India,8539373.248007864,167.12671920162748,51.09520062860605
10,Italy,30939483.061132587,1611.774688085973,19.195910749705394
11,Japan,36429522.801077686,2730.357491783413,13.342400367243732
12,Korea,60941418.41834153,9992.679421730772,6.098606374363827
13,Netherlands,48579291.32006013,4068.394677728455,11.940653542291983
14,Norway,49545647.2132826,4551.725442812691,10.885025433930037
15,Poland,10957563.76019706,236.44973463807082,46.342042958811504
16,Romania,2585212.3365038186,16.73787727159026,154.45281946784152
17,Russian Federation,24351445.94474601,1266.5488226059597,19.226614489793004
18,Serbia,4377531.63798665,54.20672532380094,80.75624586871281
19,Slovakia,4029139.270930781,38.43724123907484,104.82384117710316
20,Spain,27983287.270941876,1399.171099046907,19.99990372157032
21,Sweden,42922652.08129569,3157.130497668577,13.595463384548871
22,Switzerland,20105301.91278031,863.3820363494488,23.286680827631685
23,Thailand,24880464.47751769,1295.6751595019466,19.202702386516126
24,Turkey,29519495.82462379,1796.8084324783133,16.42884978222634
25,USA,92705311.37168406,28305.817703127803,3.2751327781440525
26,United Kingdom,51971138.92235568,4837.876662235148,10.742551443703919
27,Viet Nam,38918481.218980424,3000.0000000000005,12.972827072993471
